,F140,F153,F157,F159,F198,F200,F201,F21,F26,F272,F273,F292,F319,F32,F33,F334,F34,F345,F35,F39,F411,F426,F439,F470,F471,F474,F476,F495,F524,F550,F551,F553,F554,F556,F557,F578,F72
1273,0.1587,0.0137,,774.0,0.413,12.15,4.11,-5095.0,1.9872,41.5073,18.8868,,8.1627,86.1383,8.3383,0.1343,50.4625,5.383,64.2525,117.9702,2.2898,1.419,27.0611,4.0995,7.263,20.6796,15.602,6.3076,7.7648,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,157.6115
1274,0.5062,0.0222,,1221.0,0.744,13.72,10.44,-5356.25,1.99,29.6689,24.4466,,3.9344,85.9501,9.7137,0.2109,50.8506,,64.3577,119.3812,3.558,2.3062,73.2447,6.9309,7.173,40.1786,8.6933,6.414,4.9672,19.56,0.23,8.387,0.1011,4.9245,0.3162,,
1275,0.1587,0.0073,,215.0,0.617,20.19,12.63,-5270.0,1.975,94.311,18.8868,,4.8843,86.1383,8.3383,0.1941,50.4625,4.0657,64.2525,117.9702,2.2898,0.7506,90.8169,5.9632,4.9003,42.1283,9.6794,4.8019,7.3202,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,168.2776
1276,0.5062,0.0143,,1738.0,0.897,15.27,11.56,-5247.5,2.0145,19.3726,24.4466,,4.4568,86.1383,8.3383,0.2532,50.4625,4.4267,64.2525,117.9702,3.558,1.4726,37.289,8.663,4.5956,42.967,14.356,8.5816,5.6518,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,167.6077
1277,0.1587,0.0128,,822.0,1.037,9.99,10.3,-5445.25,1.9655,68.2939,18.8868,,4.3686,86.1383,8.3383,0.333,50.4625,3.2298,64.2525,117.9702,2.2898,1.3244,61.0881,10.29,5.475,46.7825,19.415,4.05,6.9154,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,172.1431
1278,0.124,0.0126,,448.0,0.569,19.05,10.15,-5461.0,1.985,58.7713,18.5843,,4.8931,84.2981,8.3159,0.1518,50.415,4.3086,64.5884,117.8478,2.4089,1.2929,58.5955,5.3364,5.0902,58.0147,21.8831,6.0859,6.3762,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,161.4429
1279,0.6965,0.0131,,523.0,0.318,18.4,27.52,-5422.25,2.0017,26.2359,21.785,,12.5514,85.549,8.7556,0.0863,50.6729,,64.0533,118.0222,2.4853,1.3497,57.0349,3.1381,13.4483,117.428,23.0466,9.3185,4.4055,17.55,1.36,7.7397,0.4988,4.272,1.8524,,
1280,0.2424,0.0057,,1017.0,0.317,21.03,9.12,-5294.5,1.9875,34.8571,20.7519,,7.0635,85.5439,8.6556,0.0889,50.8214,,64.2946,118.1824,2.5459,0.5811,68.2232,3.0938,4.8327,45.6789,9.9042,14.6074,7.2639,15.37,0.23,7.2503,0.1085,3.8837,0.3081,,
1281,0.2034,0.0139,,383.0,1.037,21.18,9.87,-5264.5,1.9507,90.3205,19.0034,,5.1859,84.6724,9.0447,0.3063,50.6192,5.9013,64.0033,119.0986,2.51,1.4381,106.9307,10.0447,5.6179,46.7831,14.394,7.337,2.8147,20.54,1.06,9.6027,0.3993,5.1315,1.4768,,167.9803
1282,0.0938,0.0065,,811.0,0.467,15.04,7.23,-5612.25,2.0033,26.9185,18.2407,,6.8882,85.3996,8.2345,0.1463,50.4069,4.5498,64.3522,118.2354,2.114,0.6672,49.3942,4.5559,5.7269,44.0113,12.4447,7.5258,3.5069,15.82,1.52,7.2296,0.5977,3.9158,2.0767,,156.2913
1283,1.165,0.0117,,405.0,0.611,15.75,9.25,-5407.25,2.0032,14.3624,16.6512,,9.8312,85.5439,8.6556,0.1753,50.8214,,64.2946,118.1824,2.1527,1.1999,71.3703,6.0418,13.3473,54.5262,22.8397,8.5816,2.8329,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,
1284,0.2142,0.0113,,717.0,0.47,16.8,16.36,-5517.75,1.991,54.9371,19.6457,,9.7851,86.1541,8.9036,0.1515,50.6667,,64.0553,118.1242,2.4696,1.1593,68.1728,4.5805,21.41,46.2247,24.4056,8.6281,3.2943,16.32,1.7,7.7401,0.7198,3.9894,2.2632,,
1285,1.154,0.0137,,655.0,0.402,19.94,12.09,-5767.75,2.0225,47.7118,18.8444,,4.4251,86.5682,9.3868,0.131,50.7583,,64.4245,118.8712,2.5953,1.416,91.458,3.7479,3.506,60.276,13.6865,5.3855,3.626,21.05,1.07,10.4519,0.3926,5.2047,1.4365,,
1286,0.2188,0.0057,,1082.0,0.882,17.1,3.46,-5733.0,1.957,55.5746,20.1079,,9.3591,84.9605,9.0744,0.2601,50.8538,4.6427,64.2376,119.4514,2.5095,0.5782,61.7861,8.7517,8.3341,21.3528,10.1291,11.5694,2.759,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,157.2931
1287,0.1587,0.0136,,612.0,0.562,14.3,3.45,-5454.0,2.0213,37.5218,18.8868,,8.3146,86.1383,8.3383,0.1466,50.4625,3.4261,64.2525,117.9702,2.2898,1.4053,56.1359,5.5056,4.9361,13.8331,18.7497,4.6515,7.5455,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,155.678
1288,0.4515,0.0104,,192.0,0.372,17.7,5.97,-5320.5,1.983,62.2588,16.2848,,7.5577,86.1383,8.3383,0.1204,50.4625,4.7748,64.2525,117.9702,2.1204,1.0636,55.5046,3.6138,5.7928,21.4895,7.3316,4.9922,5.5305,15.9,0.79,7.5915,0.2929,3.93,1.082,,148.4865
1289,0.2034,0.0108,,2665.0,0.987,13.3,17.4,-5802.25,2.0195,36.7086,19.0034,,4.9727,86.8862,8.9541,0.27,50.6555,,63.9146,119.0282,2.51,1.1126,94.8922,9.4224,7.0849,92.2564,16.9414,5.9156,2.9087,21.3,0.31,8.6514,0.1246,5.3478,0.4107,0.0196,
1290,0.4515,0.0102,,831.0,0.279,14.22,3.42,-5241.0,2.0267,43.5154,16.2848,,8.2258,86.1383,8.3383,0.0886,50.4625,3.2573,64.2525,117.9702,2.1204,1.048,85.3643,2.7015,5.0815,14.9454,9.6018,12.7176,7.1876,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,152.6368
1291,0.4515,0.0114,,277.0,1.001,14.46,3.3,-5529.25,1.972,41.8829,16.2848,,8.1024,85.1404,8.627,0.2822,50.6212,,64.0218,118.284,2.1204,1.1722,70.8927,9.7392,5.7114,12.52,18.3804,9.3347,6.2973,14.55,0.84,6.2811,0.3813,3.5763,1.1467,,
1292,0.2034,0.0061,,584.0,1.041,17.06,11.65,-5390.0,2.0062,72.4023,19.0034,,9.0341,84.6927,8.8973,0.2752,50.6504,,64.1619,118.1776,2.51,0.6247,111.9685,10.3945,15.8845,54.6395,16.9315,5.6078,7.5948,17.9,1.15,8.1159,0.4357,4.4218,1.6088,0.0332,
1293,0.2034,0.0061,,936.0,1.143,23.62,9.36,-5400.0,2.0103,43.7351,19.0034,,5.1243,85.9501,9.7137,0.3823,50.8506,,64.3577,119.3812,2.51,0.6209,90.4826,11.2011,3.9607,32.7482,17.1215,3.9258,7.8991,24.1,1.36,11.7189,0.5661,5.8719,1.8431,,
1294,0.2424,0.0046,,1034.0,1.158,13.38,12.93,-5400.25,1.954,16.6445,20.7519,,9.1889,83.6845,8.1409,0.3964,50.5119,,64.6358,118.1104,2.5459,0.4674,49.2453,12.1466,12.8334,54.8613,29.9944,3.7126,7.1768,15.21,0.97,6.4048,0.3771,3.7599,1.3338,0.0239,
1295,0.1587,0.0122,,519.0,0.908,14.84,6.41,-5194.75,1.9507,37.1508,18.8868,,9.4051,84.8754,9.1637,0.2962,50.555,,64.7823,119.2618,2.2898,1.2604,62.6935,9.1586,10.5376,16.898,33.9731,8.1267,7.4295,15.65,1.44,7.7869,0.6713,3.9448,1.9281,0.0308,
1296,0.5109,0.0114,,457.0,0.395,20.87,8.14,-5371.5,2.021,97.7977,21.0143,,7.9876,84.6724,9.0447,0.1247,50.6192,5.1355,64.0033,119.0986,2.8091,1.1716,50.9621,3.8863,6.3093,31.8898,9.1053,6.0642,6.6847,19.45,0.85,9.4221,0.3749,4.842,1.1525,,159.5239
1297,0.2142,0.0121,,569.0,0.165,17.03,6.06,-4992.75,1.9855,71.0834,19.6457,,7.5972,85.549,8.7556,0.06,50.6729,,64.0533,118.0222,2.4696,1.2441,91.8172,1.5659,8.5457,15.9221,20.5933,8.0419,2.809,14.53,1.33,6.7381,0.5058,3.6251,1.8156,0.0305,
1298,0.5062,0.0083,,969.0,0.806,20.77,14.79,-5526.5,2.0097,70.6702,24.4466,,9.323,84.7391,9.534,0.2238,50.6315,7.1714,64.0518,118.9808,3.558,0.8541,92.2451,7.8649,19.999,50.0715,31.0232,6.4584,4.3887,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,154.1841
1299,0.2424,0.0132,,476.0,0.909,17.17,7.73,-5295.25,1.979,52.0552,20.7519,,9.1257,86.8862,8.9541,0.282,50.6555,,63.9146,119.0282,2.5459,1.3588,102.6274,9.167,11.9278,33.6879,27.6738,8.3299,3.0217,14.53,1.33,6.7381,0.5058,3.6251,1.8156,0.0197,
1300,0.1655,0.0096,,1078.0,0.478,16.29,11.84,-5426.0,1.9997,67.6218,19.0845,,4.8457,84.0399,8.7646,0.1312,50.7311,,64.2307,117.8534,2.4605,0.9865,60.6164,4.5009,4.7195,78.8335,11.8424,7.6219,6.7459,22.41,1.69,10.1506,0.7178,5.4804,2.2673,,
1301,0.5062,0.0105,,766.0,0.995,22.13,9.25,-5186.25,2.036,56.9431,24.4466,,9.3454,85.5439,8.6556,0.2678,50.8214,,64.2946,118.1824,3.558,1.081,58.4416,9.8466,13.9639,24.8192,24.2508,4.7978,4.6055,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,
1302,0.1655,0.0128,,589.0,0.635,22.12,15.52,-5389.5,2.021,45.4768,19.0845,,8.9309,86.9432,8.8105,0.1666,50.6086,,64.0283,118.1238,2.4605,1.3153,87.3945,6.0464,28.4553,66.8956,30.1137,6.9257,7.2477,17.01,0.79,8.4549,0.2853,4.1721,1.0623,0.0246,
1303,0.1304,0.0063,,826.0,0.639,17.95,17.68,-5233.75,1.9998,28.1745,18.6279,,8.8329,84.02,8.7187,0.1758,50.8514,,64.3975,117.979,2.1438,0.6477,98.7805,6.1455,27.6999,131.9725,17.7545,5.424,11.9517,16.86,0.24,7.4343,0.0991,4.1381,0.3275,0.0204,
1304,9998.8795,0.0142,,1106.0,0.651,18.49,10.66,-5633.5,1.9907,31.4581,43.5737,,6.7479,85.9331,8.8215,0.2,50.6088,,64.054,118.5238,5.4447,1.4596,33.218,6.4036,4.602,53.041,11.0867,5.9927,6.0797,16.21,0.81,6.4516,0.3141,3.9978,1.1233,0.0144,
1305,0.6226,0.0121,,853.0,0.62,15.85,7.9,-5619.5,1.9897,54.0825,23.832,,9.9175,85.4593,8.7326,0.1898,50.6296,,63.9602,118.6382,3.3101,1.2477,101.6231,6.2153,14.2635,26.8428,26.5574,5.9944,3.2252,20.07,0.66,9.3643,0.27,5.2354,0.8988,,
1306,0.5062,0.01,,526.0,0.288,13.05,7.12,-5357.5,2.0062,94.0325,24.4466,,4.8563,84.4782,9.2064,0.0923,50.6402,3.4126,64.0409,119.1878,3.558,1.0226,105.073,2.6672,10.6318,33.4887,14.8646,6.0603,7.4664,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,157.8055
1307,0.2034,0.0137,,418.0,0.649,14.04,15.18,-5070.75,1.9475,32.2243,19.0034,,8.1099,84.9605,9.0744,0.1869,50.8538,5.3956,64.2376,119.4514,2.51,1.421,34.0293,6.3992,22.531,84.3014,32.9963,5.9156,6.7801,24.17,0.69,10.8458,0.3004,5.8963,0.9246,0.023,150.5415
1308,0.802,0.0271,,1037.0,0.54,13.01,9.68,-5421.75,1.9803,62.8089,20.5936,,4.6784,86.1541,8.9036,0.1641,50.6667,,64.0553,118.1242,2.8908,2.8534,79.1641,5.0839,5.6721,51.1273,8.8664,8.4147,5.1737,16.69,0.81,6.968,0.3033,4.1219,1.1197,,
1309,0.802,0.0088,,392.0,1.58,19.79,7.7,-5311.25,1.9865,33.1232,20.5936,,9.065,86.3898,8.5735,0.4322,50.6763,6.485,64.0188,115.8498,2.8908,0.9052,76.609,15.2048,19.005,38.1758,27.709,11.4979,7.2451,23.39,0.74,10.3554,0.2859,5.7245,1.0075,,148.9452
1310,0.802,0.0126,,2199.0,0.524,12.68,6.46,-5207.25,1.9905,11.7224,20.5936,,8.6156,85.5439,8.6556,0.1431,50.8214,,64.2946,118.1824,2.8908,1.2968,84.5165,5.091,5.6573,22.3308,15.351,5.6591,6.5107,15.03,1.27,6.9715,0.5837,3.7957,1.7151,0.0259,
1311,0.2606,0.005,,533.0,0.314,17.56,10.49,-5594.5,1.9768,93.6626,19.8839,,9.6678,84.7391,9.534,0.0932,50.6315,5.5749,64.0518,118.9808,2.4537,0.5135,127.0588,3.1002,11.4389,60.7701,16.0744,7.4817,3.9051,16.68,1.0,7.9257,0.3979,4.1683,1.3564,,157.3696
1312,0.802,0.0119,,901.0,1.084,17.81,8.46,-5349.25,2.006,27.9466,20.5936,,4.4614,84.7632,9.0402,0.2995,50.6105,4.5212,63.9938,119.6524,2.8908,1.2304,70.6302,10.3176,4.5941,36.3479,19.1215,6.8283,5.3008,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,167.1781
1313,0.802,0.0146,,1086.0,0.262,27.39,15.22,-5337.75,1.9897,57.3726,20.5936,,9.6963,86.1541,8.9036,0.0761,50.6667,,64.0553,118.1242,2.8908,1.507,55.7522,2.5835,19.1223,59.28,21.7227,8.2926,7.7395,15.97,0.42,7.2991,0.1667,4.0456,0.5793,,
1314,0.0522,0.0113,,734.0,0.443,14.5,4.24,-5424.5,2.0063,15.8847,20.7667,,8.643,84.4782,9.2064,0.1434,50.6402,3.9251,64.0409,119.1878,2.5213,1.1613,128.0724,4.3589,7.9448,24.4589,9.1071,8.3071,7.4061,8.18,0.83,3.6529,0.3415,2.0365,1.1365,0.0098,157.0085
1315,0.5224,0.009,,393.0,0.642,18.77,13.77,-5092.25,1.997,59.807,19.1733,,9.1769,84.02,8.7187,0.2315,50.8514,,64.3975,117.979,2.4696,0.9273,85.5615,6.3954,19.5795,48.2027,20.7184,8.2623,7.8175,20.32,0.67,9.0995,0.2701,4.997,0.897,,
1316,0.5224,0.0242,,1056.0,0.483,13.29,8.17,-5440.5,2.0213,47.8481,19.1733,,4.3003,84.0399,8.7646,0.1371,50.7311,,64.2307,117.8534,2.4696,2.5328,65.7553,4.5233,7.7659,56.953,13.3785,5.3568,3.8031,17.58,1.61,8.3638,0.6664,4.3227,2.179,0.0196,
1317,0.4172,0.0128,,1004.0,0.814,18.51,11.39,-5412.75,1.9773,21.7771,20.2072,,10.2209,83.4425,8.2914,0.2084,50.4962,5.4832,64.6693,118.4178,2.5625,1.3182,146.1783,8.0952,15.5898,35.2292,28.6328,4.61,2.6957,18.06,0.91,7.5561,0.3285,4.402,1.2385,0.0232,153.6425
1318,0.5224,0.0083,,777.0,0.542,12.12,7.8,-5731.25,1.9675,48.2893,19.1733,,3.8972,84.0399,8.7646,0.1541,50.7311,,64.2307,117.8534,2.4696,0.8479,60.6583,5.0165,9.0799,48.6497,13.13,8.302,5.7085,14.53,1.33,6.7381,0.5058,3.6251,1.8156,0.0382,
1319,0.2034,0.0119,,190.0,0.424,20.57,5.06,-5200.25,1.9505,14.7808,19.0034,,9.571,84.5275,9.1526,0.1316,50.6295,6.0041,63.9818,119.2766,2.51,1.2286,82.9712,4.1518,6.8712,24.9664,12.4735,10.6087,5.0304,19.2,1.31,8.9369,0.5617,4.6737,1.7725,,154.0356
1320,9998.8944,0.0124,,276.0,0.574,19.41,10.53,-5415.25,1.9943,37.3855,34.7921,,5.564,85.9501,9.7137,0.1948,50.8506,,64.3577,119.3812,3.9489,1.272,142.1875,5.4737,4.9107,43.9646,15.3329,8.627,4.4334,18.45,0.53,7.8827,0.2073,4.655,0.7271,0.0065,
1321,0.2606,0.0129,,417.0,0.624,24.19,7.48,-5156.5,1.99,48.6474,19.8839,,10.3331,86.8634,8.4537,0.1789,50.6902,4.6401,64.0411,117.817,2.4537,1.33,84.0426,6.2481,12.9198,26.6954,16.8459,8.5231,5.8579,14.53,1.33,6.7381,0.5058,3.6251,1.8156,0.023,161.1214
1322,0.5224,0.0082,,318.0,0.273,13.3,3.87,-5419.75,1.9645,20.0707,19.1733,,8.8706,85.3996,8.2345,0.093,50.4069,4.7854,64.3522,118.2354,2.4696,0.8378,91.2211,2.6336,7.6311,29.6661,12.7186,4.09,3.0706,17.31,0.47,8.0343,0.1888,4.3198,0.6399,,157.4439
1323,0.0522,0.0239,,1243.0,0.628,14.78,6.37,-5470.0,2.0133,74.6807,20.7667,,4.1997,84.4782,9.2064,0.1816,50.6402,3.5202,64.0409,119.1878,2.5213,2.4909,78.3259,5.7872,8.9801,46.6144,8.7236,4.2706,7.0633,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,156.5138
1324,0.6965,0.058,,857.0,0.162,18.98,3.91,-5645.0,1.9933,65.1993,21.785,,8.3342,84.3441,8.9833,0.0616,50.6379,,64.7846,119.6042,2.4853,6.0108,39.868,1.5222,4.6125,25.4454,13.2715,13.9033,6.6354,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,
1325,0.1655,0.0065,,927.0,0.509,15.74,11.06,-5399.75,1.997,42.9252,19.0845,,10.3493,84.6927,8.8973,0.1631,50.6504,,64.1619,118.1776,2.4605,0.6693,146.302,5.0638,15.7001,33.914,28.5856,5.7104,6.6993,19.01,0.36,8.4397,0.132,4.6757,0.4934,,
1326,0.2034,0.0118,0.0248,1574.0,0.995,22.22,8.9,-5280.25,2.0005,64.2953,19.0034,0.0076,8.8208,84.7391,9.534,0.3075,50.6315,4.9618,64.0518,118.9808,2.51,1.2166,61.4496,9.9057,10.2124,61.4351,11.7986,9.8827,7.0036,14.82,1.31,5.8287,0.5338,3.6763,1.7649,,160.1295
1327,0.2606,0.0152,,663.0,0.459,14.34,7.52,-4921.0,2.002,46.4683,19.8839,,9.9051,86.1541,8.9036,0.1338,50.6667,,64.0553,118.1242,2.4537,1.5696,34.8837,4.4523,14.0996,31.5474,10.5314,8.4147,7.2899,20.99,1.04,8.7934,0.4836,5.1944,1.4596,,
1328,0.1655,0.0052,,1041.0,0.338,19.02,3.4,-5554.25,1.969,45.0887,19.0845,,6.6812,84.6927,8.8973,0.1131,50.6504,,64.1619,118.1776,2.4605,0.5301,91.1392,3.2219,7.3641,17.3625,14.6332,5.0465,6.2153,20.51,0.93,8.9432,0.3522,5.0411,1.294,,
1329,0.6226,0.0093,,437.0,0.909,17.33,11.27,-5284.0,2.0227,58.7788,23.832,,9.6735,86.1541,8.9036,0.2899,50.6667,,64.0553,118.1242,3.3101,0.9586,69.0789,9.0431,18.4004,37.6669,33.9867,5.8607,6.8363,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,
1330,0.0522,0.0078,,469.0,0.444,19.47,3.6,-5396.75,1.9837,17.0796,20.7667,,8.6661,84.9605,9.0744,0.1379,50.8538,3.9631,64.2376,119.4514,2.5213,0.8028,67.907,4.2552,9.198,23.0518,13.7122,5.3608,7.4614,15.67,1.17,7.7549,0.4886,3.9108,1.5972,,152.0088
1331,0.3443,0.0117,,341.0,0.325,22.71,4.97,-5048.5,1.98,72.973,22.9282,,8.39,84.5275,9.1526,0.1234,50.6295,4.636,63.9818,119.2766,3.2793,1.2019,72.9021,3.1427,6.7251,19.1014,10.7854,7.0087,6.622,15.57,1.64,7.0338,0.6006,3.8661,2.1874,,150.8737
1332,0.3443,0.0093,,399.0,0.991,23.35,9.73,-5489.75,1.97,41.716,22.9282,,4.6626,84.8754,9.1637,0.3569,50.555,,64.7823,119.2618,3.2793,0.9544,90.0,9.8663,4.5548,40.5162,22.7666,8.7106,7.1076,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,
1333,0.1633,0.0059,,392.0,0.413,10.14,4.34,-5673.5,1.9885,22.2687,21.2136,,3.9511,84.1477,9.7571,0.1209,50.3834,4.2046,64.331,120.4224,2.6287,0.6001,61.991,3.8904,10.6741,33.4841,13.873,5.9156,2.6916,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,162.7026
1334,0.0893,0.0053,,837.0,0.361,15.85,5.03,-5652.0,2.001,34.5387,21.0173,,9.629,85.8815,8.7609,0.0982,50.6508,,64.2677,116.3708,2.5268,0.5438,57.2319,3.5282,12.8202,29.1261,17.956,4.2792,8.0831,17.26,1.45,7.828,0.6191,4.2012,1.9321,,
1335,0.3443,0.0076,,803.0,0.409,10.65,6.02,-5467.75,1.99,35.2754,22.9282,,4.5119,83.6845,8.1409,0.126,50.5119,,64.6358,118.1104,3.2793,0.7816,104.4025,3.8978,8.7699,26.7658,12.6661,10.6136,2.6544,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,
1336,0.3443,0.0072,,721.0,0.287,16.47,5.62,-5377.0,1.9545,73.6195,22.9282,,7.3351,84.5612,9.088,0.0801,50.6366,,64.8393,119.1598,3.2793,0.7382,51.1188,2.8017,2.814,26.0911,13.7283,6.414,4.1522,14.53,1.33,6.7381,0.5058,3.6251,1.8156,0.0328,
1337,0.5224,0.0085,,1213.0,0.508,11.87,8.57,-5311.0,2.0057,16.2527,19.1733,,3.6948,84.5612,9.088,0.1477,50.6366,,64.8393,119.1598,2.4696,0.87,68.4853,4.6785,10.5799,35.0835,10.4005,8.5816,7.5578,14.53,1.33,6.7381,0.5058,3.6251,1.8156,0.0239,
1338,0.1633,0.0065,,975.0,0.502,11.94,7.4,-5425.5,1.992,51.1796,21.2136,,4.3255,84.3147,9.6515,0.1737,50.3661,3.0759,64.2547,120.722,2.6287,0.6632,39.5604,4.715,7.026,32.453,10.6313,8.0569,4.5204,18.4,0.66,8.7483,0.2365,4.5903,0.921,,163.8365
1339,0.3443,0.0122,,649.0,0.568,15.1,12.98,-5439.25,1.9935,28.9403,22.9282,,5.0539,85.04,8.8097,0.1776,50.3142,,64.1009,119.0374,3.2793,1.2528,93.1497,5.5336,4.121,57.2396,17.1657,10.7863,2.6219,19.07,1.91,8.6435,0.7121,4.7748,2.6281,0.0346,
1340,0.1633,0.0141,,499.0,0.594,18.89,15.74,-5361.75,1.9917,72.171,21.2136,,9.1733,84.3147,9.6515,0.1938,50.3661,5.8566,64.2547,120.722,2.6287,1.4533,42.3325,5.8544,20.1851,41.8365,12.7414,5.2272,5.7972,20.53,0.99,8.8148,0.363,5.0954,1.3178,,154.7086
1341,0.1734,0.0161,,784.0,0.554,16.41,13.09,-5506.5,1.9977,22.1296,19.7442,,5.323,85.4593,8.7326,0.1679,50.6296,,63.9602,118.6382,2.2872,1.6628,59.4757,5.2881,3.7301,60.2722,14.6661,4.4349,3.0616,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,
1342,0.2265,0.0063,,620.0,0.82,20.73,8.07,-5475.5,2.0115,74.1917,18.5881,,4.2343,86.899,9.3181,0.2332,50.7948,,64.1792,118.7162,2.2257,0.6411,120.8777,7.493,5.4472,42.8674,17.7223,9.9317,6.6798,22.45,1.46,9.2416,0.6052,5.5477,2.038,,
1343,0.5109,0.0057,,910.0,0.228,17.5,9.35,-5486.5,2.0045,16.5764,21.0143,,7.1092,85.549,8.7556,0.0702,50.6729,,64.0533,118.0222,2.8091,0.5787,61.8497,2.2349,6.8496,64.0675,7.6479,5.813,2.8378,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,
1344,0.0893,0.0069,,309.0,0.408,7.33,11.05,-5546.0,2.0085,61.8187,21.0173,,3.8933,84.9605,9.0744,0.1102,50.8538,2.687,64.2376,119.4514,2.5268,0.7004,112.9641,3.7925,6.3337,68.5864,13.4122,5.3855,4.51,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,157.4775
1345,0.3443,0.0072,,316.0,0.897,8.16,9.24,-5285.0,1.9923,22.1929,22.9282,,4.1662,85.4577,8.2061,0.2522,50.425,,64.4522,117.823,3.2793,0.7401,123.1177,8.5975,6.2203,54.3288,14.9076,9.9317,3.6366,16.73,0.44,7.7062,0.167,4.1613,0.6138,0.0498,
1346,0.0893,0.0093,,702.0,1.164,20.89,15.52,-5312.75,1.9865,60.8284,21.0173,,4.8696,85.9331,8.8215,0.32,50.6088,,64.054,118.5238,2.5268,0.9553,59.0164,11.1545,5.1293,78.1942,19.2807,7.3313,8.116,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,
1347,0.3443,0.0077,,582.0,0.427,13.73,6.47,-5260.25,2.0088,37.8701,22.9282,,4.3598,84.078,8.9605,0.1294,50.1756,,64.1054,120.319,3.2793,0.7915,121.1757,3.9888,9.9655,38.8051,6.7947,6.2072,6.8771,20.4,1.0,8.7735,0.4168,5.1065,1.3259,0.0097,
1348,0.3443,0.0139,,862.0,0.773,8.0,4.39,-5445.25,1.989,11.182,22.9282,,7.6645,85.5439,8.6556,0.2134,50.8214,,64.2946,118.1824,3.2793,1.4331,65.2474,7.5281,6.2475,25.5774,7.1756,7.0159,4.0218,21.77,1.1,9.1999,0.4518,5.3644,1.5426,,
1349,0.1734,0.007,,655.0,0.505,10.84,7.29,-5431.75,1.9805,19.3703,19.7442,,3.6871,85.4772,8.324,0.1324,50.4285,,64.4464,117.8846,2.2872,0.7163,105.3992,4.6773,9.6712,35.4307,17.6255,11.8817,4.7162,15.98,0.73,7.5433,0.2714,3.9433,0.9942,,
1350,0.1734,0.0189,,573.0,0.291,14.5,5.31,-5483.0,1.9457,32.8634,19.7442,,8.7124,84.5612,9.088,0.0863,50.6366,,64.8393,119.1598,2.2872,1.9612,74.8082,2.8239,8.6401,24.0487,9.4925,5.4932,3.0107,21.25,1.62,9.2077,0.6813,5.2367,2.2047,-0.006,
1351,0.0893,0.0097,,1400.0,0.585,15.5,8.34,-5149.0,2.0055,21.9545,21.0173,,3.6528,85.4577,8.2061,0.161,50.425,,64.4522,117.823,2.5268,0.9923,102.7899,5.4196,7.9487,31.7547,14.504,8.5148,4.3647,14.53,1.33,6.7381,0.5058,3.6251,1.8156,,
1352,0.1472,0.017,,740.0,0.232,10.28,4.82,-5398.75,1.9943,77.9934,19.5297,,7.8015,84.8754,9.1637,0.0828,50.555,,64.7823,119.2618,2.3759,1.7586,77.9757,2.2507,5.2207,15.8308,13.7103,5.6591,4.493,15.85,1.21,6.6792,0.4465,3.8944,1.6134,,
1353,0.1633,0.0079,,1342.0,0.965,20.2,6.97,-5238.0,1.9805,53.4682,21.2136,,4.4202,84.5275,9.1526,0.2692,50.6295,5.2424,63.9818,119.2766,2.6287,0.8079,124.592,9.1616,5.7929,36.0644,23.3461,7.0087,4.3847,21.81,1.12,10.3922,0.41,5.4327,1.466,,167.2731
1354,0.0955,0.0151,,1020.0,0.75,12.62,10.52,-5305.25,1.9875,39.5847,22.0636,,4.8461,84.5275,9.1526,0.2145,50.6295,4.3959,63.9818,119.2766,2.8417,1.5604,62.5828,7.2644,5.2334,51.1493,13.3506,11.5694,7.89,19.47,0.89,9.0934,0.381,4.8481,1.2133,,168.5024
1355,0.1472,0.0071,,723.0,0.781,14.8,3.81,-5516.5,1.9975,40.4596,19.5297,,7.9463,84.7662,9.1141,0.2185,50.6253,,64.8052,119.187,2.3759,0.7292,75.6303,7.6683,4.8561,19.8264,12.3133,5.4285,4.2864,,,,,,,,
1356,0.1633,0.0063,,405.0,0.883,14.91,8.87,-5206.0,1.9875,32.4878,21.2136,,3.863,84.4782,9.2064,0.2378,50.6402,4.1042,64.0409,119.1878,2.6287,0.6449,84.9734,8.2273,7.0599,58.8866,14.3915,4.6285,2.6914,14.53,1.33,6.7381,0.5058,3.6251,1.8156,0.0077,155.9053
