,Unnamed: 0,F153,F159,F198,F200,F201,F21,F26,F272,F319,F32,F33,F334,F34,F35,F39,F426,F439,F470,F471,F474,F476,F495,F524
1208,1208.0,0.008,1488.0,0.221,17.98,4.03,-5190.0,1.9773,70.7394,7.2298,83.9932,9.0639,0.0644,50.2254,63.9159,118.7654,0.8222,109.2264,2.109,6.2083,34.6194,11.5072,11.9506,5.3806
1209,1209.0,0.0049,361.0,0.76,18.99,11.55,-5191.5,2.0042,26.47,5.0527,86.901,8.7782,0.2305,50.6355,63.9707,118.056,0.5019,33.0429,7.3301,5.7565,57.5856,11.8799,6.2942,6.583
1210,1210.0,0.0115,212.0,0.744,19.74,6.36,-5422.25,1.9712,45.1631,9.4934,86.9779,8.8356,0.2056,50.6527,63.9719,118.253,1.1846,80.849,7.1095,21.1721,37.3152,23.5551,5.813,6.4759
1211,1211.0,0.0044,841.0,0.963,16.27,7.45,-5459.75,2.0095,18.9557,9.4317,86.7559,8.7597,0.259,50.7503,64.1627,115.962,0.4526,66.621,9.3035,15.5715,25.4557,29.9358,7.4116,4.4966
1212,1212.0,0.0155,1239.0,0.208,14.89,7.27,-5705.5,1.9912,52.8048,7.2651,83.4425,8.2914,0.0693,50.4962,64.6693,118.4178,1.6092,110.5008,2.0061,6.6852,41.526,8.8042,6.8544,1.8942
1213,1213.0,0.0064,1027.0,0.386,19.0,3.66,-5912.0,1.9745,41.8804,7.606,84.3569,8.322,0.1335,50.4013,64.5182,117.9034,0.6509,129.1667,3.7138,7.9037,12.3484,11.2528,5.813,4.6314
1214,1214.0,0.0114,305.0,1.159,21.88,15.73,-5441.25,1.9712,30.6565,9.6792,85.9331,8.8215,0.318,50.6088,64.054,118.5238,1.1707,28.4353,11.3193,21.8646,50.8436,38.2922,3.2627,6.1344
1215,1215.0,0.0136,1113.0,0.259,18.39,7.0,-5711.75,2.0228,26.9704,7.9394,84.052,8.8581,0.0799,50.137,64.6559,117.8936,1.4069,94.9429,2.4255,5.9129,28.7546,43.2857,10.2795,7.5393
1216,1216.0,0.013,755.0,0.25,22.75,3.95,-5545.25,2.022,30.3891,9.6752,85.549,8.7556,0.0832,50.6729,64.0533,118.0222,1.3407,66.0793,2.3931,9.0638,25.4706,4.0633,6.6995,6.1395
1217,1217.0,0.0055,411.0,0.532,18.97,11.95,-5316.25,1.9758,23.5434,9.6761,85.9801,8.662,0.1442,50.5853,63.8972,118.484,0.5621,73.2608,5.2034,19.1608,38.3228,17.0886,8.9687,2.463
1218,1218.0,0.0066,896.0,0.59,15.49,10.21,-5560.25,1.9962,40.89299494569588,9.3937,86.4072,9.4749,0.1532,50.7914,64.2671,118.7224,0.672,79.2804,5.7947,14.2693,35.048,20.2433,7.663,2.6269
1219,1219.0,0.0048,958.0,0.272,18.35,9.13,-5357.25,1.9857,15.233,7.4184,86.2967,8.7646,0.0744,50.5526,64.2989,118.6604,0.4922,69.3685,2.6077,6.0473,47.2818,9.9816,7.5297,6.6741
1220,1220.0,0.0052,334.0,0.552,16.0,3.86,-5100.0,1.9768,26.3546,6.7496,85.04,8.8097,0.1543,50.3142,64.1009,119.0374,0.5319,94.2325,5.2141,8.8622,12.3948,10.6173,4.7502,3.6854
1221,1221.0,0.0119,729.0,0.638,13.1,8.06,-5498.75,2.0092,18.6704,4.6299,85.3182,8.5298,0.1779,50.8422,64.3121,115.8094,1.2209,62.6996,5.9238,7.562,35.1199,18.6238,4.0565,6.9073
1222,1222.0,0.0134,608.0,0.499,20.05,10.35,-5597.75,1.9697,40.68318609357831,9.6298,83.7266,8.3808,0.1369,50.5171,64.7177,118.6924,1.3807,89.8076,4.9813,16.9503,35.4301,25.4275,7.7027,5.5357
1223,1223.0,0.0137,1524.0,0.498,14.72,10.56,-5138.5,1.9995,59.9414,9.3547,86.901,8.7782,0.1441,50.6355,63.9707,118.056,1.4069,75.9102,4.7762,21.8315,67.8331,32.9271,7.3712,5.6108
1224,1224.0,0.0076,925.0,0.286,18.92,10.2,-5552.0,1.9828,51.7998,7.175,85.4344,8.7037,0.0953,50.6411,64.0021,118.0692,0.7818,76.6917,2.7545,6.1367,43.0087,16.2164,10.0382,2.8358
1225,1225.0,0.0065,215.0,0.838,23.46,20.13,-5523.25,1.9923,25.6291,8.6052,85.7546,8.7402,0.2325,50.663,64.4204,118.4724,0.6628,76.9857,7.8902,31.8095,102.2423,17.7859,7.6415,6.6183
1226,1226.0,0.0139,773.0,0.236,20.34,6.42,-5609.5,1.9567,69.1707,8.6013,83.7266,8.3808,0.0725,50.5171,64.7177,118.6924,1.4327,45.0,2.241,7.707,40.764,13.2423,7.2611,3.5341
1227,1227.0,0.0105,686.0,0.268,23.86,9.44,-5261.25,1.9968,32.4589,8.548,86.9779,8.8356,0.098,50.6527,63.9719,118.253,1.0768,49.5349,2.5298,9.0874,62.1873,11.5771,5.091,3.6908
1228,1228.0,0.0143,406.0,1.222,24.21,12.9,-5370.5,1.9868,23.3881,4.8652,85.9331,8.8215,0.3801,50.6088,64.054,118.5238,1.4739,96.6161,12.1632,5.5295,54.311,23.2115,5.5665,6.0055
1229,1229.0,0.0068,748.0,0.711,14.36,11.94,-5215.5,1.9882,32.4312,4.3463,84.0399,8.7646,0.2149,50.7311,64.2307,117.8534,0.6944,94.4325,6.8681,3.7276,56.002,14.2555,8.9446,4.1773
1230,1230.0,0.0119,727.0,0.826,10.82,24.76,-5743.25,2.0115,66.1312,16.4069,86.4585,8.8355,0.2268,50.6228,63.9952,116.017,1.2249,66.0839,7.9144,28.14,196.7546,22.2906,7.2105,2.3601
1231,1231.0,0.0152,499.0,0.547,16.87,13.02,-5398.0,1.993,46.9492,4.7206,84.3569,8.322,0.1653,50.4013,64.5182,117.9034,1.5723,81.9802,5.0971,4.3797,74.2859,12.5692,4.575,6.4289
1232,1232.0,0.0053,1116.0,0.402,19.83,11.68,-4995.75,1.9987,28.9042,4.6105,85.4344,8.7037,0.1354,50.6411,64.0021,118.0692,0.5396,56.25,3.7195,4.5868,59.5911,13.0636,6.778,4.5572
1233,1233.0,0.0132,262.0,1.175,19.35,11.26,-5672.0,2.0037,57.4935,4.6935,84.3947,8.897,0.3234,50.142,64.5666,118.181,1.3679,75.1983,11.1659,3.7154,66.6823,21.4709,9.7492,6.1135
1234,1234.0,0.011,770.0,0.550198494060437,17.91578075873717,8.35620109425931,-5521.0,2.013,58.2947,9.3798,85.9801,8.662,0.16097847515696648,50.5853,63.8972,118.484,1.1275,42.8824,5.384029264711926,10.694266831427417,40.288227956431854,18.506567071325705,8.241,3.7073
1235,1235.0,0.0125,752.0,0.517,20.74,9.14,-5627.25,1.9995,46.7724,9.2424,85.038,8.2776,0.1638,50.2509,64.3027,117.8016,1.2897,92.2701,5.0556,15.8846,31.5386,13.7209,11.8772,6.0809
1236,1236.0,0.0136,1193.0,0.631,21.77,10.37,-5729.5,1.9923,47.6084,5.2964,85.5439,8.6556,0.2104,50.8214,64.2946,118.1824,1.4018,91.321,6.0235,5.9112,39.2332,13.4375,3.2786,2.7522
1237,1237.0,0.014,657.0,0.298,19.84,4.03,-5346.25,1.99,11.2894,9.0666,85.4593,8.7326,0.0782,50.6296,63.9602,118.6382,1.4523,75.1412,2.8063,7.115,12.7268,14.3683,7.8168,4.3657
1238,1238.0,0.0149,557.0,0.351,15.12,9.34,-5129.25,1.9995,69.6364,4.695,86.9779,8.8356,0.0949,50.6527,63.9719,118.253,1.5431,130.2817,3.2797,6.34,41.5568,15.9738,6.3731,2.9669
1239,1239.0,0.0147,883.0,1.142,19.32,8.27,-5341.5,1.9725,12.2399,8.9536,84.7662,9.1141,0.3612,50.6253,64.8052,119.187,1.5174,103.7647,11.3815,13.212,38.8748,15.2651,8.5841,6.2034
1240,1240.0,0.0061,672.0,0.985,24.62,7.82,-5290.5,1.9935,60.0281,5.1799,84.8185,8.9979,0.2644,50.5682,64.3519,118.4998,0.6229,62.8694,9.3135,5.881,43.1256,13.8161,7.5262,2.2383
1241,1241.0,0.0114,363.0,0.369,13.92,9.17,-5475.5,2.0395,36.356,4.752,86.5682,9.3868,0.1197,50.7583,64.4245,118.8712,1.1654,62.7568,3.4537,4.8624,48.4479,12.236,7.2171,5.8213
1242,1242.0,0.0148,208.0,0.652,27.18,7.51,-5333.0,1.9832,53.2419,8.0227,86.9432,8.8105,0.1754,50.6086,64.0283,118.1238,1.5318,100.4132,6.3482,6.2045,33.2474,12.1015,3.9342,3.2025
1243,1243.0,0.0126,884.0,0.244,20.09,4.18,-5524.5,1.9748,43.2377,8.4214,83.4425,8.2914,0.0813,50.4962,64.6693,118.4178,1.2937,86.9281,2.3251,7.2736,37.3195,8.2885,5.0465,7.3088
1244,1244.0,0.0159,1031.0,0.249,20.86,7.48,-5324.5,2.01,31.1446,8.6447,85.4344,8.7037,0.0813,50.6411,64.0021,118.0692,1.6463,67.9342,2.3661,8.0833,58.1917,7.6392,8.5231,6.253
1245,1245.0,0.0055,256.0,0.512,19.09,16.09,-5662.0,2.0205,78.8126,9.6453,86.4585,8.8355,0.1511,50.6228,63.9952,116.017,0.5617,65.4196,4.9899,22.0988,78.6983,24.6592,10.0382,5.7861
1246,1246.0,0.0128,669.0,0.66,18.0,11.87,-5826.0,1.9765,56.7098,9.3943,86.4585,8.8355,0.1878,50.6228,63.9952,116.017,1.3132,97.3999,6.4042,20.7943,47.5833,11.7412,4.1228,4.3958
1247,1247.0,0.0067,289.0,0.316,14.62,5.54,-5219.5,1.9733,34.6928,8.3779,85.9501,9.7137,0.0999,50.8506,64.3577,119.3812,0.6803,43.2,3.0517,8.127,23.5182,9.4632,8.7783,3.7447
1248,1248.0,0.0073,1200.0,0.481,13.16,10.41,-5329.75,1.958,37.8778,9.5726,85.3996,8.2345,0.1373,50.4069,64.3522,118.2354,0.7506,85.0494,4.8126,16.6911,46.4249,22.2099,7.5258,2.7612
1249,1249.0,0.005,801.0,0.708,27.66,18.88,-5621.0,1.963,17.413,4.9037,86.4585,8.8355,0.1933,50.6228,63.9952,116.017,0.5072,73.5009,6.6705,6.218,88.2918,12.6082,6.8858,3.9069
1250,1250.0,0.0064,652.0,0.688,20.46,9.83,-5248.75,2.003,37.2361,7.6805,85.549,8.7556,0.2148,50.6729,64.0533,118.0222,0.6513,73.0435,6.8078,6.418,35.0293,7.1967,5.424,2.6704
1251,1251.0,0.0082,1179.0,0.419,15.01,12.23,-5329.0,2.0025,66.6481,4.5987,84.7391,9.534,0.1383,50.6315,64.0518,118.9808,0.8411,90.0,3.9178,4.6088,52.6418,14.0054,6.0642,6.0272
1252,1252.0,0.0123,1054.0,0.728,18.05,9.29,-5759.5,1.9973,36.7801,9.0129,99.771,21.5944,0.1994,58.7862,76.4763,125.0222,1.272,68.8235,7.0068,18.0044,40.5647,18.4928,7.3712,5.8122
1253,1253.0,0.013,2290.0,0.268,17.01,6.86,-5345.25,2.0075,31.9347,7.2602,84.7391,9.534,0.0978,50.6315,64.0518,118.9808,1.3358,80.5215,2.6028,5.1407,39.7614,7.0416,6.9145,3.4285
1254,1254.0,0.0144,883.0,0.686,17.82,14.4,-5469.5,1.9777,67.0387,9.1647,85.4344,8.7037,0.1918,50.6411,64.0021,118.0692,1.4867,88.4879,6.6141,22.9445,92.6688,22.2037,7.1901,6.5895
1255,1255.0,0.0131,1123.0,0.804,19.22,12.77,-5867.5,2.0223,50.3926,4.8358,84.6724,9.0447,0.2308,50.6192,64.0033,119.0986,1.3541,113.7746,7.7459,5.5636,57.1248,12.6118,5.4932,6.852
1256,1256.0,0.0148,1116.0,0.476,19.9,7.73,-5326.5,1.9988,54.4898,4.467,85.0041,8.6472,0.1293,50.5823,64.0865,117.9742,1.5257,72.4091,4.4303,7.3686,43.1104,10.8691,8.336,5.6579
1257,1257.0,0.0128,599.0,0.59,22.61,17.08,-5224.25,1.999,15.8153,5.4073,84.7391,9.534,0.1754,50.6315,64.0518,118.9808,1.3136,77.861,5.7264,6.9473,107.6128,15.75,13.0713,2.7189
1258,1258.0,0.0138,248.0,0.239,17.57,7.53,-5719.0,1.9865,59.7716,7.0336,83.4425,8.2914,0.0792,50.4962,64.6693,118.4178,1.42,47.929,2.3043,5.628,30.8582,8.205,7.2824,7.271
1259,1259.0,0.008,1713.0,0.203,13.72,3.59,-5432.0,1.9895,122.1174,8.4123,84.7632,9.0402,0.0649,50.6105,63.9938,119.6524,0.8154,94.382,1.96,7.3406,24.1978,10.5911,11.8576,4.8558
1260,1260.0,0.0082,216.0,0.46,15.52,5.61,-5242.75,2.01,33.2225,8.7378,84.7632,9.0402,0.1342,50.6105,63.9938,119.6524,0.8395,83.7318,4.4506,7.6575,32.4345,7.9223,4.8879,4.1638
1261,1261.0,0.0058,870.0,0.238,17.3,15.04,-5603.75,1.9958,49.2127,9.7272,85.04,8.8097,0.0727,50.3142,64.1009,119.0374,0.5892,38.1413,2.2963,7.4918,81.1264,11.284,3.9258,2.7929
1262,1262.0,0.0067,666.0,0.488,15.59,11.78,-5294.5,2.001,41.8372,4.7116,85.3182,8.5298,0.1487,50.8422,64.3121,115.8094,0.687,88.5355,4.5367,3.7936,67.5898,15.1304,7.567,2.4908
1263,1263.0,0.0126,603.0,0.675,18.49,10.9,-5575.0,2.003,56.5189,4.9589,85.3687,13.5481,0.1849,50.1519,63.7914,118.7216,1.2952,82.1346,6.2199,4.0832,57.3028,16.7202,6.722,7.1075
1264,1264.0,0.0115,125.0,0.205,18.51,4.12,-5544.0,1.9865,79.6744,8.0542,84.4782,9.2064,0.065,50.6402,64.0409,119.1878,1.1828,48.265,1.9793,7.0312,25.1715,11.6004,12.6449,4.2062
1265,1265.0,0.0073,763.0,0.163,15.21,10.1,-5224.5,1.972,33.8293,7.9155,85.549,8.7556,0.0615,50.6729,64.0533,118.0222,0.7423,73.1223,1.5785,7.9628,48.3613,11.2207,8.9792,2.9972
1266,1266.0,0.0146,571.0,0.963,15.33,13.64,-5307.75,1.971,35.2632,5.2081,84.6927,8.8973,0.2681,50.6504,64.1619,118.1776,1.5101,47.0019,9.2041,5.5422,80.6065,16.6294,8.6281,2.6426
1267,1267.0,0.0135,448.0,0.941,23.44,8.91,-5663.5,1.9698,58.3481,9.3746,86.9779,8.8356,0.2473,50.6527,63.9719,118.253,1.39,137.8058,8.853,21.0979,38.4402,16.6631,8.6287,8.3161
1268,1268.0,0.0082,870.0,0.342,13.18,10.86,-5542.75,1.9585,37.9666,8.3559,83.7266,8.3808,0.0868,50.5171,64.7177,118.6924,0.8379,121.5604,3.3885,17.463,43.0889,27.4017,8.6091,6.1983
1269,1269.0,0.0088,1100.0,0.276,9.01,6.14,-5709.75,2.0047,31.635,8.6545,84.7632,9.0402,0.0859,50.6105,63.9938,119.6524,0.9001,41.411,2.6832,8.7768,38.5275,11.2345,6.3076,3.7944
1270,1270.0,0.0149,894.0,0.239,13.8,8.24,-5834.75,1.9625,43.6971,6.2604,83.4425,8.2914,0.0839,50.4962,64.6693,118.4178,1.5394,67.513,2.3126,5.4282,46.6604,13.465,7.7027,7.0968
1271,1271.0,0.015,343.0,0.406,20.5,5.8,-5477.0,1.9777,36.9916,7.8855,85.9331,8.8215,0.1112,50.6088,64.054,118.5238,1.5465,88.8582,3.8875,7.4468,17.8019,19.1496,5.7547,6.0859
1272,1272.0,0.0057,697.0,0.569,14.4,9.95,-5241.5,1.9947,25.5425,10.1326,84.4668,8.8909,0.156,50.6768,64.1879,118.0814,0.5783,51.6068,5.6615,14.443,31.7846,17.9753,8.302,4.0505
1273,1273.0,0.0137,774.0,0.413,12.15,4.11,-5095.0,1.9872,41.5073,8.1627,86.1383,8.3383,0.1343,50.4625,64.2525,117.9702,1.419,27.0611,4.0995,7.263,20.6796,15.602,6.3076,7.7648
1274,1274.0,0.0222,1221.0,0.744,13.72,10.44,-5356.25,1.99,29.6689,3.9344,85.9501,9.7137,0.2109,50.8506,64.3577,119.3812,2.3062,73.2447,6.9309,7.173,40.1786,8.6933,6.414,4.9672
1275,1275.0,0.0073,215.0,0.617,20.19,12.63,-5270.0,1.975,94.311,4.8843,86.1383,8.3383,0.1941,50.4625,64.2525,117.9702,0.7506,90.8169,5.9632,4.9003,42.1283,9.6794,4.8019,7.3202
1276,1276.0,0.0143,1738.0,0.897,15.27,11.56,-5247.5,2.0145,19.3726,4.4568,86.1383,8.3383,0.2532,50.4625,64.2525,117.9702,1.4726,37.289,8.663,4.5956,42.967,14.356,8.5816,5.6518
1277,1277.0,0.0128,822.0,1.037,9.99,10.3,-5445.25,1.9655,68.2939,4.3686,86.1383,8.3383,0.333,50.4625,64.2525,117.9702,1.3244,61.0881,10.29,5.475,46.7825,19.415,4.05,6.9154
1278,1278.0,0.0126,448.0,0.569,19.05,10.15,-5461.0,1.985,58.7713,4.8931,84.2981,8.3159,0.1518,50.415,64.5884,117.8478,1.2929,58.5955,5.3364,5.0902,58.0147,21.8831,6.0859,6.3762
1279,1279.0,0.0131,523.0,0.318,18.4,27.52,-5422.25,2.0017,26.2359,12.5514,85.549,8.7556,0.0863,50.6729,64.0533,118.0222,1.3497,57.0349,3.1381,13.4483,117.428,23.0466,9.3185,4.4055
1280,1280.0,0.0057,1017.0,0.317,21.03,9.12,-5294.5,1.9875,34.8571,7.0635,85.5439,8.6556,0.0889,50.8214,64.2946,118.1824,0.5811,68.2232,3.0938,4.8327,45.6789,9.9042,14.6074,7.2639
1281,1281.0,0.0139,383.0,1.037,21.18,9.87,-5264.5,1.9507,90.3205,5.1859,84.6724,9.0447,0.3063,50.6192,64.0033,119.0986,1.4381,106.9307,10.0447,5.6179,46.7831,14.394,7.337,2.8147
1282,1282.0,0.0065,811.0,0.467,15.04,7.23,-5612.25,2.0033,26.9185,6.8882,85.3996,8.2345,0.1463,50.4069,64.3522,118.2354,0.6672,49.3942,4.5559,5.7269,44.0113,12.4447,7.5258,3.5069
1283,1283.0,0.0117,405.0,0.611,15.75,9.25,-5407.25,2.0032,14.3624,9.8312,85.5439,8.6556,0.1753,50.8214,64.2946,118.1824,1.1999,71.3703,6.0418,13.3473,54.5262,22.8397,8.5816,2.8329
1284,1284.0,0.0113,717.0,0.47,16.8,16.36,-5517.75,1.991,54.9371,9.7851,86.1541,8.9036,0.1515,50.6667,64.0553,118.1242,1.1593,68.1728,4.5805,21.41,46.2247,24.4056,8.6281,3.2943
1285,1285.0,0.0137,655.0,0.402,19.94,12.09,-5767.75,2.0225,47.7118,4.4251,86.5682,9.3868,0.131,50.7583,64.4245,118.8712,1.416,91.458,3.7479,3.506,60.276,13.6865,5.3855,3.626
1286,1286.0,0.0057,1082.0,0.882,17.1,3.46,-5733.0,1.957,55.5746,9.3591,84.9605,9.0744,0.2601,50.8538,64.2376,119.4514,0.5782,61.7861,8.7517,8.3341,21.3528,10.1291,11.5694,2.759
1287,1287.0,0.0136,612.0,0.562,14.3,3.45,-5454.0,2.0213,37.5218,8.3146,86.1383,8.3383,0.1466,50.4625,64.2525,117.9702,1.4053,56.1359,5.5056,4.9361,13.8331,18.7497,4.6515,7.5455
1288,1288.0,0.0104,192.0,0.372,17.7,5.97,-5320.5,1.983,62.2588,7.5577,86.1383,8.3383,0.1204,50.4625,64.2525,117.9702,1.0636,55.5046,3.6138,5.7928,21.4895,7.3316,4.9922,5.5305
1289,1289.0,0.0108,2665.0,0.987,13.3,17.4,-5802.25,2.0195,36.7086,4.9727,86.8862,8.9541,0.27,50.6555,63.9146,119.0282,1.1126,94.8922,9.4224,7.0849,92.2564,16.9414,5.9156,2.9087
1290,1290.0,0.0102,831.0,0.279,14.22,3.42,-5241.0,2.0267,43.5154,8.2258,86.1383,8.3383,0.0886,50.4625,64.2525,117.9702,1.048,85.3643,2.7015,5.0815,14.9454,9.6018,12.7176,7.1876
1291,1291.0,0.0114,277.0,1.001,14.46,3.3,-5529.25,1.972,41.8829,8.1024,85.1404,8.627,0.2822,50.6212,64.0218,118.284,1.1722,70.8927,9.7392,5.7114,12.52,18.3804,9.3347,6.2973
1292,1292.0,0.0061,584.0,1.041,17.06,11.65,-5390.0,2.0062,72.4023,9.0341,84.6927,8.8973,0.2752,50.6504,64.1619,118.1776,0.6247,111.9685,10.3945,15.8845,54.6395,16.9315,5.6078,7.5948
1293,1293.0,0.0061,936.0,1.143,23.62,9.36,-5400.0,2.0103,43.7351,5.1243,85.9501,9.7137,0.3823,50.8506,64.3577,119.3812,0.6209,90.4826,11.2011,3.9607,32.7482,17.1215,3.9258,7.8991
1294,1294.0,0.0046,1034.0,1.158,13.38,12.93,-5400.25,1.954,16.6445,9.1889,83.6845,8.1409,0.3964,50.5119,64.6358,118.1104,0.4674,49.2453,12.1466,12.8334,54.8613,29.9944,3.7126,7.1768
1295,1295.0,0.0122,519.0,0.908,14.84,6.41,-5194.75,1.9507,37.1508,9.4051,84.8754,9.1637,0.2962,50.555,64.7823,119.2618,1.2604,62.6935,9.1586,10.5376,16.898,33.9731,8.1267,7.4295
1296,1296.0,0.0114,457.0,0.395,20.87,8.14,-5371.5,2.021,97.7977,7.9876,84.6724,9.0447,0.1247,50.6192,64.0033,119.0986,1.1716,50.9621,3.8863,6.3093,31.8898,9.1053,6.0642,6.6847
1297,1297.0,0.0121,569.0,0.165,17.03,6.06,-4992.75,1.9855,71.0834,7.5972,85.549,8.7556,0.06,50.6729,64.0533,118.0222,1.2441,91.8172,1.5659,8.5457,15.9221,20.5933,8.0419,2.809
1298,1298.0,0.0083,969.0,0.806,20.77,14.79,-5526.5,2.0097,70.6702,9.323,84.7391,9.534,0.2238,50.6315,64.0518,118.9808,0.8541,92.2451,7.8649,19.999,50.0715,31.0232,6.4584,4.3887
1299,1299.0,0.0132,476.0,0.909,17.17,7.73,-5295.25,1.979,52.0552,9.1257,86.8862,8.9541,0.282,50.6555,63.9146,119.0282,1.3588,102.6274,9.167,11.9278,33.6879,27.6738,8.3299,3.0217
1300,1300.0,0.0096,1078.0,0.478,16.29,11.84,-5426.0,1.9997,67.6218,4.8457,84.0399,8.7646,0.1312,50.7311,64.2307,117.8534,0.9865,60.6164,4.5009,4.7195,78.8335,11.8424,7.6219,6.7459
1301,1301.0,0.0105,766.0,0.995,22.13,9.25,-5186.25,2.036,56.9431,9.3454,85.5439,8.6556,0.2678,50.8214,64.2946,118.1824,1.081,58.4416,9.8466,13.9639,24.8192,24.2508,4.7978,4.6055
1302,1302.0,0.0128,589.0,0.635,22.12,15.52,-5389.5,2.021,45.4768,8.9309,86.9432,8.8105,0.1666,50.6086,64.0283,118.1238,1.3153,87.3945,6.0464,28.4553,66.8956,30.1137,6.9257,7.2477
1303,1303.0,0.0063,826.0,0.639,17.95,17.68,-5233.75,1.9998,28.1745,8.8329,84.02,8.7187,0.1758,50.8514,64.3975,117.979,0.6477,98.7805,6.1455,27.6999,131.9725,17.7545,5.424,11.9517
1304,1304.0,0.0142,1106.0,0.651,18.49,10.66,-5633.5,1.9907,31.4581,6.7479,85.9331,8.8215,0.2,50.6088,64.054,118.5238,1.4596,33.218,6.4036,4.602,53.041,11.0867,5.9927,6.0797
1305,1305.0,0.0121,853.0,0.62,15.85,7.9,-5619.5,1.9897,54.0825,9.9175,85.4593,8.7326,0.1898,50.6296,63.9602,118.6382,1.2477,101.6231,6.2153,14.2635,26.8428,26.5574,5.9944,3.2252
1306,1306.0,0.01,526.0,0.288,13.05,7.12,-5357.5,2.0062,94.0325,4.8563,84.4782,9.2064,0.0923,50.6402,64.0409,119.1878,1.0226,105.073,2.6672,10.6318,33.4887,14.8646,6.0603,7.4664
1307,1307.0,0.0137,418.0,0.649,14.04,15.18,-5070.75,1.9475,32.2243,8.1099,84.9605,9.0744,0.1869,50.8538,64.2376,119.4514,1.421,34.0293,6.3992,22.531,84.3014,32.9963,5.9156,6.7801
1308,1308.0,0.0271,1037.0,0.54,13.01,9.68,-5421.75,1.9803,62.8089,4.6784,86.1541,8.9036,0.1641,50.6667,64.0553,118.1242,2.8534,79.1641,5.0839,5.6721,51.1273,8.8664,8.4147,5.1737
1309,1309.0,0.0088,392.0,1.58,19.79,7.7,-5311.25,1.9865,33.1232,9.065,86.3898,8.5735,0.4322,50.6763,64.0188,115.8498,0.9052,76.609,15.2048,19.005,38.1758,27.709,11.4979,7.2451
1310,1310.0,0.0126,2199.0,0.524,12.68,6.46,-5207.25,1.9905,11.7224,8.6156,85.5439,8.6556,0.1431,50.8214,64.2946,118.1824,1.2968,84.5165,5.091,5.6573,22.3308,15.351,5.6591,6.5107
1311,1311.0,0.005,533.0,0.314,17.56,10.49,-5594.5,1.9768,93.6626,9.6678,84.7391,9.534,0.0932,50.6315,64.0518,118.9808,0.5135,127.0588,3.1002,11.4389,60.7701,16.0744,7.4817,3.9051
1312,1312.0,0.0119,901.0,1.084,17.81,8.46,-5349.25,2.006,27.9466,4.4614,84.7632,9.0402,0.2995,50.6105,63.9938,119.6524,1.2304,70.6302,10.3176,4.5941,36.3479,19.1215,6.8283,5.3008
1313,1313.0,0.0146,1086.0,0.262,27.39,15.22,-5337.75,1.9897,57.3726,9.6963,86.1541,8.9036,0.0761,50.6667,64.0553,118.1242,1.507,55.7522,2.5835,19.1223,59.28,21.7227,8.2926,7.7395
1314,1314.0,0.0113,734.0,0.443,14.5,4.24,-5424.5,2.0063,15.8847,8.643,84.4782,9.2064,0.1434,50.6402,64.0409,119.1878,1.1613,128.0724,4.3589,7.9448,24.4589,9.1071,8.3071,7.4061
1315,1315.0,0.009,393.0,0.642,18.77,13.77,-5092.25,1.997,59.807,9.1769,84.02,8.7187,0.2315,50.8514,64.3975,117.979,0.9273,85.5615,6.3954,19.5795,48.2027,20.7184,8.2623,7.8175
1316,1316.0,0.0242,1056.0,0.483,13.29,8.17,-5440.5,2.0213,47.8481,4.3003,84.0399,8.7646,0.1371,50.7311,64.2307,117.8534,2.5328,65.7553,4.5233,7.7659,56.953,13.3785,5.3568,3.8031
1317,1317.0,0.0128,1004.0,0.814,18.51,11.39,-5412.75,1.9773,21.7771,10.2209,83.4425,8.2914,0.2084,50.4962,64.6693,118.4178,1.3182,146.1783,8.0952,15.5898,35.2292,28.6328,4.61,2.6957
1318,1318.0,0.0083,777.0,0.542,12.12,7.8,-5731.25,1.9675,48.2893,3.8972,84.0399,8.7646,0.1541,50.7311,64.2307,117.8534,0.8479,60.6583,5.0165,9.0799,48.6497,13.13,8.302,5.7085
1319,1319.0,0.0119,190.0,0.424,20.57,5.06,-5200.25,1.9505,14.7808,9.571,84.5275,9.1526,0.1316,50.6295,63.9818,119.2766,1.2286,82.9712,4.1518,6.8712,24.9664,12.4735,10.6087,5.0304
1320,1320.0,0.0124,276.0,0.574,19.41,10.53,-5415.25,1.9943,37.3855,5.564,85.9501,9.7137,0.1948,50.8506,64.3577,119.3812,1.272,142.1875,5.4737,4.9107,43.9646,15.3329,8.627,4.4334
1321,1321.0,0.0129,417.0,0.624,24.19,7.48,-5156.5,1.99,48.6474,10.3331,86.8634,8.4537,0.1789,50.6902,64.0411,117.817,1.33,84.0426,6.2481,12.9198,26.6954,16.8459,8.5231,5.8579
1322,1322.0,0.0082,318.0,0.273,13.3,3.87,-5419.75,1.9645,20.0707,8.8706,85.3996,8.2345,0.093,50.4069,64.3522,118.2354,0.8378,91.2211,2.6336,7.6311,29.6661,12.7186,4.09,3.0706
1323,1323.0,0.0239,1243.0,0.628,14.78,6.37,-5470.0,2.0133,74.6807,4.1997,84.4782,9.2064,0.1816,50.6402,64.0409,119.1878,2.4909,78.3259,5.7872,8.9801,46.6144,8.7236,4.2706,7.0633
1324,1324.0,0.058,857.0,0.162,18.98,3.91,-5645.0,1.9933,65.1993,8.3342,84.3441,8.9833,0.0616,50.6379,64.7846,119.6042,6.0108,39.868,1.5222,4.6125,25.4454,13.2715,13.9033,6.6354
