,Unnamed: 0,F140,F152,F153,F159,F16,F185,F187,F198,F200,F201,F206,F209,F21,F252,F26,F272,F273,F287,F319,F32,F321,F33,F334,F337,F34,F342,F347,F35,F39,F390,F411,F413,F425,F426,F439,F457,F459,F46,F470,F471,F474,F476,F478,F495,F524,F574,F576,F577,F74
1353,1353.0,0.1633,0.7729,0.0079,1342.0,9.7807,5.44,13.54,0.965,20.2,6.97,0.0,0.0,-5238.0,2.5527,1.9805,53.4682,21.2136,0.2205,4.4202,84.5275,1.7014,9.1526,0.2692,2.2986,50.6295,0.0,0.0,63.9818,119.2766,0.6744,2.6287,13.7738,7.902,0.8079,124.592,3.7709,2.0808,752.4697,9.1616,5.7929,36.0644,23.3461,0.0,7.0087,4.3847,138.3859,83.919,67.3679,0.0
1354,1354.0,0.0955,0.2623,0.0151,1020.0,9.8657,9.96,16.43,0.75,12.62,10.52,0.0,0.0,-5305.25,4.4717,1.9875,39.5847,22.0636,0.0909,4.8461,84.5275,3.4352,9.1526,0.2145,3.5695,50.6295,0.0,0.0,63.9818,119.2766,1.2623,2.8417,9.7942,2.6589,1.5604,62.5828,7.4193,2.5487,755.4945,7.2644,5.2334,51.1493,13.3506,0.0,11.5694,7.89,2.7404,1.4883,17.4117,0.0
1355,1355.0,0.1472,0.4276,0.0071,723.0,9.2607,6.22,17.25,0.781,14.8,3.81,0.0,0.0,-5516.5,2.481,1.9975,40.4596,19.5297,0.1259,7.9463,84.7662,1.9779,9.1141,0.2185,1.1839,50.6253,0.0,0.0,64.8052,119.187,0.7401,2.3759,8.7736,4.6178,0.7292,75.6303,4.5808,2.7374,735.0915,7.6683,4.8561,19.8264,12.3133,0.0,5.4285,4.2864,3.491,1.7755,20.7331,0.0
1356,1356.0,0.1633,0.6052,0.0063,405.0,9.882,6.71,16.88,0.883,14.91,8.87,0.0,0.0,-5206.0,1.5499,1.9875,32.4878,21.2136,0.1786,3.863,84.4782,2.047,9.2064,0.2378,2.3759,50.6402,0.0,0.0,64.0409,119.1878,0.4775,2.6287,13.7738,6.1243,0.6449,84.9734,4.8872,2.6739,731.7537,8.2273,7.0599,58.8866,14.3915,0.0,4.6285,2.6914,2.5755,1.5615,12.5176,0.0
1357,1357.0,0.0893,0.7905,0.0137,3307.0,9.7217,10.91,23.24,0.475,19.75,4.5,0.0,0.0,-4977.5,3.1787,2.0032,80.3388,21.0173,0.2238,8.7352,84.3147,3.6726,9.6515,0.1396,1.4827,50.3661,0.0,0.0,64.2547,120.722,0.9413,2.5268,9.0973,8.1314,1.4141,76.8443,8.0961,3.683,737.0775,4.5733,7.683,15.5828,12.4781,0.0,7.0087,5.19,3.609,2.0421,15.1731,0.0
1358,1358.0,0.0955,0.3579,0.0068,574.0,10.1254,6.97,13.38,0.47,16.51,11.9,0.0,0.0,-5404.5,4.734,2.0042,58.5366,22.0636,0.1162,5.0504,85.9331,1.9972,8.8215,0.1517,3.3517,50.6088,0.0,0.0,64.054,118.5238,1.4203,2.8417,9.7942,3.5342,0.6995,59.9661,4.8631,2.0497,754.3961,4.4798,4.4543,66.636,13.7067,0.0,8.5841,8.3113,2.645,1.523,13.1304,0.0
1359,1359.0,0.0955,0.8492,0.0166,814.0,9.8089,6.67,23.09,0.997,14.48,11.97,0.0,0.0,-5241.0,2.5213,1.9863,23.2811,22.0636,0.2471,10.0369,84.6927,1.9963,8.8973,0.3724,3.0567,50.6504,0.0,0.0,64.1619,118.1776,0.7475,2.8417,9.7942,8.6574,1.7148,131.4192,4.9,3.668,734.204,10.0166,17.1332,42.621,28.4955,0.0,5.8573,4.2062,3.0501,1.6951,12.6333,0.0
1360,1360.0,0.1734,0.7861,0.0163,1150.0,9.7882,8.0,9.89,0.739,19.73,10.22,0.0,0.0,-5393.5,2.6405,2.0013,42.2891,19.7442,0.2296,5.1882,85.1404,2.7121,8.627,0.2328,3.2055,50.6212,0.0,0.0,64.0218,118.284,0.7371,2.2872,9.3883,8.0311,1.6889,53.5786,6.1202,1.5399,753.7474,7.042,5.5842,44.6021,9.5566,0.0,6.6438,4.5495,2.7404,1.4883,17.4117,0.0
1361,1361.0,0.1734,0.4558,0.0146,651.0,9.2498,8.27,9.6,1.318,17.4,8.45,0.0,0.0,-5422.75,2.3968,1.953,56.3691,19.7442,0.1317,4.4051,85.9331,2.1777,8.8215,0.3562,2.5123,50.6088,0.0,0.0,64.054,118.5238,0.7459,2.2872,9.3883,4.9276,1.5108,87.7119,5.8676,1.4704,760.5893,12.6878,5.9403,28.9859,14.2385,0.0,5.3998,4.1375,3.4925,1.9267,11.7201,0.0
1362,1362.0,0.3443,0.367,0.0076,2356.0,9.6149,5.58,21.87,0.292,10.54,7.95,0.0,0.0,-5130.75,2.1652,1.9842,63.8594,22.9282,0.1062,8.6381,83.3424,1.9877,8.7786,0.1112,2.2953,50.194,0.0,0.0,64.2226,120.5418,0.6255,3.2793,28.6564,3.817,0.7763,71.363,4.0344,3.4636,738.7064,2.8609,6.0348,44.4064,14.2953,0.0,5.5647,3.7357,138.3859,83.919,67.3679,0.0
1363,1363.0,0.1334,0.485,0.013,804.0,9.4295,7.76,18.14,1.092,25.28,8.49,0.0,0.0,-5392.25,3.5528,1.9777,29.7205,17.6993,0.1416,4.4952,84.6724,2.3851,9.0447,0.3029,2.4969,50.6192,0.0,0.0,64.0033,119.0986,0.9844,2.1734,9.7555,5.1434,1.3416,75.0,5.6326,2.8257,747.7861,10.4481,4.4931,48.7572,9.7787,0.0,5.7994,6.057,2.6072,1.4323,16.0105,0.0
1364,1364.0,0.6226,0.8523,0.0134,731.0,9.9074,5.85,21.82,0.31,23.9,9.48,0.0,0.0,-5390.0,2.5239,2.0025,34.0069,23.832,0.2521,9.0739,86.899,2.0337,9.3181,0.1067,2.7512,50.7948,0.0,0.0,64.1792,118.7162,0.6992,3.3101,47.8766,8.6026,1.3802,76.7832,4.1219,3.4636,730.3658,2.9002,8.0142,46.3549,11.5439,0.0,6.9257,4.3081,1.8871,1.0597,13.1807,0.0
1365,1365.0,0.1633,0.4466,0.0106,1411.0,9.9888,8.49,22.37,0.763,16.41,16.72,0.0,0.0,-5274.25,4.098,1.959,40.4378,21.2136,0.1368,9.605,84.3147,2.3508,9.6515,0.2069,4.6951,50.3661,0.0,0.0,64.2547,120.722,1.3234,2.6287,13.7738,4.4714,1.0939,32.9596,6.3398,3.5331,745.5478,7.6134,22.3041,62.6032,12.975,0.0,7.0087,7.1594,2.596,1.6997,13.8979,0.0
1366,1366.0,0.0955,0.6029,0.0057,1175.0,10.233,5.11,17.3,0.3,17.78,7.91,0.0,0.0,-5043.5,4.8732,1.9788,67.3282,22.0636,0.1742,8.6076,84.7662,1.6918,9.1141,0.088,2.0542,50.6253,0.0,0.0,64.8052,119.187,1.4371,2.8417,9.7942,5.8916,0.5854,102.952,3.5141,2.7151,734.8494,2.9021,7.1316,27.5268,8.2679,0.0,5.2686,8.5913,2.7655,1.5441,14.3961,0.0
1367,1367.0,0.0955,0.5392,0.0057,390.0,10.237,7.46,15.21,0.202,10.89,5.9,0.0,0.0,-5547.5,2.6041,1.9902,54.3956,22.0636,0.1579,7.1103,84.7951,2.0375,8.9818,0.0598,1.9732,50.2772,0.0,0.0,63.9313,118.9448,0.9612,2.8417,9.7942,5.2669,0.5785,84.3996,5.5376,2.4345,731.1057,1.9714,8.3849,44.6581,4.0114,0.0,10.8324,4.434,2.0923,1.097,16.9045,0.0
1368,1368.0,0.0955,0.3126,0.0081,1300.0,10.0962,11.57,13.17,0.221,10.89,4.02,0.0,0.0,-5294.5,4.4904,2.0017,32.1986,22.0636,0.1016,7.6387,84.3147,3.2337,9.6515,0.0769,1.1502,50.3661,0.0,0.0,64.2547,120.722,1.2306,2.8417,9.7942,3.0963,0.8311,133.8497,8.7785,2.1108,735.5886,2.1573,4.6107,19.0321,10.8491,0.0,7.2864,8.5035,3.5115,1.8435,18.4727,0.0
1369,1369.0,0.2001,0.5931,0.0109,432.0,9.9772,4.16,20.86,0.575,14.23,13.19,0.0,0.0,-5259.25,4.9187,1.9752,44.6489,18.8466,0.1761,9.1805,86.9432,1.3658,8.8105,0.1697,3.6401,50.6086,0.0,0.0,64.0283,118.1238,1.3591,2.2132,13.442,5.9443,1.1162,64.3368,3.1487,3.3005,744.6366,5.7193,17.5013,43.4718,17.5542,0.0,8.2623,8.4317,2.596,1.6997,13.8979,0.0
1370,1370.0,0.1734,0.5041,0.0081,1239.0,9.3448,5.64,13.53,0.524,12.64,8.28,0.0,0.0,-5395.5,2.4414,1.999,56.2729,19.7442,0.1476,4.6372,84.8754,1.8604,9.1637,0.1453,2.6236,50.555,0.0,0.0,64.7823,119.2618,0.691,2.2872,9.3883,5.3949,0.8337,90.6618,3.9267,2.0819,751.0079,4.9625,4.9115,37.8285,9.5981,0.0,3.9342,4.2447,138.3859,83.919,67.3679,0.0
1371,1371.0,0.1503,0.6058,0.014,820.0,10.1003,5.71,18.13,0.24,17.23,5.59,0.0,0.0,-5573.75,3.2982,2.0225,31.2741,22.1347,0.1776,7.1589,84.078,1.8074,8.9605,0.0734,1.5687,50.1756,0.0,0.0,64.1054,120.319,0.9966,2.7594,9.6915,5.9981,1.442,58.1411,4.183,2.8901,731.7874,2.2986,6.0582,18.879,17.3473,0.0,4.2451,5.4878,3.4925,1.9267,11.7201,0.0
1372,1372.0,0.1472,0.7377,0.0178,1056.0,9.7642,7.47,17.42,0.266,18.47,4.84,0.0,0.0,-5487.0,3.2716,2.0025,50.4875,19.5297,0.2088,7.2035,85.4577,2.3102,8.2061,0.0816,1.4216,50.425,0.0,0.0,64.4522,117.823,0.9084,2.3759,8.7736,7.5547,1.8398,82.6158,5.4463,2.7772,730.7489,2.5433,2.5414,21.2987,7.9616,0.0,6.4243,5.6501,3.491,1.7755,20.7331,0.0
1373,1373.0,0.2001,0.3543,0.0115,318.0,10.1558,10.37,22.11,0.332,11.31,4.16,0.0,0.0,-5364.75,1.4346,2.014,24.4118,18.8466,0.1173,7.6522,85.1404,3.5924,8.627,0.1248,1.4436,50.6212,0.0,0.0,64.0218,118.284,0.4295,2.2132,13.442,3.4887,1.1776,84.8429,7.7126,3.5016,736.9493,3.24,7.1437,16.8854,10.0959,0.0,6.6039,2.4774,2.596,1.6997,13.8979,0.0
1374,1374.0,0.0893,0.3145,0.0106,1205.0,10.0357,6.2,12.27,1.039,20.97,12.45,0.0,0.0,-5464.5,1.8073,1.9983,23.1283,21.0173,0.1035,5.1124,84.6724,1.9257,9.0447,0.3058,3.7759,50.6192,0.0,0.0,64.0033,119.0986,0.5738,2.5268,9.0973,3.134,1.0894,82.8054,4.5281,1.8986,754.4536,10.189,6.8757,88.9196,16.6555,0.0,6.4584,3.1153,2.5755,1.5615,12.5176,0.0
1375,1375.0,0.2001,0.7466,0.0206,436.0,9.9663,6.83,19.14,0.301,13.8,4.19,0.0,0.0,-5362.5,1.3747,2.0092,27.7451,18.8466,0.2138,8.7535,85.1404,2.0467,8.627,0.1071,1.1753,50.6212,0.0,0.0,64.0218,118.284,0.3997,2.2132,13.442,7.4913,2.1399,65.1419,4.9033,3.0249,737.705,2.8689,7.479,15.3018,9.7491,0.0,5.3312,2.3676,3.4925,1.9267,11.7201,0.0
1376,1376.0,0.1472,0.5215,0.0132,385.0,9.8396,7.42,17.94,0.364,13.31,6.69,0.0,0.0,-5378.0,2.8171,2.008,45.911,19.5297,0.1501,8.0962,84.1477,2.3476,9.7571,0.101,1.9827,50.3834,0.0,0.0,64.331,120.4224,0.8623,2.3759,8.7736,5.2997,1.3582,38.9567,5.6191,2.86,737.3954,3.6145,4.7142,28.8371,10.6213,0.0,4.1207,4.7371,3.0501,1.6951,12.6333,0.0
1377,1377.0,0.3443,0.3174,0.0088,887.0,9.5071,5.13,16.13,0.729,17.84,8.18,0.0,0.0,-5339.75,2.0689,2.0252,29.721,22.9282,0.1037,4.0856,84.7662,1.6427,9.1141,0.215,2.3232,50.6253,0.0,0.0,64.8052,119.187,0.5946,3.2793,28.6564,3.339,0.8991,49.3514,3.5905,2.5185,739.9644,7.017,8.0991,53.5895,12.3893,0.0,8.0864,3.5959,2.596,1.6997,13.8979,0.0
1378,1378.0,0.1633,0.4966,0.0112,523.0,9.7029,6.49,10.45,0.544,18.39,6.75,0.0,0.0,-5492.75,2.1057,1.984,53.0531,21.2136,0.1412,4.6825,84.7391,1.9952,9.534,0.2059,2.3631,50.6315,0.0,0.0,64.0518,118.9808,0.6077,2.6287,13.7738,5.1178,1.1558,84.9156,4.7013,1.6159,751.3258,5.1913,4.7874,41.0802,7.7012,0.0,7.337,3.6354,2.645,1.523,13.1304,0.0
1379,1379.0,0.1633,0.4976,0.009,1099.0,9.8211,6.63,21.3,0.323,21.28,12.97,0.0,0.0,-5342.0,3.7327,1.964,21.0959,21.2136,0.141,9.4342,83.914,2.317,8.7286,0.102,3.3957,50.8145,0.0,0.0,64.4394,118.6336,1.1088,2.6287,13.7738,5.0668,0.9274,68.4736,4.7471,3.3458,744.15,3.1837,15.8973,44.9425,23.3953,0.0,8.5816,6.1868,3.609,2.0421,15.1731,0.0
1380,1380.0,0.1734,0.3155,0.0163,821.0,9.996,8.44,14.89,0.484,18.91,8.5,0.0,0.0,-5656.75,2.6906,1.9582,46.1674,19.7442,0.0993,5.3388,85.07,2.8161,8.3845,0.1369,2.7161,50.3494,0.0,0.0,64.3667,117.5286,0.7221,2.2872,9.3883,3.156,1.6801,119.7479,6.308,2.3339,747.2381,4.5498,8.8445,35.4637,9.7357,0.0,6.3694,4.6408,3.8031,2.0854,23.282,0.0
1381,1381.0,0.1503,0.7074,0.0065,638.0,9.7622,8.01,19.36,0.579,16.26,6.63,0.0,0.0,-5522.0,2.506,1.9748,28.2115,22.1347,0.1989,8.2521,84.8754,2.2212,9.1637,0.1465,1.7557,50.555,0.0,0.0,64.7823,119.2618,0.7957,2.7594,9.6915,7.2459,0.661,81.7021,5.8243,3.0517,736.8655,5.6503,6.0683,37.2522,11.8163,0.0,9.1515,4.215,110.1081,79.2885,60.1633,0.0
1382,1382.0,0.1765,0.355,0.0197,1057.0,10.1775,7.91,23.3,0.323,15.87,6.7,0.0,0.0,-5302.75,1.6911,2.0078,44.9278,20.4644,0.1129,8.5285,83.6845,2.3669,8.1409,0.0951,2.2868,50.5119,0.0,0.0,64.6358,118.1104,0.4679,2.6096,10.3526,3.4881,2.0404,62.5399,5.7118,3.701,735.9934,3.136,6.941,37.5549,11.9748,0.0,4.1207,3.0289,3.4925,1.9267,11.7201,0.0
1383,1383.0,0.2488,0.3332,0.0168,101.0,10.2041,6.81,16.17,1.314,19.09,13.84,0.0,0.0,-5482.75,1.8733,1.9977,43.3704,19.2252,0.1093,5.1375,84.5612,2.4891,9.088,0.4818,3.926,50.6366,0.0,0.0,64.8393,119.1598,0.511,2.1066,14.5714,3.2657,1.7307,39.2103,5.1605,2.5198,754.4013,12.8149,5.5528,50.6543,23.331,0.0,4.1207,3.405,2.7404,1.4883,17.4117,0.0
1384,1384.0,0.2183,0.3656,0.015,141.0,10.0392,7.23,15.18,0.962,12.86,9.49,0.0,0.0,-6496.75,4.2152,1.7875,44.0797,21.2775,0.1175,5.2426,84.0623,2.8254,8.9607,0.2734,3.0089,50.2067,0.0,0.0,64.1176,120.2552,1.2682,2.5735,14.0361,3.6414,1.5425,63.0137,5.5322,2.3719,752.1385,9.2621,7.1074,46.5723,20.3511,0.0,4.5918,7.2296,3.1224,1.7165,8.2886,0.0
1385,1385.0,0.1633,0.4628,0.0087,601.0,9.7946,6.11,17.94,0.824,18.23,9.37,0.0,0.0,-5519.25,3.8062,2.0105,75.6954,21.2136,0.1328,7.8794,84.9605,1.795,9.0744,0.2859,2.4906,50.8538,0.0,0.0,64.2376,119.4514,1.1579,2.6287,13.7738,4.7248,0.8871,43.389,4.4181,2.8404,734.8715,8.3722,6.6452,31.1258,12.5858,0.0,5.2291,6.5024,3.609,2.0421,15.1731,0.0
1386,1386.0,0.0955,0.4267,0.0089,460.0,9.8271,6.22,12.94,0.425,14.69,10.36,0.0,0.0,-5414.25,2.5052,1.9795,61.1242,22.0636,0.1229,4.4719,84.4782,2.3607,9.2064,0.1468,2.7885,50.6402,0.0,0.0,64.0409,119.1878,0.8142,2.8417,9.7942,4.3421,0.9148,109.0191,4.5671,2.0416,737.3359,3.9799,7.7845,52.1696,8.5721,0.0,5.6247,4.2178,2.5755,1.5615,12.5176,0.0
1387,1387.0,0.1258,0.5987,0.0137,360.0,10.0222,5.3,16.78,0.656,14.25,8.13,0.0,0.0,-6553.5,2.8641,0.6258,23.6005,19.2238,0.1773,4.3111,83.8792,1.7519,8.6024,0.1645,2.2195,50.4179,0.0,0.0,64.5517,117.5064,0.8528,2.118,7.6342,5.9739,1.4108,63.472,3.7631,2.6009,749.2142,6.1609,8.2791,54.5136,19.4493,0.0,3.6287,4.6947,3.1198,1.717,12.6938,0.0
1388,1388.0,0.6996,0.5883,0.0174,1396.0,10.022,14.63,21.95,0.33,18.24,4.12,0.0,0.0,-5711.75,1.5038,1.9763,39.993,19.6525,0.1727,8.9179,85.4577,4.7629,8.2061,0.103,1.4375,50.425,0.0,0.0,64.4522,117.823,0.4455,2.8328,29.3073,5.8703,1.7977,105.9644,10.6356,3.4611,738.8632,3.1638,7.6945,20.6088,6.1083,0.0,5.7571,2.5999,3.4925,1.9267,11.7201,0.0
1389,1389.0,0.2153,0.2666,0.0177,860.0,9.8415,10.92,14.21,0.73,11.64,8.24,0.0,0.0,-5477.0,2.788,1.9875,15.7167,18.619,0.0899,5.3549,83.6845,2.8962,8.1409,0.2124,2.3172,50.5119,0.0,0.0,64.6358,118.1104,0.837,2.3004,12.9658,2.7089,1.8361,83.8472,7.8624,2.2102,749.6514,6.952,7.2625,44.5481,24.8486,0.0,9.9317,4.5831,3.1224,1.7165,8.2886,0.0
1390,1390.0,0.8985,0.6026,0.0156,516.0,9.9983,5.39,15.56,0.921,12.13,9.08,0.0,0.0,-5694.25,1.7289,2.009,17.0492,25.1995,0.176,5.03,84.8142,1.8481,9.9095,0.3375,2.9943,50.9039,0.0,0.0,64.2404,120.267,0.481,3.1392,40.0215,6.0266,1.6051,69.9756,4.0119,2.399,758.7161,9.0166,4.5012,60.3058,21.6481,0.0,6.0642,2.9782,2.4138,1.358,12.2013,0.0
1391,1391.0,0.2153,0.3399,0.0148,1283.0,10.1612,4.43,13.72,0.395,13.9,10.4,0.0,0.0,-5946.25,1.558,1.9853,22.8955,18.619,0.103,4.3881,83.8792,1.1231,8.6024,0.1218,3.0485,50.4179,0.0,0.0,64.5517,117.5064,0.4648,2.3004,12.9658,3.3455,1.5213,75.154,3.1029,2.1296,745.6174,3.7269,4.1544,64.3664,10.3794,0.0,7.7575,2.6594,3.6046,1.902,17.4779,0.0
1392,1392.0,0.2153,0.2887,0.0079,1133.0,9.942,8.89,11.87,0.38,12.64,7.6,0.0,0.0,-5540.0,1.4011,1.9963,20.0552,18.619,0.101,5.3783,85.07,2.7147,8.3845,0.1137,2.2454,50.3494,0.0,0.0,64.3667,117.5286,0.4093,2.3004,12.9658,2.9041,0.8107,92.1053,6.6003,1.8292,756.8863,3.5533,6.3085,36.4004,10.6974,0.0,7.5761,2.4185,2.4138,1.358,12.2013,0.0
1393,1393.0,0.1393,0.5823,0.0128,735.0,9.9698,7.5,15.94,0.28,17.84,4.39,0.0,0.0,-5418.75,1.6565,1.9893,16.09,20.4407,0.1725,7.9755,85.4577,2.2052,8.2061,0.0997,1.2684,50.425,0.0,0.0,64.4522,117.823,0.4805,2.4361,8.9332,5.8403,1.3151,149.0996,5.3133,2.514,737.1654,2.7171,5.7449,19.2955,12.1398,0.0,9.9317,2.8592,2.7404,1.4883,17.4117,0.0
1394,1394.0,0.1258,0.6046,0.0058,1645.0,9.9844,10.44,18.81,0.161,16.38,6.76,0.0,0.0,-5587.5,1.2995,2.012,40.4041,19.2238,0.177,9.0367,84.5612,3.4441,9.088,0.0504,1.76,50.6366,0.0,0.0,64.8393,119.1598,0.3718,2.118,7.6342,6.0551,0.5917,74.6114,7.6686,2.9686,742.3105,1.5559,6.3442,14.6054,17.132,0.0,5.4932,2.2095,3.4925,1.9267,11.7201,0.0
1395,1395.0,0.6031,0.2936,0.023,812.0,10.1401,7.76,22.08,0.214,17.29,5.67,0.0,0.0,-5524.25,1.301,2.0107,24.6298,15.6457,0.0968,8.5784,84.7662,2.3324,9.1141,0.0778,1.7109,50.6253,0.0,0.0,64.8052,119.187,0.423,1.9932,23.7795,2.8954,2.3927,73.0559,5.5139,3.496,733.058,2.0619,4.9937,28.9359,10.3318,0.0,6.175,2.2221,110.1081,79.2885,60.1633,0.0
1396,1396.0,0.6157,0.5302,0.015,353.0,9.7751,12.31,15.06,1.395,20.45,13.12,0.0,0.0,-6370.0,3.3976,1.7937,83.9713,18.9545,0.1538,5.1786,84.0623,3.9836,8.9607,0.461,3.8334,50.2067,0.0,0.0,64.1176,120.2552,0.9563,2.4054,26.5572,5.4244,1.5461,29.8729,9.2412,2.3532,750.1606,13.5264,5.5272,59.5983,19.3141,0.0,4.66,5.7319,2.7404,1.4883,17.4117,0.0
1397,1397.0,0.6996,0.5752,0.0126,1210.0,9.8809,9.21,24.15,8.206,17.88,58.46,0.0,0.0,-5403.5,4.1907,1.9663,22.3639,19.6525,0.1702,8.8791,86.8862,2.9411,8.9541,2.3329,17.5677,50.6555,0.0,0.0,63.9146,119.0282,1.2501,2.8328,29.3073,5.8211,1.2968,96.4706,6.7024,3.8104,740.2562,80.6768,51.9649,120.0646,78.5433,0.0,6.3951,7.2076,3.4925,1.9267,11.7201,0.0
1398,1398.0,0.2488,0.2938,0.0219,619.0,9.4667,11.63,13.75,0.626,18.15,5.58,0.0,0.0,-5573.75,1.7591,2.0027,40.4789,19.2252,0.0976,5.4645,85.1404,3.2132,8.627,0.1905,1.9341,50.6212,0.0,0.0,64.0218,118.284,0.5746,2.1066,14.5714,3.1035,2.2809,60.746,8.5526,2.1379,752.0632,5.8525,7.876,28.051,16.8943,0.0,7.2629,3.1453,3.4925,1.9267,11.7201,0.0
1399,1399.0,0.6996,0.3093,0.0155,907.0,9.8471,6.69,18.27,0.238,14.12,3.52,0.0,0.0,-4958.5,3.9578,1.9892,51.2107,19.6525,0.1025,7.705,85.4577,2.2164,8.2061,0.0751,1.1285,50.425,0.0,0.0,64.4522,117.823,1.2094,2.8328,29.3073,3.1406,1.6067,93.9694,4.8825,2.9042,733.8102,2.2856,2.6404,18.6975,14.9274,0.0,5.7571,6.7934,3.4925,1.9267,11.7201,0.0
1400,1400.0,0.0929,0.1544,0.0057,890.0,10.5278,7.28,16.06,0.904,17.5,6.79,0.0,0.0,-5247.0,3.5104,1.9572,43.5351,19.0276,0.0588,8.9586,84.4668,2.1728,8.8909,0.2584,1.8819,50.6768,0.0,0.0,64.1879,118.0814,1.0009,2.384,7.2979,1.4666,0.5793,48.732,5.4152,2.5328,742.8558,9.141,8.0703,33.7542,6.4231,0.0,9.3021,6.0438,1.8871,1.0597,13.1807,0.0
1401,1401.0,0.6996,0.2798,0.0163,1369.0,9.8013,7.78,13.79,0.688,13.28,8.86,0.0,0.0,-5442.25,1.6385,2.0212,18.5337,19.6525,0.0931,4.7628,84.8142,2.3138,9.9095,0.2163,2.5059,50.9039,0.0,0.0,64.2404,120.267,0.457,2.8328,29.3073,2.8544,1.6824,39.5349,5.4926,2.1241,750.4751,6.6312,5.5199,45.1576,20.2275,0.0,6.9328,2.7786,2.4746,1.2913,12.4089,0.0
1402,1402.0,0.8985,0.306,0.0184,1451.0,10.1539,6.49,11.96,0.445,8.73,10.83,0.0,0.0,-5441.0,1.4621,1.9825,71.3377,25.1995,0.0956,3.8371,84.8754,2.0712,9.1637,0.1325,2.8157,50.555,0.0,0.0,64.7823,119.2618,0.4275,3.1392,40.0215,3.0135,1.8977,87.8884,4.4329,1.8339,752.8741,4.1636,6.1461,32.6225,11.186,0.0,12.2103,2.5279,3.0501,1.6951,12.6333,0.0
1403,1403.0,0.6996,0.4671,0.006,669.0,9.7753,8.17,11.88,0.547,13.55,8.67,0.0,0.0,-5597.5,1.5385,2.0197,35.3966,19.6525,0.1319,4.7264,86.7232,2.371,8.3271,0.1531,2.414,50.6765,0.0,0.0,64.0969,116.057,0.4406,2.8328,29.3073,4.7781,0.6107,108.5343,5.6091,1.8314,748.9214,5.1268,6.8564,31.7108,13.4898,0.0,4.8267,2.6435,3.1198,1.717,12.6938,0.0
1404,1404.0,0.1258,0.5396,0.0042,538.0,9.8077,7.45,12.22,0.616,13.25,10.39,0.0,0.0,-5399.5,2.6251,1.9785,30.4205,19.2238,0.1579,4.5661,84.7632,2.2694,9.0402,0.1838,3.0887,50.6105,0.0,0.0,63.9938,119.6524,0.7811,2.118,7.6342,5.502,0.4259,62.8346,5.1136,1.8804,748.7474,5.884,5.103,51.3201,17.1739,0.0,5.042,4.4296,138.3859,83.919,67.3679,0.0
1405,1405.0,0.6031,0.4129,0.0128,1047.0,10.215,5.27,14.65,0.19,18.47,3.84,0.0,0.0,-5429.25,4.3116,1.9783,29.3898,15.6457,0.1248,7.1462,83.7266,1.9854,8.3808,0.0602,1.1914,50.5171,0.0,0.0,64.7177,118.6924,1.234,1.9932,23.7795,4.0422,1.3106,38.4146,3.9018,2.3281,736.6066,1.8669,4.694,22.0713,14.6309,0.0,5.6265,7.2215,3.2278,1.6965,14.8684,0.0
1406,1406.0,0.6157,0.2925,0.0152,597.0,9.9653,7.89,20.16,0.234,14.18,4.74,0.0,0.0,-5650.5,1.1721,2.0135,57.6099,18.9545,0.1038,7.4379,84.1477,2.8993,9.7571,0.0787,1.5784,50.3834,0.0,0.0,64.331,120.4224,0.3605,2.4054,26.5572,2.9357,1.5713,113.5465,6.0228,3.2313,733.941,2.2652,5.3591,20.3813,12.4905,0.0,4.9373,1.9998,3.4925,1.9267,11.7201,0.0
1407,1407.0,0.1258,0.3475,0.0153,1343.0,9.9943,6.59,16.88,0.419,14.67,9.78,0.0,0.0,-5168.25,2.6852,1.9638,57.6692,19.2238,0.1148,5.4053,85.1167,2.1329,8.2963,0.118,2.7857,50.3384,0.0,0.0,64.3217,117.4422,0.8019,2.118,7.6342,3.4765,1.5751,63.4146,4.9636,2.6202,755.2433,3.9304,4.899,43.8741,7.8252,0.0,4.1207,4.493,3.6046,1.902,17.4779,0.0
1408,1408.0,0.2153,0.3225,0.0111,481.0,10.1472,7.6,22.57,0.631,14.38,6.78,0.0,0.0,-5226.25,3.854,2.0048,73.1499,18.619,0.0988,8.9307,84.9605,2.3779,9.0744,0.1932,2.1514,50.8538,0.0,0.0,64.2376,119.4514,1.0952,2.3004,12.9658,3.1786,1.1351,93.2961,5.4603,3.5587,738.343,6.2758,11.0962,32.2825,13.711,0.0,6.3951,6.6089,3.609,2.0421,15.1731,0.0
1409,1409.0,0.1258,0.3632,0.0161,255.0,10.1428,12.93,13.74,1.043,11.24,14.9,0.0,0.0,-6456.75,3.302,1.7893,47.6149,19.2238,0.115,4.9776,84.0623,3.2178,8.9607,0.3508,4.3356,50.2067,0.0,0.0,64.1176,120.2552,0.9311,2.118,7.6342,3.5807,1.6572,76.513,9.9689,2.1502,752.3135,10.1268,4.4687,85.7657,15.6518,0.0,6.3398,5.5233,3.1149,1.633,19.442,0.0
1410,1410.0,0.6157,0.4696,0.0134,1899.0,9.7373,10.25,25.3,0.184,11.6,9.43,0.0,0.0,-5362.75,1.5748,1.98,26.9166,18.9545,0.1328,9.821,84.1477,3.3021,9.7571,0.0558,2.5916,50.3834,0.0,0.0,64.331,120.4224,0.4314,2.4054,26.5572,4.8231,1.3811,98.9615,7.472,3.9729,747.2398,1.8002,8.2385,37.5917,15.7325,0.0,7.9072,2.7111,3.491,1.7755,20.7331,0.0
