,F152,F153,F157,F159,F16,F185,F187,F198,F200,F201,F206,F209,F21,F244,F245,F246,F252,F26,F273,F287,F292,F319,F32,F321,F33,F334,F337,F34,F342,F345,F347,F35,F382,F383,F384,F39,F4,F407,F411,F413,F425,F426,F457,F459,F46,F470,F471,F474,F476,F478,F516,F517,F518,F524,F525,F550,F551,F553,F554,F556,F557,F569,F572,F573,F574,F576,F577,F578,F72,F74
1169,0.802,0.0055,,297.0,9.5239,5.49,15.4,0.241,16.37,6.02,0.0,0.0,-5546.5,,,,3.9602,2.0063,21.343,0.2303,,6.8867,85.5246,1.8122,8.2832,0.0695,1.879,50.4619,0.0,4.2387,0.0,64.482,,,,118.0946,1.2895,1.079,2.7412,28.7493,8.4211,0.5596,3.9941,2.4748,725.2438,2.2959,6.0958,44.0603,15.2043,0.0,,,,6.7764,2.9318,23.2,0.88,10.9059,0.3694,5.896,1.1859,65.494,8.99,0.2985,3.2531,1.6978,14.3705,0.0126,145.467,0.0
1170,0.2085,0.0111,,411.0,10.0367,4.61,20.66,0.758,25.69,12.21,0.0,0.0,-5169.25,0.0028,1.9,3.9758,4.2325,1.9912,18.973,0.0735,,8.9314,84.4668,1.6318,8.8909,0.2102,3.5317,50.6768,0.0,,0.0,64.1879,0.001,0.6401,1.2458,118.0814,0.8484,2.2605,2.6052,12.7335,2.0771,1.1457,3.157,3.2678,727.8015,7.2231,23.2399,45.0003,21.3658,0.0,0.286,1.8763,1.7222,7.2636,8.8618,14.53,1.33,6.7381,0.5058,3.6251,1.8156,20.7069,9.92,0.2944,3.4462,1.8705,14.5257,0.1028,,0.0
1171,0.5485,0.0073,,1061.0,9.9259,4.58,22.87,0.546,21.03,8.33,0.0,0.0,-5490.5,0.003,1.5514,3.6011,4.3199,1.989,19.2136,0.1617,,8.8833,85.9501,1.6908,9.7137,0.1568,2.5058,50.8506,0.0,,0.0,64.3577,0.0009,0.4513,1.1889,119.3812,0.9762,1.6966,2.327,41.2286,5.5261,0.7519,3.2483,3.6788,720.3135,5.2399,17.8593,53.6633,20.784,0.0,0.3059,1.5202,1.567,7.3224,4.7429,14.74,1.34,6.516,0.4767,3.6021,1.8307,15.4662,7.91,0.2824,2.6691,1.4926,14.3055,,,0.0
1172,0.4695,0.0072,,325.0,9.5122,6.84,15.0,0.541,9.78,6.0,0.0,0.0,-5629.25,0.001,1.4091,2.0954,2.1799,2.008,23.5482,0.1357,,5.1724,84.6471,1.8822,8.135,0.1643,2.2174,50.4514,0.0,3.3323,0.0,64.4892,0.0003,0.4463,0.8508,118.3366,1.3349,1.1413,2.7664,33.3179,4.9353,0.7407,4.9166,2.34,744.2685,5.1351,5.5111,45.7141,15.9059,0.0,0.0974,1.3495,0.9077,3.7432,5.2999,15.56,1.49,6.6737,0.6882,3.8533,2.0137,15.4662,5.81,0.3435,2.0923,1.097,16.9045,,165.5378,0.0
1173,0.3001,0.0099,,956.0,9.7848,7.99,17.32,0.972,16.78,14.08,0.0,0.0,-5302.0,,,,3.0102,1.9623,19.3615,0.0954,,5.5233,85.2826,2.679,8.1161,0.3005,3.9639,50.4944,0.0,,0.0,64.5502,,,,118.3048,0.8975,1.43,2.2175,43.3956,3.0668,1.0146,5.7713,2.7085,743.9085,9.1346,6.696,74.8128,26.6334,0.0,,,,5.051,4.4224,14.41,1.09,6.8218,0.4811,3.5215,1.4373,11.8801,8.97,0.3116,3.3351,1.6892,14.6674,,,0.0
1174,0.5064,0.006,,672.0,10.1442,8.01,22.18,0.728,13.58,17.19,0.0,0.0,-5435.75,0.0052,0.649,3.1593,3.0546,1.9825,23.4732,0.1472,,9.016,86.9432,2.2826,8.8105,0.2024,4.4284,50.6086,0.0,,0.0,64.0283,0.0014,0.2277,0.9157,118.1238,1.2557,1.4635,3.255,23.0652,4.992,0.608,5.7461,3.5833,718.2289,7.0041,28.6002,110.8723,23.7689,0.0,0.5315,0.6182,1.3668,5.141,3.1692,17.62,1.06,8.321,0.4026,4.3161,1.4332,21.5891,11.12,0.1474,4.055,2.1201,13.5037,,,0.0
1175,0.4289,0.0058,,771.0,9.6913,9.5,19.95,0.46,11.36,6.72,0.0,0.0,-5492.5,0.0018,0.9884,2.6635,3.6553,1.9918,17.6813,0.1234,,5.6892,85.3687,2.5507,13.5481,0.1314,2.0544,50.1519,0.0,,0.0,63.7914,0.0006,0.3591,0.9217,118.7216,1.2833,0.5443,2.1561,9.3675,4.4252,0.5904,6.3857,3.0295,761.219,4.2578,7.5864,36.7197,19.008,0.0,0.1861,0.9409,1.1535,6.3246,6.4731,15.37,1.15,6.4446,0.508,3.7551,1.5334,15.4662,11.12,0.1474,4.055,2.1201,13.5037,0.0289,,0.0
1176,0.4863,0.0066,,388.0,9.8912,6.36,16.79,0.272,18.9,9.44,0.0,0.0,-5097.0,0.0012,0.9282,2.5027,2.9432,1.9865,16.974,0.1401,,6.9271,83.9887,2.0178,8.6968,0.0749,2.8161,50.7955,0.0,,0.0,64.296,0.0004,0.3031,0.6934,118.1974,2.1197,0.5443,2.0873,15.7725,4.9164,0.6709,4.4843,2.6251,745.0662,2.6638,6.468,35.6033,8.2991,0.0,0.1244,0.9052,1.0849,4.9511,3.9051,19.44,1.0,8.0988,0.4041,4.7964,1.373,15.4662,8.99,0.2247,3.1945,1.7025,10.6124,,,0.0
1177,0.4186,0.0119,,323.0,9.6353,7.22,17.9,0.571,15.65,9.55,0.0,0.0,-5207.75,0.0033,0.9507,4.0303,2.7451,1.9938,17.6813,0.1225,,4.4721,85.9801,2.2235,8.662,0.1566,2.6885,50.5853,0.0,,0.0,63.8972,0.0009,0.3353,1.1963,118.484,1.2833,0.5443,2.1561,9.3675,4.3447,1.2288,5.0419,2.7997,738.8755,5.3062,6.5505,34.0052,12.8303,0.0,0.3349,0.9047,1.7524,4.7009,3.9877,11.21,2.14,5.3902,0.8394,2.7734,2.8414,22.9262,7.01,0.3551,2.4389,1.3181,17.0283,0.019,,0.0
1178,0.719,0.0096,,612.0,9.1145,5.29,15.15,0.296,19.18,9.82,0.0,0.0,-5060.0,0.005,1.9997,3.1085,3.8547,1.9823,22.0711,0.2093,,7.9138,83.1829,1.6665,8.9857,0.0877,2.8064,50.3343,0.0,6.5941,0.0,64.1327,0.0015,0.5629,0.9649,118.7552,1.3493,1.3169,2.9357,20.2273,7.888,0.9833,3.9448,2.428,731.5149,2.8698,8.311,52.4284,12.3108,0.0,0.5128,1.993,1.3442,6.5421,8.3971,15.15,1.39,6.9623,0.6675,3.7582,1.8633,24.4304,10.57,0.1933,3.6139,1.9856,8.0633,,154.2289,0.0
1179,0.4077,0.0058,0.028,852.0,9.7087,8.31,16.19,0.482,18.22,8.7,0.0,0.0,-5465.0,0.0021,2.6952,2.6334,3.2037,1.9805,23.4732,0.1166,0.0089,4.8771,85.9801,2.1632,8.662,0.1503,2.708,50.5853,0.0,,0.0,63.8972,0.0006,0.9811,0.87,118.484,1.2557,0.5443,3.255,23.0652,4.1991,0.5932,5.7634,2.5249,740.7155,4.5069,6.8935,41.433,11.5908,0.0,0.2155,2.6328,1.1446,5.5198,6.973,15.2,0.94,7.1392,0.3506,3.7922,1.2949,15.4662,7.91,0.2824,2.6691,1.4926,14.3055,,,0.0
1180,0.9841,0.0111,,969.0,9.4716,7.91,15.13,0.285,11.29,4.27,0.0,0.0,-5418.25,0.0012,0.9338,2.4393,3.1156,2.0107,18.4874,0.2778,,4.6238,86.901,2.3829,8.7782,0.0867,1.4899,50.6355,0.0,2.8665,0.0,63.9707,0.0004,0.261,0.7495,118.056,1.2667,1.0598,2.4039,27.6524,10.3899,1.1377,5.2952,2.3467,738.2547,2.6468,8.0252,30.1621,14.7923,0.0,0.1223,0.9189,1.0591,5.2591,6.9013,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,7.91,0.2824,2.6691,1.4926,14.3055,,163.489,0.0
1181,0.4629,0.0144,0.0473,390.0,9.4971,5.57,17.07,0.491,18.6,10.0,0.0,0.0,-5343.75,,,,3.9209,1.9652,19.2221,0.137,0.0153,4.95,86.8634,1.6186,8.4537,0.1319,2.9139,50.6902,0.0,5.0377,0.0,64.0411,,,,117.817,1.917,2.2605,2.2912,15.1326,4.8747,1.4986,3.9123,2.658,743.2596,4.5893,6.8805,46.994,11.5745,0.0,,,,6.7472,5.2268,12.25,1.5,5.5644,0.6299,3.0604,1.8676,20.5703,7.91,0.2824,2.6691,1.4926,14.3055,,160.7675,0.0
1182,0.4549,0.0094,,607.0,9.3176,9.12,16.23,0.215,13.83,5.79,0.0,0.0,-5593.5,0.0028,0.7248,4.1346,3.8031,1.9775,19.4567,0.1394,,6.72,84.0363,2.5527,8.0787,0.0645,1.7581,50.4666,0.0,4.0716,0.0,64.6246,0.0008,0.279,1.2254,118.215,1.21,1.0655,2.1768,22.346,4.8818,0.9655,6.6352,2.6453,708.8437,2.0615,4.618,44.4622,10.0651,0.0,0.2842,0.7154,1.7872,6.4513,5.9955,13.92,0.71,6.2043,0.3333,3.4776,0.9546,15.4662,9.45,0.2011,3.3535,1.7786,10.4446,0.0233,136.1535,0.0
1183,0.4409,0.0058,0.0393,911.0,9.5651,8.4,19.2,0.661,15.61,8.56,0.0,0.0,-4994.25,0.003,1.3035,3.8505,1.7109,2.0155,19.4362,0.1258,0.0108,9.2135,86.4585,2.8349,8.8355,0.1841,2.1915,50.6228,0.0,4.0347,0.0,63.9952,0.001,0.421,1.1492,116.017,0.8673,1.1413,2.2481,12.2383,4.6097,0.5952,6.2689,3.0779,728.9179,6.3015,17.6956,36.5209,17.8424,0.0,0.3089,1.2822,1.6763,2.9067,5.1194,14.53,1.33,6.7381,0.5058,3.6251,1.8156,26.182,9.75,0.2634,3.4417,1.8344,13.7383,,150.3632,0.0
1184,0.2138,0.0139,,536.0,9.9533,6.76,12.33,0.39,14.45,9.49,0.0,0.0,-5489.0,0.0006,0.9385,4.2993,2.8811,2.0122,19.9146,0.0665,,4.7965,85.5439,2.1934,8.6556,0.1346,3.165,50.8214,0.0,,0.0,64.2946,0.0002,0.2971,1.1901,118.1824,1.9946,1.5904,2.4387,22.5049,2.1485,1.4428,4.8812,1.8805,764.9716,3.6983,4.8529,35.6606,16.586,0.0,0.0583,0.917,1.8726,4.8488,4.8182,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,6.24,0.2848,2.1791,1.1805,12.8307,,,0.0
1185,5.8658,0.0051,,1106.0,11.2656,6.46,19.4,0.894,21.39,6.52,0.0,0.0,-5774.0,0.0015,1.3882,5.175,1.1465,1.9998,17.4644,1.7851,,9.0842,85.7546,1.8991,8.7402,0.2515,1.7662,50.663,0.0,6.6933,0.0,64.4204,0.0005,0.4671,1.481,118.4724,1.2758,1.0655,2.6076,50.3778,52.068,0.5207,4.5455,3.0727,730.6716,8.5066,15.917,23.4275,21.7528,0.0,0.1492,1.357,2.2551,1.9295,6.6182,15.91,1.0,7.1614,0.3767,3.979,1.3605,36.8322,8.27,0.3001,2.7629,1.5487,13.4487,,148.7629,0.0
1186,0.3952,0.0119,,1069.0,9.6391,11.01,27.35,0.361,22.84,7.35,0.0,0.0,-5415.0,,,,3.5518,1.986,21.2152,0.1134,,8.2663,84.3084,3.3021,8.3591,0.0877,2.1828,50.3996,0.0,,0.0,64.5242,,,,117.9356,2.3986,0.5443,2.8586,7.2372,4.1004,1.2277,7.9183,4.3833,724.6802,3.3982,7.2549,40.846,14.3597,0.0,,,,6.2059,7.0974,14.05,1.27,5.4972,0.5334,3.502,1.5572,15.4662,8.64,0.2994,3.0979,1.6245,13.283,0.0262,,0.0
1187,0.8267,0.0114,0.0309,171.0,9.3653,10.25,22.08,0.82,16.71,18.61,0.0,0.0,-5597.0,,,,3.0684,2.0088,23.5482,0.2361,0.0108,9.2345,86.7559,2.9487,8.7597,0.2234,5.1166,50.7503,0.0,6.6888,0.0,64.1627,,,,115.962,1.3349,1.1413,2.7664,33.3179,8.8275,1.1757,7.2543,3.5432,722.4428,7.8012,31.3633,97.5468,22.0969,0.0,,,,5.2731,7.0744,16.75,0.98,8.0212,0.3987,4.2459,1.3479,12.3505,7.91,0.2824,2.6691,1.4926,14.3055,,149.45,0.0
1188,0.4233,0.013,,423.0,9.5954,6.18,17.21,0.911,17.02,13.91,0.0,0.0,-5303.0,,,,2.4687,2.034,21.0481,0.1297,,8.9046,85.3182,1.7162,8.5298,0.2469,3.8035,50.8422,0.0,6.4155,0.0,64.3121,,,,115.8094,2.1422,0.8782,2.7141,22.5556,4.4117,1.3425,4.338,2.745,725.4618,8.5258,26.1479,44.2582,19.138,0.0,,,,4.2048,4.8454,17.34,0.67,8.2276,0.2951,4.2529,0.8656,15.4662,11.35,0.3364,4.0075,2.1334,16.2693,,150.3265,0.0
1189,1.2099,0.0118,,410.0,8.8323,6.78,14.67,0.485,18.96,8.26,0.0,0.0,-5447.25,0.0011,1.4158,3.5718,3.5301,1.9987,18.8957,0.352,,5.8587,85.038,2.0179,8.2776,0.1582,2.6963,50.2509,0.0,5.2071,0.0,64.3027,0.0003,0.4574,1.2491,117.8016,1.9074,1.0655,2.4722,25.826,13.6985,1.2098,4.8978,2.28,748.8367,4.632,5.7525,50.9199,14.9338,0.0,0.1087,1.3927,1.5561,5.9554,6.1075,15.32,1.35,7.476,0.5782,3.7519,1.8282,49.7495,5.81,0.3435,2.0923,1.097,16.9045,,162.9966,0.0
1190,0.2333,0.0112,,812.0,10.5396,9.59,19.72,0.857,11.21,10.24,0.0,0.0,-5606.25,,,,4.1853,1.992,21.343,0.0789,,8.8726,86.15,2.8447,8.8424,0.2377,2.69,50.0752,0.0,7.8071,0.0,64.326,,,,117.8416,1.2895,1.3378,2.7412,28.7493,2.2137,1.1453,6.6749,3.1874,713.1339,8.1804,22.6221,69.3503,26.0094,0.0,,,,7.092,9.7565,14.53,1.33,6.7381,0.5058,3.6251,1.8156,48.2162,9.75,0.2634,3.4417,1.8344,13.7383,,147.5865,0.0
1191,0.4865,0.0121,,137.0,9.7225,10.87,23.68,0.571,14.24,15.31,0.0,0.0,-5631.25,0.0019,1.3988,4.1373,3.4074,2.0212,23.5482,0.1394,,9.8493,86.3898,3.3269,8.5735,0.1542,3.962,50.6763,0.0,7.1707,0.0,64.0188,0.0006,0.5024,1.4858,115.8498,1.3349,2.2605,2.7664,33.3179,5.0044,1.2409,7.791,3.8155,721.1653,5.5213,25.0977,91.0416,19.3873,0.0,0.1985,1.3728,1.801,5.8195,5.0787,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,9.92,0.2944,3.4462,1.8705,14.5257,,157.6043,0.0
1192,0.527,0.0064,,1034.0,10.154,5.47,17.26,0.237,13.52,6.92,0.0,0.0,-5632.0,0.0034,1.1917,4.7213,4.3715,2.0085,17.3398,0.15,,7.6403,85.188,1.5977,8.9562,0.0739,2.4228,50.1992,0.0,5.5225,0.0,63.901,0.001,0.348,1.2769,118.0178,1.2689,1.4635,1.9981,7.8546,5.1899,0.6537,3.8558,2.7627,721.6025,2.2605,7.2097,65.824,16.4663,0.0,0.3439,1.1418,2.0391,8.1528,7.7571,15.83,0.86,7.525,0.343,3.886,1.195,15.4662,8.98,0.1556,2.8688,1.6874,9.0462,,154.6887,0.0
1193,0.4487,0.0059,,303.0,9.9833,7.76,18.09,0.404,19.83,7.45,0.0,0.0,-5468.0,,,,4.0092,1.9648,25.0951,0.1472,,9.6687,84.5333,2.0607,8.8078,0.1181,2.7775,50.2326,0.0,8.5963,0.0,63.94,,,,118.5778,0.7647,2.0664,3.2853,10.1774,4.4943,0.6075,5.5811,2.8577,735.7539,3.9177,11.8001,39.52,15.0448,0.0,,,,6.856,4.5359,17.69,0.5,8.5106,0.1816,4.3999,0.6914,42.7128,5.44,0.4464,1.708,1.0188,22.8636,,151.8634,0.0
1194,0.3947,0.0116,,1006.0,9.4999,11.76,14.36,0.768,17.6,14.37,0.0,0.0,-5400.5,0.0009,0.7762,3.4063,3.9339,1.9925,19.4567,0.1219,,5.8588,84.2981,3.5446,8.3159,0.2324,4.1353,50.415,0.0,4.6304,0.0,64.5884,0.0003,0.2423,1.0599,117.8478,1.21,1.0655,2.1768,22.346,4.1549,1.1899,8.5731,2.2553,742.4785,7.251,6.3996,70.6244,10.9765,0.0,0.0879,0.7649,1.485,6.6143,7.7088,16.27,0.83,6.8823,0.3346,3.9733,1.1428,15.4662,8.97,0.3116,3.3351,1.6892,14.6674,,160.9375,0.0
1195,0.4248,0.006,,366.0,9.2648,7.08,11.56,0.419,15.09,6.61,0.0,0.0,-5651.25,0.0013,1.0305,4.2587,4.1523,1.9825,19.1269,0.1203,,5.4519,84.0363,2.0045,8.0787,0.1215,2.0849,50.4666,0.0,4.2511,0.0,64.6246,0.0004,0.3458,1.2851,118.215,2.1498,1.5904,2.4461,15.8835,4.5854,0.6153,5.0918,1.7951,749.2476,4.0,5.995,41.6427,10.8256,0.0,0.137,0.9861,1.85,7.6621,5.7498,12.17,1.6,6.1667,0.6175,3.002,2.1301,15.4662,5.81,0.3435,2.0923,1.097,16.9045,0.0223,162.1441,0.0
1196,0.4799,0.0057,,443.0,9.6848,8.12,15.65,0.804,15.74,9.03,0.0,0.0,-5528.5,0.005,1.017,4.4211,3.7187,1.9728,17.4644,0.1459,,9.2369,84.6998,2.6007,9.4336,0.2087,2.4964,50.4561,0.0,5.7278,0.0,64.1172,0.0016,0.3414,1.2458,119.2394,1.2758,2.0664,2.6076,50.3778,4.9554,0.5796,5.5542,2.4786,725.9957,7.6741,19.1028,34.4211,38.3939,0.0,0.5078,0.9683,1.9184,6.3824,8.2392,18.61,1.17,7.4347,0.4571,4.5595,1.5733,31.4739,9.21,0.4061,3.1321,1.7344,21.8236,,152.3708,0.0
1197,1.0925,0.0072,,648.0,9.4325,5.17,17.51,0.604,16.33,10.11,0.0,0.0,-5863.0,0.0009,0.9434,1.9009,1.8048,2.0032,17.6223,0.3102,,5.1798,84.3947,1.6952,8.897,0.172,2.7777,50.142,0.0,4.9093,0.0,64.5666,0.0003,0.33,0.6422,118.181,1.3753,1.0598,2.1237,9.0017,11.5822,0.738,3.631,2.719,745.3835,5.6333,4.5211,41.1222,15.5846,0.0,0.0963,0.9293,0.8245,3.073,8.6333,14.53,1.33,6.7381,0.5058,3.6251,1.8156,27.7152,12.07,0.3171,4.2427,2.2752,16.0625,,159.2571,0.0
1198,0.4699,0.0057,,956.0,10.2629,6.0,15.16,0.427,16.45,4.99,0.0,0.0,-5631.75,0.0014,1.1241,1.9674,1.0128,2.0172,26.9966,0.1473,,5.0018,84.3569,2.0388,8.322,0.1338,1.4934,50.4013,0.0,4.6862,0.0,64.5182,0.0004,0.3105,0.57,117.9034,0.7821,1.3192,3.3317,11.2302,4.5782,0.5851,4.1863,2.3665,740.7825,4.0038,7.5323,29.9882,12.8508,0.0,0.1389,1.0989,0.8541,1.7287,7.5703,19.32,1.69,7.9063,0.6527,4.7587,2.3014,15.4662,5.81,0.3435,2.0923,1.097,16.9045,,156.1645,0.0
1199,2.0745,0.012,,1105.0,10.7734,7.92,10.71,0.745,15.92,14.31,0.0,0.0,-5773.0,0.0009,0.7277,2.9951,2.9586,2.0103,19.2136,0.7232,,5.2272,84.0363,2.6353,8.0787,0.2273,3.8682,50.4666,0.0,4.328,0.0,64.6246,0.0003,0.2237,0.8272,118.215,0.9762,1.6966,2.327,41.2286,19.2562,1.2295,5.6896,1.6863,737.5374,7.0207,6.2057,88.0694,10.1575,0.0,0.0957,0.71,1.3016,4.9977,8.2436,16.84,0.92,7.3241,0.4378,4.1918,1.2535,64.7031,9.66,0.2474,3.2073,1.8176,12.6151,0.0076,161.5585,0.0
1200,0.3768,0.0062,,586.0,9.7835,5.42,17.31,0.59,17.56,8.79,0.0,0.0,-5520.25,,,,4.0823,2.004,20.4451,0.11,,4.9505,84.9121,1.6141,8.1166,0.1568,2.7685,50.4608,0.0,6.2783,0.0,64.5548,,,,118.2426,2.1254,1.079,2.5464,28.7771,3.8517,0.6347,3.7558,2.7076,737.8975,5.5148,4.504,55.1264,9.078,0.0,,,,7.0082,8.0404,20.64,1.83,10.2186,0.7693,5.1546,2.2769,17.4256,13.28,0.2909,4.4922,2.5009,15.8974,,157.9586,0.0
1201,0.7914,0.0131,,632.0,9.3589,6.99,10.76,0.55,14.7,9.48,0.0,0.0,-5511.0,,,,3.8061,1.9808,19.4362,0.2264,,4.6444,86.15,2.1162,8.8424,0.1529,2.6805,50.0752,0.0,1.7694,0.0,64.326,,,,117.8416,0.8673,1.1413,2.2481,12.2383,8.4558,1.3522,4.6982,1.6637,742.2385,5.0806,4.8793,39.9246,17.2907,0.0,,,,6.5647,4.6934,8.76,1.71,3.5154,0.6669,2.1987,2.2516,15.4662,12.07,0.3171,4.2427,2.2752,16.0625,0.0343,159.3909,0.0
1202,0.4219,0.0098,,489.0,9.3108,8.45,12.93,0.552,15.76,9.95,0.0,0.0,-5437.25,0.0012,1.0738,2.4789,3.7948,2.0213,19.4567,0.1285,,4.6803,84.9121,2.163,8.1166,0.1573,2.8444,50.4608,0.0,4.3971,0.0,64.5548,0.0003,0.3704,0.7607,118.2426,1.21,1.0655,2.1768,22.346,4.5316,1.0049,5.9709,2.0234,739.7004,5.1707,5.7212,52.6767,11.0477,0.0,0.1254,1.0536,1.0736,6.4466,5.6292,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.8396,9.45,0.2011,3.3535,1.7786,10.4446,0.0194,155.8777,0.0
1203,0.4815,0.0068,,452.0,9.6687,6.11,19.96,0.246,13.66,3.31,0.0,0.0,-5318.5,0.0045,0.7888,3.0105,2549.9885,1.9605,20.4451,0.1375,,7.393,83.1829,1.7514,8.9857,0.0793,1.1018,50.3343,0.0,5.148,0.0,64.1327,0.0012,0.2749,0.9586,118.7552,2.1254,1.079,2.5464,28.7771,4.9804,0.6934,4.3608,3.1793,730.1568,2.3252,7.8346,13.844,13.0203,0.0,0.4551,0.7599,1.3052,818.0005,5.9753,16.81,0.81,7.4919,0.3556,4.1061,1.0754,15.4662,9.66,0.2474,3.2073,1.8176,12.6151,0.0193,147.8591,0.0
1204,0.4759,0.0103,,543.0,10.0536,6.72,19.43,1.093,16.54,9.48,0.0,0.0,-5145.25,0.0026,1.1241,2.9783,1.7199,2.003,20.1197,0.1433,,9.4152,86.9779,2.0427,8.8356,0.295,2.625,50.6527,0.0,6.4195,0.0,63.9719,0.001,0.3392,0.7443,118.253,1.1871,1.6966,2.5941,20.854,4.7335,1.0579,4.6671,3.1246,718.9306,10.4181,20.4299,39.8926,31.0183,0.0,0.2664,1.1045,1.293,2.9224,5.2055,20.4,0.83,9.3422,0.3232,5.0112,1.1466,15.4662,6.9,0.262,2.3906,1.2973,13.7109,,148.844,0.0
1205,0.3426,0.0053,0.0558,214.0,9.8322,6.03,15.61,1.29,19.65,8.86,0.0,0.0,-5605.0,0.0075,1.232,3.3581,2.6487,1.9715,8.9612,0.1129,0.0166,8.3795,83.9932,1.8342,9.0639,0.3588,2.3367,50.2254,0.0,7.3893,0.0,63.9159,0.0025,0.4011,0.995,118.7654,1.6656,0.5492,1.1131,16.5374,3.4841,0.5434,4.1722,2.5078,716.2079,12.1231,14.9179,41.5461,16.1593,0.0,0.7687,1.1747,1.4497,4.5198,4.9284,23.13,0.94,10.1842,0.3815,5.8484,1.2942,15.4662,9.01,0.2454,2.9594,1.7051,12.3064,0.0106,144.3382,0.0
1206,0.3578,0.0101,,739.0,9.7599,5.84,15.32,,,,,,-5561.75,0.0006,1.3008,2.6052,3.8966,1.9998,20.6887,0.1177,,4.9843,84.0363,1.8582,8.0787,,,50.4666,,,,64.6246,0.0002,0.4218,0.8225,118.215,1.1215,0.9327,2.741,19.5433,3.6664,1.0355,4.214,2.3884,746.2285,,,,,,0.0627,1.2813,1.1286,6.5995,5.4109,15.99,1.43,7.4381,0.6247,3.9935,1.932,15.4662,7.57,0.2211,2.5744,1.4242,9.9068,,,
1207,0.459,0.0121,,339.0,9.9584,8.3,14.32,1.322,29.15,14.02,0.0,0.0,-5050.25,0.0011,1.0606,2.0175,2.5225,1.996,18.7284,0.1405,,5.5875,86.901,2.632,8.7782,0.4923,3.9101,50.6355,0.0,9.172,0.0,63.9707,0.0003,0.3888,0.5473,118.056,2.1685,1.6966,2.3213,28.4484,4.6091,1.2487,5.8351,2.1936,757.5851,13.1383,6.3678,58.7768,36.0526,0.0,0.1075,1.0426,0.8747,4.2882,6.4117,17.67,1.42,7.8438,0.6114,4.3236,1.9205,15.4662,8.4,0.1986,2.8909,1.5828,9.363,0.0379,171.8154,0.0
1208,0.2887,0.008,0.0223,1488.0,9.5217,6.73,18.24,0.221,17.98,4.03,0.0,0.0,-5190.0,0.0019,0.9631,4.5002,3.1113,1.9773,23.65,0.0883,0.0063,7.2298,83.9932,2.0528,9.0639,0.0644,1.3598,50.2254,0.0,4.5255,0.0,63.9159,0.0006,0.3116,1.4223,118.7654,0.8614,0.8158,3.438,10.8702,3.0321,0.8222,4.8223,2.9128,728.4728,2.109,6.2083,34.6194,11.5072,0.0,0.194,0.9492,1.9595,5.3806,5.402,12.6,1.36,6.066,0.6001,3.0842,1.8557,15.4662,7.87,0.211,2.9252,1.48,10.7575,0.0264,147.1732,0.0
1209,0.7604,0.0049,,361.0,9.3538,8.23,14.75,0.76,18.99,11.55,0.0,0.0,-5191.5,,,,3.8639,2.0042,17.6223,0.2176,,5.0527,86.901,2.5565,8.7782,0.2305,3.4239,50.6355,0.0,5.0119,0.0,63.9707,,,,118.056,1.3753,1.1413,2.1237,9.0017,8.1293,0.5019,5.8159,2.2729,752.6818,7.3301,5.7565,57.5856,11.8799,0.0,,,,6.583,5.4071,14.53,1.33,6.7381,0.5058,3.6251,1.8156,21.0369,8.4,0.1986,2.8909,1.5828,9.363,,167.9665,0.0
1210,1.03,0.0115,,212.0,9.5211,6.57,16.78,0.744,19.74,6.36,0.0,0.0,-5422.25,0.0023,0.8056,3.3922,3.7626,1.9712,18.4874,0.2922,,9.4934,86.9779,2.0697,8.8356,0.2056,2.0723,50.6527,0.0,6.8351,0.0,63.9719,0.0008,0.2614,0.9155,118.253,1.2667,1.0598,2.4039,27.6524,10.8182,1.1846,4.4372,2.6734,720.4581,7.1095,21.1721,37.3152,23.5551,0.0,0.2328,0.7917,1.4716,6.4759,6.0076,17.17,0.66,7.9793,0.2613,4.1865,0.8828,21.0188,7.91,0.2824,2.6691,1.4926,14.3055,,148.3793,0.0
1211,0.3949,0.0044,0.077,841.0,9.7887,7.37,20.67,0.963,16.27,7.45,0.0,0.0,-5459.75,,,,2.6246,2.0095,23.4306,0.1253,0.0283,9.4317,86.7559,2.4318,8.7597,0.259,2.168,50.7503,0.0,7.4626,0.0,64.1627,,,,115.962,1.2476,0.8782,3.057,27.4614,4.0341,0.4526,5.4361,3.2891,734.0956,9.3035,15.5715,25.4557,29.9358,0.0,,,,4.4966,7.0842,15.91,1.0,7.1614,0.3767,3.979,1.3605,,8.27,0.3001,2.7629,1.5487,13.4487,0.0284,158.1782,0.0
1212,0.284,0.0155,,1239.0,9.8648,6.77,15.25,0.208,14.89,7.27,0.0,0.0,-5705.5,0.0011,0.8516,2.2534,1.1107,1.9912,27.017,0.0892,,7.2651,83.4425,2.1408,8.2914,0.0693,2.1018,50.4962,0.0,4.5046,0.0,64.6693,0.0004,0.3172,0.7009,118.4178,1.2226,1.0309,3.1345,15.6713,2.8786,1.6092,5.058,2.4151,740.3622,2.0061,6.6852,41.526,8.8042,0.0,0.1171,0.8385,0.9751,1.8942,7.1262,19.65,0.47,8.5335,0.1875,4.8002,0.6297,15.4662,9.03,0.2467,3.1801,1.6988,11.8556,0.0212,154.9581,0.0
