,F152,F16,F185,F187,F206,F209,F244,F245,F246,F252,F287,F321,F342,F347,F382,F383,F384,F4,F413,F425,F457,F459,F46,F478,F516,F517,F518,F524,F572,F573,F574,F576,F577,F74
1292,0.4657,9.7734,10.39,20.31,0.0,0.0,0.002,1.0594,3.6561,4.4464,0.1358,3.1872,0.0,0.0,0.0005,0.3282,1.2481,0.9448,21.5254,4.765,7.6126,3.2155,738.2598,0.0,0.2006,1.0406,1.5926,7.5948,8.09,0.2678,2.645,1.523,13.1304,0.0
1293,0.495,9.7715,4.56,13.36,0.0,0.0,0.0007,1.0455,1.6097,4.6528,0.1426,1.5173,0.0,0.0,0.0002,0.3399,0.5278,0.9448,21.5254,5.0657,3.2671,2.039,764.3694,0.0,0.0732,1.0285,0.6965,7.8991,8.09,0.2678,2.645,1.523,13.1304,0.0
1294,0.341,10.1475,9.38,20.74,0.0,0.0,0.0011,1.2098,2.039,4.2149,0.1098,2.8581,0.0,0.0,0.0003,0.4239,0.6094,1.2884,18.8116,3.3601,6.9749,3.3095,735.9968,0.0,0.1149,1.1865,0.8882,7.1768,9.89,0.3112,3.4623,1.8585,15.1191,0.0
1295,0.5862,9.7254,13.13,21.32,0.0,0.0,0.0028,1.0291,2.9865,4.3516,0.1739,3.8265,0.0,0.0,0.0009,0.3943,0.8177,1.1464,13.846,6.027,9.8121,3.3923,738.6934,0.0,0.2865,0.9726,1.2947,7.4295,7.56,0.2492,2.5286,1.4267,12.3718,0.0
1296,0.5614,9.8259,4.69,18.86,0.0,0.0,0.0005,1.2253,3.8765,3.9329,0.1598,1.2176,0.0,0.0,0.0001,0.3947,1.2892,1.4301,35.7206,5.7134,3.4642,2.9668,743.9025,0.0,0.0518,1.1969,1.6881,6.6847,7.74,0.3561,2.7235,1.4546,17.0809,0.0
1297,0.4867,9.7403,6.56,17.25,0.0,0.0,0.0031,0.8014,3.8568,1.631,0.1391,2.1977,0.0,0.0,0.001,0.2892,1.0534,0.9778,21.903,4.9967,4.7877,2.7344,737.0933,0.0,0.3184,0.7924,1.6753,2.809,9.04,0.0667,2.9281,1.7121,6.0256,0.0
1298,0.4039,9.6853,6.85,22.83,0.0,0.0,,,,2.6778,0.118,2.1755,0.0,0.0,,,,1.3724,36.8841,4.1702,4.9804,3.6284,733.0059,0.0,,,,4.3887,8.17,0.3876,2.7254,1.535,20.0671,0.0
1299,0.2845,10.0607,11.15,23.07,0.0,0.0,0.0015,0.9673,3.8578,1.7815,0.0964,4.3024,0.0,0.0,0.0004,0.3254,1.1516,1.2884,18.8116,2.8279,8.264,3.6576,739.967,0.0,0.1482,0.9512,1.6765,3.0217,7.56,0.2492,2.5286,1.4267,12.3718,0.0
1300,0.4917,9.9111,7.05,12.76,0.0,0.0,0.0012,1.2984,1.8497,3.9776,0.1487,2.0052,0.0,0.0,0.0003,0.3741,0.6316,0.8826,18.7508,4.9608,5.0811,2.0086,739.0091,0.0,0.1197,1.2335,0.8,6.7459,8.4,0.1986,2.8909,1.5828,9.363,0.0
1301,0.5232,10.0076,7.18,21.21,0.0,0.0,0.0015,0.9116,3.5366,2.7553,0.15,1.7895,0.0,0.0,0.0005,0.293,1.0486,1.3724,36.8841,5.2284,5.4173,3.3577,745.5665,0.0,0.1568,0.8926,1.5332,4.6055,9.01,0.2753,2.596,1.6997,13.8979,0.0
1302,0.4638,9.9217,7.4,19.26,0.0,0.0,0.0033,0.7473,4.054,4.2443,0.1426,1.9121,0.0,0.0,0.0009,0.2854,1.2917,0.8826,18.7508,4.6748,4.9971,3.0596,723.0099,0.0,0.3411,0.7384,1.7612,7.2477,9.92,0.2944,3.4462,1.8705,14.5257,0.0
1303,0.249,10.1278,6.18,19.45,0.0,0.0,0.0028,1.1529,2.5733,6.4074,0.0834,2.0918,0.0,0.0,0.0008,0.3126,0.8261,1.3409,9.728,2.459,4.3926,3.1458,715.8342,0.0,0.2839,1.1329,1.1195,11.9517,7.91,0.2824,2.6691,1.4926,14.3055,0.0
1304,0.5144,9.9855,5.81,16.59,0.0,0.0,0.0007,0.7817,4.3143,3.5276,0.1476,1.5334,0.0,0.0,0.0002,0.2716,1.4264,1112.16,899.0504,5.1518,4.2108,2.611,741.6294,0.0,0.0747,0.7703,1.8762,6.0797,5.65,0.1416,1.8871,1.0597,13.1807,0.0
1305,0.6055,9.953,7.51,23.34,0.0,0.0,0.0038,2.098,3.597,1.8995,0.176,2.5865,0.0,0.0,0.0011,0.6377,1.2078,1.3004,47.8766,6.0839,5.3866,3.6704,743.2927,0.0,0.3838,2.039,1.5645,3.2252,6.24,0.2848,2.1791,1.1805,12.8307,0.0
1306,0.2673,9.9879,7.1,16.55,0.0,0.0,0.0017,1.4837,3.3865,4.3819,0.095,1.9301,0.0,0.0,0.0006,0.5616,1.0196,1.3724,36.8841,2.6762,4.9793,2.594,737.963,0.0,0.1747,1.4612,1.4704,7.4664,8.28,0.1233,2.5755,1.5615,12.5176,0.0
1307,0.9047,9.4762,5.17,15.43,0.0,0.0,0.0033,1.3815,3.9495,3.8654,0.2566,1.7928,0.0,0.0,0.001,0.397,1.1063,0.9448,21.5254,9.5469,3.6293,2.4683,722.3005,0.0,0.339,1.3562,1.7149,6.7801,10.85,0.2938,3.609,2.0421,15.1731,0.0
1308,0.4223,9.6004,6.36,13.18,0.0,0.0,0.0009,3.3077,5.3557,2.9948,0.1236,2.0793,0.0,0.0,0.0003,1.0551,1.4749,2.1394,37.4887,4.3983,4.5402,2.0521,741.3689,0.0,0.0934,3.2777,2.2835,5.1737,445.8,1.2041,142.1606,86.7573,91.1106,0.0
1309,0.2822,9.975,6.92,21.65,0.0,0.0,0.0045,1.5652,5.0642,4.2591,0.0986,2.099,0.0,0.0,0.0015,0.4926,1.5051,2.1394,37.4887,2.8292,4.7955,3.4832,717.3365,0.0,0.4567,1.5516,2.2039,7.2451,10.65,0.3068,3.6722,2.0113,14.5194,0.0
1310,0.3833,9.6825,13.21,20.94,0.0,0.0,,,,3.9277,0.1228,3.9259,0.0,0.0,,,,2.1394,37.4887,3.9582,9.5623,3.3188,735.6728,0.0,,,,6.5107,427.42,0.794,110.1081,79.2885,60.1633,0.0
1311,0.6286,10.1229,8.1,22.14,0.0,0.0,0.001,1.1159,4.2306,2.3188,0.183,3.0362,0.0,0.0,0.0003,0.3302,1.5363,1.9469,13.3839,6.2095,5.8755,3.5067,737.333,0.0,0.1046,1.0986,1.8468,3.9051,5.86,0.2919,1.9029,1.1013,14.5448,0.0
1312,0.49,9.6721,3.89,13.68,0.0,0.0,,,,3.0287,0.1434,1.214,0.0,0.0,,,,2.1394,37.4887,5.0659,2.666,2.1069,748.2197,0.0,,,,5.3008,431.71,1.2571,138.3859,83.919,67.3679,0.0
1313,0.4479,9.6372,6.51,17.01,0.0,0.0,,,,4.519,0.1324,2.0956,0.0,0.0,,,,2.1394,37.4887,4.6477,4.7255,2.6827,741.61,0.0,,,,7.7395,7.74,0.3561,2.7235,1.4546,17.0809,0.0
1314,0.5426,9.9104,10.19,17.59,0.0,0.0,0.0008,0.813,3.9358,4.2929,0.158,2.7168,0.0,0.0,0.0003,0.2758,1.1085,0.9785,5.3368,5.475,7.3306,2.7719,737.8063,0.0,0.0837,0.7946,1.7129,7.4061,10.85,0.2938,3.609,2.0421,15.1731,0.0
1315,0.3825,9.5209,3.99,18.88,0.0,0.0,,,,4.7019,0.13,1.35,0.0,0.0,,,,2.4475,21.3426,4.0178,2.9074,2.9766,742.8582,0.0,,,,7.8175,7.83,0.2619,2.6162,1.4715,14.448,0.0
1316,0.3113,9.5597,7.78,14.32,0.0,0.0,,,,2.1879,0.1172,2.8855,0.0,0.0,,,,2.4475,21.3426,3.2562,5.4855,2.2493,737.3112,0.0,,,,3.8031,9.01,0.2753,2.596,1.6997,13.8979,0.0
1317,0.3113,10.2424,10.29,16.74,0.0,0.0,0.0017,0.9183,1.8923,1.5974,0.1003,2.9601,0.0,0.0,0.0005,0.2866,0.7021,2.03,20.5506,3.0391,7.639,2.6406,743.6012,0.0,0.1699,0.9038,0.8202,2.6957,6.24,0.2848,2.1791,1.1805,12.8307,0.0
1318,0.3623,9.5272,9.19,15.31,0.0,0.0,,,,3.4914,0.1262,2.4187,0.0,0.0,,,,2.4475,21.3426,3.8031,6.458,2.4031,735.8067,0.0,,,,5.7085,9.01,0.2753,2.596,1.6997,13.8979,0.0
1319,0.4845,9.8327,8.33,18.8,0.0,0.0,0.0008,1.1479,4.1904,2.9639,0.1374,2.4266,0.0,0.0,0.0003,0.3233,1.2909,0.9448,21.5254,4.9271,6.0305,2.9663,738.4099,0.0,0.0843,1.1268,1.8224,5.0304,10.85,0.2938,3.609,2.0421,15.1731,0.0
1320,0.526,9.9442,5.51,14.69,0.0,0.0,0.0009,0.9608,3.682,2.5614,0.1501,1.7049,0.0,0.0,0.0003,0.3367,1.0788,1112.0769,899.119,5.2894,3.8034,2.233,763.0011,0.0,0.0869,0.942,1.6008,4.4334,8.17,0.3876,2.7254,1.535,20.0671,0.0
1321,0.3201,10.2286,5.44,22.49,0.0,0.0,0.0027,1.8725,4.8055,3.406,0.1048,1.7845,0.0,0.0,0.0007,0.6705,1.3144,1.9469,13.3839,3.1293,3.8686,3.4963,753.1408,0.0,0.2707,1.8503,2.084,5.8579,8.94,0.3628,3.1572,1.6891,17.7634,0.0
1322,0.4482,9.8053,7.3,21.59,0.0,0.0,0.0011,0.9908,2.0531,1.792,0.1437,2.0158,0.0,0.0,0.0004,0.2866,0.7113,2.4475,21.3426,4.5711,5.1679,3.3989,736.3344,0.0,0.1122,0.9751,0.889,3.0706,8.28,0.1233,2.5755,1.5615,12.5176,0.0
1323,0.3927,9.743,4.54,17.33,0.0,0.0,,,,4.0955,0.1283,1.3892,0.0,0.0,,,,0.9785,5.3368,4.0305,3.3042,2.7482,732.733,0.0,,,,7.0633,8.28,0.1233,2.5755,1.5615,12.5176,0.0
1324,0.6152,10.1587,5.46,16.64,0.0,0.0,0.0036,1.8828,3.994,3.9099,0.1868,1.9896,0.0,0.0,0.0012,0.5281,1.2861,2.421,28.7688,6.0563,3.8717,2.6697,721.3796,0.0,0.3635,1.8652,1.7344,6.6354,10.63,0.2428,3.6826,2.0011,10.8309,0.0
1325,0.4671,9.9604,6.13,24.75,0.0,0.0,0.0016,0.7865,3.734,3.9654,0.1514,2.4697,0.0,0.0,0.0005,0.2528,1.2146,0.8826,18.7508,4.6893,4.576,3.9222,743.8144,0.0,0.1645,0.7724,1.6246,6.6993,5.71,0.2796,1.565,1.0746,13.7332,0.0
1326,0.2755,9.9738,6.08,20.76,0.0,0.0,0.0015,1.0857,2.3492,4.1181,0.0954,1.9451,0.0,0.0,0.0005,0.2905,0.6871,0.9448,21.5254,2.7626,4.2831,3.2542,742.767,0.0,0.1492,1.0639,1.0188,7.0036,8.28,0.1233,2.5755,1.5615,12.5176,0.0
1327,0.3999,9.6309,6.23,18.98,0.0,0.0,0.001,0.6744,4.3968,4.3051,0.1152,1.9612,0.0,0.0,0.0003,0.2327,1.2369,1.9469,13.3839,4.1523,4.7028,3.0335,736.8733,0.0,0.1013,0.6667,1.9112,7.2899,5.71,0.2796,1.565,1.0746,13.7332,0.0
1328,0.237,9.8665,5.85,16.21,0.0,0.0,0.0011,0.8247,2.8827,3.6414,0.0859,2.0714,0.0,0.0,0.0004,0.2642,1.0052,0.8826,18.7508,2.4018,4.159,2.5509,738.5086,0.0,0.1123,0.8097,1.2527,6.2153,432.94,0.6864,111.2887,81.0506,61.8956,0.0
1329,1.0231,9.7386,6.92,24.72,0.0,0.0,0.0024,0.8715,2.9389,3.9611,0.2873,2.4986,0.0,0.0,0.0007,0.2965,0.8327,1.3004,47.8766,10.506,5.2006,3.9324,740.6656,0.0,0.2484,0.8516,1.2747,6.8363,5.71,0.2796,1.565,1.0746,13.7332,0.0
1330,0.5434,9.7499,7.12,19.19,0.0,0.0,,,,4.3688,0.1652,2.1775,0.0,0.0,,,,0.9785,5.3368,5.5739,5.0645,3.0429,732.6969,0.0,,,,7.4614,10.85,0.2938,3.609,2.0421,15.1731,0.0
1331,0.5757,9.9325,7.85,19.88,0.0,0.0,,,,3.8371,0.1673,2.6409,0.0,0.0,,,,1.2016,28.6564,5.7959,5.5995,3.1376,736.4942,0.0,,,,6.622,8.28,0.1233,2.5755,1.5615,12.5176,0.0
1332,0.5757,9.9632,5.59,12.37,0.0,0.0,0.0009,1.3994,3.7893,4.1735,0.1708,1.396,0.0,0.0,0.0003,0.497,1.1702,1.2016,28.6564,5.778,3.9522,1.8936,759.9171,0.0,0.0895,1.3619,1.6448,7.1076,8.09,0.2678,2.645,1.523,13.1304,0.0
1333,0.553,9.8721,9.29,9.3,0.0,0.0,,,,1.5598,0.1632,2.9309,0.0,0.0,,,,1.1853,13.7738,5.602,6.4932,1.461,734.799,0.0,,,,2.6916,10.87,0.2034,3.7527,2.0346,14.8076,0.0
1334,0.6028,10.0036,6.87,23.49,0.0,0.0,0.0017,1.1119,2.6547,4.7507,0.1781,2.1105,0.0,0.0,0.0006,0.3893,0.7971,0.9816,9.0973,6.0262,4.7912,3.6878,740.893,0.0,0.1708,1.0947,1.1504,8.0831,6.24,0.2848,2.1791,1.1805,12.8307,0.0
1335,0.4996,9.8497,6.41,10.55,0.0,0.0,,,,1.5328,0.1466,1.9619,0.0,0.0,,,,1.2016,28.6564,5.0726,4.3863,1.62,750.7105,0.0,,,,2.6544,431.71,1.2571,138.3859,83.919,67.3679,0.0
1336,0.8071,9.7751,6.27,15.55,0.0,0.0,0.001,2.784,6.7117,2.4768,0.2289,2.0437,0.0,0.0,0.0003,1.0879,2.3132,1.2016,28.6564,8.257,4.5427,2.4713,732.5745,0.0,0.0986,2.7985,2.866,4.1522,9.02,0.2568,3.0501,1.6951,12.6333,0.0
1337,0.5011,9.8216,9.7,11.92,0.0,0.0,,,,4.4257,0.1457,3.4269,0.0,0.0,,,,2.4475,21.3426,5.1017,6.8303,1.8734,734.4767,0.0,,,,7.5578,445.8,1.2041,142.1606,86.7573,91.1106,0.0
1338,0.5468,10.055,6.51,15.17,0.0,0.0,0.0009,1.5991,6.0245,2.638,0.1649,1.8991,0.0,0.0,0.0003,0.5475,1.5931,1.1853,13.7738,5.4384,4.4712,2.3434,746.0684,0.0,0.0947,1.5775,2.6006,4.5204,431.71,1.2571,138.3859,83.919,67.3679,0.0
1339,0.3891,9.642,8.19,12.23,0.0,0.0,0.0009,0.9139,2.6297,1.5358,0.1256,3.3341,0.0,0.0,0.0003,0.3344,0.7132,1.2016,28.6564,4.0351,5.8258,1.8654,764.5294,0.0,0.0918,0.8918,1.1404,2.6219,7.83,0.2619,2.6162,1.4715,14.448,0.0
1340,0.4805,9.6658,6.81,19.75,0.0,0.0,0.0014,3.3697,2.585,3.4014,0.1392,2.1088,0.0,0.0,0.0005,0.8775,0.7494,1.1853,13.7738,4.9712,5.0432,3.1176,742.0476,0.0,0.1418,3.4389,1.0944,5.7972,9.01,0.2753,2.596,1.6997,13.8979,0.0
1341,0.633,9.6481,9.63,15.78,0.0,0.0,0.0014,1.3984,1.4545,1.7243,0.1905,3.4326,0.0,0.0,0.0005,0.4033,0.468,1.8467,9.3883,6.5603,7.1733,2.4397,758.1008,0.0,0.1451,1.4239,0.6164,3.0616,7.93,0.3692,2.7404,1.4883,17.4117,0.0
1342,0.1883,10.0882,5.23,14.94,0.0,0.0,0.003,1.3368,4.53,3.8663,0.0669,1.5172,0.0,0.0,0.0008,0.4177,1.1985,1.3963,16.2209,1.8661,3.6635,2.3475,734.4513,0.0,0.3039,1.3203,1.9622,6.6798,10.65,0.3068,3.6722,2.0113,14.5194,0.0
1343,0.6107,10.0823,7.23,14.04,0.0,0.0,0.0008,0.8232,4.8621,1.6506,0.1782,2.5464,0.0,0.0,0.0003,0.3023,1.2711,1.4301,35.7206,6.0573,5.2645,2.2151,740.4056,0.0,0.0836,0.8103,2.1138,2.8378,9.04,0.0667,2.9281,1.7121,6.0256,0.0
1344,0.8524,9.7899,6.5,11.35,0.0,0.0,,,,2.7488,0.239,1.8597,0.0,0.0,,,,0.9816,9.0973,8.707,4.7967,1.7976,733.6202,0.0,,,,4.51,7.83,0.2619,2.6162,1.4715,14.448,0.0
1345,0.3222,9.9994,5.05,14.67,0.0,0.0,0.0008,3.3815,6.2392,2.095,0.1071,1.5044,0.0,0.0,0.0003,1.0543,2.4054,1.2016,28.6564,3.2225,3.552,2.2917,739.4217,0.0,0.0786,3.3563,2.6839,3.6366,8.18,0.2392,2.8189,1.5366,11.4779,0.0
1346,0.5485,9.4764,4.68,16.24,0.0,0.0,0.0006,0.9678,2.708,4.6276,0.161,1.6632,0.0,0.0,0.0002,0.3085,0.8776,0.9816,9.0973,5.7886,3.3131,2.4975,753.8075,0.0,0.0617,0.9482,1.1716,8.116,8.09,0.2678,2.645,1.523,13.1304,0.0
1347,0.542,9.4928,7.52,15.25,0.0,0.0,,,,4.1995,0.1576,2.2982,0.0,0.0,,,,1.2016,28.6564,5.7101,5.436,2.4031,736.6305,0.0,,,,6.8771,427.42,0.794,110.1081,79.2885,60.1633,0.0
1348,0.5324,9.4661,8.41,15.67,0.0,0.0,,,,2.424,0.1568,2.9718,0.0,0.0,,,,1.2016,28.6564,5.6239,6.1973,2.503,730.6628,0.0,,,,4.0218,7.83,0.2619,2.6162,1.4715,14.448,0.0
1349,0.6592,9.8291,5.5,9.85,0.0,0.0,0.0025,1.107,4.7824,2.7475,0.1963,1.7189,0.0,0.0,0.0008,0.3834,1.4117,1.8467,9.3883,6.7063,3.8173,1.5371,739.2353,0.0,0.2496,1.0909,2.0601,4.7162,431.71,1.2571,138.3859,83.919,67.3679,0.0
1350,0.744,9.7936,4.7,18.46,0.0,0.0,0.0019,2.8352,6.3225,1.7186,0.2174,1.3401,0.0,0.0,0.0006,0.868,1.6911,1.8467,9.3883,7.5965,3.2764,2.9039,736.4165,0.0,0.1927,2.8463,2.7082,3.0107,10.25,0.2424,3.4925,1.9267,11.7201,0.0
1351,0.7686,9.7628,6.3,12.03,0.0,0.0,0.0008,1.4574,3.9032,2.5557,0.2181,1.9035,0.0,0.0,0.0003,0.4464,0.9926,0.9816,9.0973,7.8732,4.4035,1.8777,739.8955,0.0,0.0848,1.4262,1.6878,4.3647,431.71,1.2571,138.3859,83.919,67.3679,0.0
1352,0.5756,9.8501,10.77,20.04,0.0,0.0,0.0018,2.3263,2.295,2.6967,0.1693,2.9809,0.0,0.0,0.0006,0.7477,0.6843,1.6782,8.7736,5.8435,7.9972,3.2016,733.4349,0.0,0.1836,2.3746,0.9725,4.493,10.25,0.2424,3.4925,1.9267,11.7201,0.0
1353,0.7729,9.7807,5.44,13.54,0.0,0.0,0.001,0.8663,2.1323,2.5527,0.2205,1.7014,0.0,0.0,0.0003,0.3238,0.8363,1.1853,13.7738,7.902,3.7709,2.0808,752.4697,0.0,0.0968,0.8747,0.9062,4.3847,431.71,1.2571,138.3859,83.919,67.3679,0.0
1354,0.2623,9.8657,9.96,16.43,0.0,0.0,0.001,1.7954,3.7758,4.4717,0.0909,3.4352,0.0,0.0,0.0004,0.5533,1.2852,0.9751,9.7942,2.6589,7.4193,2.5487,755.4945,0.0,0.1031,1.8312,1.6057,7.89,7.93,0.3692,2.7404,1.4883,17.4117,0.0
1355,0.4276,9.2607,6.22,17.25,0.0,0.0,1.9844,99.9022,237.1837,2.481,0.1259,1.9779,0.0,0.0,0.6271,30.9982,74.8445,1.6782,8.7736,4.6178,4.5808,2.7374,735.0915,0.0,252.8604,113.2758,111.3495,4.2864,9.42,0.4069,3.491,1.7755,20.7331,0.0
1356,0.6052,9.882,6.71,16.88,0.0,0.0,,,,1.5499,0.1786,2.047,0.0,0.0,,,,1.1853,13.7738,6.1243,4.8872,2.6739,731.7537,0.0,,,,2.6914,8.28,0.1233,2.5755,1.5615,12.5176,0.0
1357,0.7905,9.7217,10.91,23.24,0.0,0.0,,,,3.1787,0.2238,3.6726,0.0,0.0,,,,0.9816,9.0973,8.1314,8.0961,3.683,737.0775,0.0,,,,5.19,10.85,0.2938,3.609,2.0421,15.1731,0.0
1358,0.3579,10.1254,6.97,13.38,0.0,0.0,,,,4.734,0.1162,1.9972,0.0,0.0,,,,0.9751,9.7942,3.5342,4.8631,2.0497,754.3961,0.0,,,,8.3113,8.09,0.2678,2.645,1.523,13.1304,0.0
1359,0.8492,9.8089,6.67,23.09,0.0,0.0,0.0015,2.1494,2.9552,2.5213,0.2471,1.9963,0.0,0.0,0.0005,0.7272,0.9304,0.9751,9.7942,8.6574,4.9,3.668,734.204,0.0,0.15,2.1749,1.2547,4.2062,9.02,0.2568,3.0501,1.6951,12.6333,0.0
1360,0.7861,9.7882,8.0,9.89,0.0,0.0,0.001,1.4224,2.6708,2.6405,0.2296,2.7121,0.0,0.0,0.0003,0.4389,0.8552,1.8467,9.3883,8.0311,6.1202,1.5399,753.7474,0.0,0.101,1.4433,1.1352,4.5495,7.93,0.3692,2.7404,1.4883,17.4117,0.0
1361,0.4558,9.2498,8.27,9.6,0.0,0.0,0.0016,2.1908,2.0521,2.3968,0.1317,2.1777,0.0,0.0,0.0005,0.7807,0.6783,1.8467,9.3883,4.9276,5.8676,1.4704,760.5893,0.0,0.1629,2.2362,0.8703,4.1375,10.25,0.2424,3.4925,1.9267,11.7201,0.0
1362,0.367,9.6149,5.58,21.87,0.0,0.0,,,,2.1652,0.1062,1.9877,0.0,0.0,,,,1.2016,28.6564,3.817,4.0344,3.4636,738.7064,0.0,,,,3.7357,431.71,1.2571,138.3859,83.919,67.3679,0.0
1363,0.485,9.4295,7.76,18.14,0.0,0.0,0.0049,1.1629,2.471,3.5528,0.1416,2.3851,0.0,0.0,0.0015,0.3716,0.7061,1.3679,9.7555,5.1434,5.6326,2.8257,747.7861,0.0,0.4982,1.1414,1.072,6.057,7.6,0.3159,2.6072,1.4323,16.0105,0.0
1364,0.8523,9.9074,5.85,21.82,0.0,0.0,0.004,1.3557,2.7939,2.5239,0.2521,2.0337,0.0,0.0,0.0015,0.3592,0.8077,1.3004,47.8766,8.6026,4.1219,3.4636,730.3658,0.0,0.4096,1.337,1.2095,4.3081,5.65,0.1416,1.8871,1.0597,13.1807,0.0
1365,0.4466,9.9888,8.49,22.37,0.0,0.0,0.0022,1.0602,3.6333,4.098,0.1368,2.3508,0.0,0.0,0.0006,0.3439,1.0239,1.1853,13.7738,4.4714,6.3398,3.5331,745.5478,0.0,0.2228,1.0368,1.574,7.1594,9.01,0.2753,2.596,1.6997,13.8979,0.0
1366,0.6029,10.233,5.11,17.3,0.0,0.0,0.0015,1.7094,2.414,4.8732,0.1742,1.6918,0.0,0.0,0.0005,0.6457,0.794,0.9751,9.7942,5.8916,3.5141,2.7151,734.8494,0.0,0.1515,1.727,1.0228,8.5913,8.21,0.2985,2.7655,1.5441,14.3961,0.0
1367,0.5392,10.237,7.46,15.21,0.0,0.0,0.002,2.689,5.2977,2.6041,0.1579,2.0375,0.0,0.0,0.0008,1.0789,1.7678,0.9751,9.7942,5.2669,5.5376,2.4345,731.1057,0.0,0.2073,2.6804,2.2721,4.434,5.81,0.3435,2.0923,1.097,16.9045,0.0
1368,0.3126,10.0962,11.57,13.17,0.0,0.0,0.0019,1.7327,2.6685,4.4904,0.1016,3.2337,0.0,0.0,0.0005,0.536,0.7998,0.9751,9.7942,3.0963,8.7785,2.1108,735.5886,0.0,0.1966,1.7496,1.1336,8.5035,9.88,0.3649,3.5115,1.8435,18.4727,0.0
1369,0.5931,9.9772,4.16,20.86,0.0,0.0,0.0014,3.5251,3.5774,4.9187,0.1761,1.3658,0.0,0.0,0.0005,1.032,1.1513,1.4884,13.442,5.9443,3.1487,3.3005,744.6366,0.0,0.1439,3.6079,1.5183,8.4317,9.01,0.2753,2.596,1.6997,13.8979,0.0
1370,0.5041,9.3448,5.64,13.53,0.0,0.0,0.001,1.5627,3.5473,2.4414,0.1476,1.8604,0.0,0.0,0.0003,0.4587,1.0826,1.8467,9.3883,5.3949,3.9267,2.0819,751.0079,0.0,0.1031,1.5918,1.5006,4.2447,431.71,1.2571,138.3859,83.919,67.3679,0.0
1371,0.6058,10.1003,5.71,18.13,0.0,0.0,0.0013,1.0988,2.644,3.2982,0.1776,1.8074,0.0,0.0,0.0005,0.4565,0.8037,1.5512,9.6915,5.9981,4.183,2.8901,731.7874,0.0,0.1344,1.1157,1.1226,5.4878,10.25,0.2424,3.4925,1.9267,11.7201,0.0
1372,0.7377,9.7642,7.47,17.42,0.0,0.0,0.0017,2.5127,6.3645,3.2716,0.2088,2.3102,0.0,0.0,0.0005,0.8775,1.9216,1.6782,8.7736,7.5547,5.4463,2.7772,730.7489,0.0,0.1729,2.5036,2.7303,5.6501,9.42,0.4069,3.491,1.7755,20.7331,0.0
1373,0.3543,10.1558,10.37,22.11,0.0,0.0,0.0026,2.4187,5.3517,1.4346,0.1173,3.5924,0.0,0.0,0.0009,0.7651,1.5482,1.4884,13.442,3.4887,7.7126,3.5016,736.9493,0.0,0.2603,2.4358,2.287,2.4774,9.01,0.2753,2.596,1.6997,13.8979,0.0
1374,0.3145,10.0357,6.2,12.27,0.0,0.0,,,,1.8073,0.1035,1.9257,0.0,0.0,,,,0.9816,9.0973,3.134,4.5281,1.8986,754.4536,0.0,,,,3.1153,8.28,0.1233,2.5755,1.5615,12.5176,0.0
1375,0.7466,9.9663,6.83,19.14,0.0,0.0,0.0018,2.403,4.4069,1.3747,0.2138,2.0467,0.0,0.0,0.0007,0.966,1.3066,1.4884,13.442,7.4913,4.9033,3.0249,737.705,0.0,0.1799,2.3679,1.8945,2.3676,10.25,0.2424,3.4925,1.9267,11.7201,0.0
1376,0.5215,9.8396,7.42,17.94,0.0,0.0,0.0011,1.8669,5.7905,2.8171,0.1501,2.3476,0.0,0.0,0.0004,0.5048,1.7123,1.6782,8.7736,5.2997,5.6191,2.86,737.3954,0.0,0.1102,1.8385,2.5116,4.7371,9.02,0.2568,3.0501,1.6951,12.6333,0.0
1377,0.3174,9.5071,5.13,16.13,0.0,0.0,0.0018,4.6484,3.1959,2.0689,0.1037,1.6427,0.0,0.0,0.0006,1.4158,1.2782,1.2016,28.6564,3.339,3.5905,2.5185,739.9644,0.0,0.1782,4.5703,1.3775,3.5959,9.01,0.2753,2.596,1.6997,13.8979,0.0
1378,0.4966,9.7029,6.49,10.45,0.0,0.0,,,,2.1057,0.1412,1.9952,0.0,0.0,,,,1.1853,13.7738,5.1178,4.7013,1.6159,751.3258,0.0,,,,3.6354,8.09,0.2678,2.645,1.523,13.1304,0.0
1379,0.4976,9.8211,6.63,21.3,0.0,0.0,,,,3.7327,0.141,2.317,0.0,0.0,,,,1.1853,13.7738,5.0668,4.7471,3.3458,744.15,0.0,,,,6.1868,10.85,0.2938,3.609,2.0421,15.1731,0.0
1380,0.3155,9.996,8.44,14.89,0.0,0.0,0.0014,3.2591,3.8078,2.6906,0.0993,2.8161,0.0,0.0,0.0005,1.0763,1.2939,1.8467,9.3883,3.156,6.308,2.3339,747.2381,0.0,0.1474,3.2483,1.6298,4.6408,11.05,0.4564,3.8031,2.0854,23.282,0.0
1381,0.7074,9.7622,8.01,19.36,0.0,0.0,0.0009,2.5115,3.675,2.506,0.1989,2.2212,0.0,0.0,0.0003,0.6899,1.0725,1.5512,9.6915,7.2459,5.8243,3.0517,736.8655,0.0,0.0903,2.5231,1.566,4.215,427.42,0.794,110.1081,79.2885,60.1633,0.0
1382,0.355,10.1775,7.91,23.3,0.0,0.0,0.0026,2.6532,2.3445,1.6911,0.1129,2.3669,0.0,0.0,0.0007,0.7638,0.7382,1.7047,10.3526,3.4881,5.7118,3.701,735.9934,0.0,0.2649,2.686,0.9928,3.0289,10.25,0.2424,3.4925,1.9267,11.7201,0.0
