,F152,F16,F185,F187,F252,F287,F321,F425,F457,F459,F46,F524,F572,F573,F574,F576,F577
1186,0.3952,9.6391,11.01,27.35,3.5518,0.1134,3.3021,4.1004,7.9183,4.3833,724.6802,6.2059,8.64,0.2994,3.0979,1.6245,13.283
1187,0.8267,9.3653,10.25,22.08,3.0684,0.2361,2.9487,8.8275,7.2543,3.5432,722.4428,5.2731,7.91,0.2824,2.6691,1.4926,14.3055
1188,0.4233,9.5954,6.18,17.21,2.4687,0.1297,1.7162,4.4117,4.338,2.745,725.4618,4.2048,11.35,0.3364,4.0075,2.1334,16.2693
1189,1.2099,8.8323,6.78,14.67,3.5301,0.352,2.0179,13.6985,4.8978,2.28,748.8367,5.9554,5.81,0.3435,2.0923,1.097,16.9045
1190,0.2333,10.5396,9.59,19.72,4.1853,0.0789,2.8447,2.2137,6.6749,3.1874,713.1339,7.092,9.75,0.2634,3.4417,1.8344,13.7383
1191,0.4865,9.7225,10.87,23.68,3.4074,0.1394,3.3269,5.0044,7.791,3.8155,721.1653,5.8195,9.92,0.2944,3.4462,1.8705,14.5257
1192,0.527,10.154,5.47,17.26,4.3715,0.15,1.5977,5.1899,3.8558,2.7627,721.6025,8.1528,8.98,0.1556,2.8688,1.6874,9.0462
1193,0.4487,9.9833,7.76,18.09,4.0092,0.1472,2.0607,4.4943,5.5811,2.8577,735.7539,6.856,5.44,0.4464,1.708,1.0188,22.8636
1194,0.3947,9.4999,11.76,14.36,3.9339,0.1219,3.5446,4.1549,8.5731,2.2553,742.4785,6.6143,8.97,0.3116,3.3351,1.6892,14.6674
1195,0.4248,9.2648,7.08,11.56,4.1523,0.1203,2.0045,4.5854,5.0918,1.7951,749.2476,7.6621,5.81,0.3435,2.0923,1.097,16.9045
1196,0.4799,9.6848,8.12,15.65,3.7187,0.1459,2.6007,4.9554,5.5542,2.4786,725.9957,6.3824,9.21,0.4061,3.1321,1.7344,21.8236
1197,1.0925,9.4325,5.17,17.51,1.8048,0.3102,1.6952,11.5822,3.631,2.719,745.3835,3.073,12.07,0.3171,4.2427,2.2752,16.0625
1198,0.4699,10.2629,6,15.16,1.0128,0.1473,2.0388,4.5782,4.1863,2.3665,740.7825,1.7287,5.81,0.3435,2.0923,1.097,16.9045
1199,2.0745,10.7734,7.92,10.71,2.9586,0.7232,2.6353,19.2562,5.6896,1.6863,737.5374,4.9977,9.66,0.2474,3.2073,1.8176,12.6151
1200,0.3768,9.7835,5.42,17.31,4.0823,0.11,1.6141,3.8517,3.7558,2.7076,737.8975,7.0082,13.28,0.2909,4.4922,2.5009,15.8974
1201,0.7914,9.3589,6.99,10.76,3.8061,0.2264,2.1162,8.4558,4.6982,1.6637,742.2385,6.5647,12.07,0.3171,4.2427,2.2752,16.0625
1202,0.4219,9.3108,8.45,12.93,3.7948,0.1285,2.163,4.5316,5.9709,2.0234,739.7004,6.4466,9.45,0.2011,3.3535,1.7786,10.4446
1203,0.4815,9.6687,6.11,19.96,2549.9885,0.1375,1.7514,4.9804,4.3608,3.1793,730.1568,818.0005,9.66,0.2474,3.2073,1.8176,12.6151
1204,0.4759,10.0536,6.72,19.43,1.7199,0.1433,2.0427,4.7335,4.6671,3.1246,718.9306,2.9224,6.9,0.262,2.3906,1.2973,13.7109
1205,0.3426,9.8322,6.03,15.61,2.6487,0.1129,1.8342,3.4841,4.1722,2.5078,716.2079,4.5198,9.01,0.2454,2.9594,1.7051,12.3064
1206,0.3578,9.7599,5.84,15.32,3.8966,0.1177,1.8582,3.6664,4.214,2.3884,746.2285,6.5995,7.57,0.2211,2.5744,1.4242,9.9068
1207,0.459,9.9584,8.3,14.32,2.5225,0.1405,2.632,4.6091,5.8351,2.1936,757.5851,4.2882,8.4,0.1986,2.8909,1.5828,9.363
1208,0.2887,9.5217,6.73,18.24,3.1113,0.0883,2.0528,3.0321,4.8223,2.9128,728.4728,5.3806,7.87,0.211,2.9252,1.48,10.7575
1209,0.7604,9.3538,8.23,14.75,3.8639,0.2176,2.5565,8.1293,5.8159,2.2729,752.6818,6.583,8.4,0.1986,2.8909,1.5828,9.363
1210,1.03,9.5211,6.57,16.78,3.7626,0.2922,2.0697,10.8182,4.4372,2.6734,720.4581,6.4759,7.91,0.2824,2.6691,1.4926,14.3055
1211,0.3949,9.7887,7.37,20.67,2.6246,0.1253,2.4318,4.0341,5.4361,3.2891,734.0956,4.4966,8.27,0.3001,2.7629,1.5487,13.4487
1212,0.284,9.8648,6.77,15.25,1.1107,0.0892,2.1408,2.8786,5.058,2.4151,740.3622,1.8942,9.03,0.2467,3.1801,1.6988,11.8556
1213,0.2928,10.0701,5.4,16.46,2.6845,0.1015,1.6512,2.9077,3.9913,2.6022,739.6681,4.6314,7.99,0.2378,2.6686,1.5024,12.3221
1214,0.3228,9.5304,6.24,20.67,3.5845,0.1144,1.6443,3.3871,4.3558,3.2452,739.9475,6.1344,6.24,0.2848,2.1791,1.1805,12.8307
1215,0.1888,9.8726,3.58,15.38,4.4908,0.069,1.2784,1.9125,2.5247,2.4735,719.0714,7.5393,10.63,0.2428,3.6826,2.0011,10.8309
1216,0.2437,10.0435,6.54,21.04,3.5911,0.0818,1.9653,2.4266,4.6948,3.285,747.5057,6.1395,5.64,0.1785,1.8358,1.0627,9.5553
1217,0.2375,10.1615,3.99,18.83,1.4532,0.0787,1.3514,2.3371,2.7847,2.9403,745.5926,2.463,6.24,0.2848,2.1791,1.1805,12.8307
1218,0.2361,10.0331,7.91,21.94,1.5599,0.0907,2.5703,2.3535,5.9762,3.4944,739.4269,2.6269,5.71,0.2796,1.565,1.0746,13.7332
1219,1.2092,9.4517,4.53,18.47,3.9151,0.342,1.6724,12.7932,3.2371,2.9442,730.0831,6.6741,9.66,0.2474,3.2073,1.8176,12.6151
1220,0.2471,10.5824,6.5,16.03,2.0603,0.0816,1.9051,2.335,4.7878,2.5747,728.0349,3.6854,6.95,0.2234,2.229,1.3144,11.28
1221,0.3642,10.1999,4.59,16.96,3.9072,0.1174,1.6837,3.5704,3.0976,2.6333,737.2976,6.9073,8.46,0.3885,2.7216,1.6032,19.3112
1222,0.2746,9.6093,7.53,20.01,3.1231,0.0982,2.3308,2.8579,5.4501,3.161,739.3696,5.5357,6.24,0.2848,2.1791,1.1805,12.8307
1223,0.5416,9.9706,6.16,23.61,3.1122,0.1566,1.994,5.4322,4.3522,3.8002,720.2887,5.6108,9.92,0.2944,3.4462,1.8705,14.5257
1224,0.4039,9.8519,2.58,15.37,1.6521,0.1307,0.8882,4.0999,1.812,2.4061,741.2151,2.8358,6.24,0.2848,2.1791,1.1805,12.8307
1225,0.3712,9.8188,6.17,17.81,3.8642,0.1269,1.7477,3.7806,4.1577,2.8544,714.227,6.6183,7.91,0.2824,2.6691,1.4926,14.3055
1226,0.3608,9.7901,4.51,19.73,1.9898,0.1208,1.2941,3.6854,3.1381,3.1375,726.4209,3.5341,5.71,0.2796,1.565,1.0746,13.7332
1227,0.3412,9.714,6.01,15.92,2.1536,0.1111,1.7585,3.5122,4.1473,2.5305,725.6157,3.6908,5.65,0.1416,1.8871,1.0597,13.1807
1228,0.3942,9.0454,9.42,10.41,3.5044,0.1153,3.2759,4.3578,6.7764,1.6008,758.7243,6.0055,7.56,0.2492,2.5286,1.4267,12.3718
1229,0.3486,10.0077,8.67,11.93,2.48,0.1098,2.8465,3.4835,6.5555,1.8554,754.2035,4.1773,8.09,0.2678,2.645,1.523,13.1304
1230,0.4913,9.248,10.28,31.34,1.3919,0.1406,2.629,5.3126,7.1389,5.0371,714.9704,2.3601,11.12,0.1474,4.055,2.1201,13.5037
1231,0.2833,9.8614,6.06,15.26,3.7271,0.0943,1.8312,2.8723,4.3897,2.3953,740.6671,6.4289,8.4,0.1986,2.8909,1.5828,9.363
1232,0.356,10.2239,5.16,17.95,2.7078,0.1141,1.5111,3.4817,3.6249,2.8068,740.0337,4.5572,11.12,0.1474,4.055,2.1201,13.5037
1233,0.5714,9.2754,7.2,11.61,3.5518,0.1659,2.39,6.1602,5.0347,1.8094,742.3253,6.1135,11.12,0.1474,4.055,2.1201,13.5037
1234,0.5149,9.5497,6.46,21.54,2.1627,0.149,2.2667,5.3922,4.7261,3.4268,734.9701,3.7073,415.03,1.0166,122.8283,83.7821,56.764
1235,0.256,10.0642,6.16,19.4,3.43,0.0874,1.7763,2.5436,4.5415,3.0854,735.8958,6.0809,7.74,0.3561,2.7235,1.4546,17.0809
1236,0.5753,9.9762,5.24,18.05,1.6341,0.1667,1.7481,5.7663,3.6284,2.7433,762.6607,2.7522,8.17,0.3876,2.7254,1.535,20.0671
1237,0.4264,9.0037,10.75,22.99,2.5397,0.1232,2.9989,4.7354,7.5371,3.6249,734.8356,4.3657,430.37,0.7033,110.6133,80.5462,70.1626
1238,0.3921,9.8275,4.9,12.66,1.6721,0.1285,1.6361,3.9899,3.2859,1.9585,741.5196,2.9669,11.12,0.1474,4.055,2.1201,13.5037
1239,0.308,10.0554,14.47,19,3.655,0.0993,3.8774,3.0625,10.5442,3.0192,736.2923,6.2034,7.56,0.2492,2.5286,1.4267,12.3718
1240,0.2918,10.0079,6.11,16.59,1.3138,0.0977,1.7657,2.9154,4.2822,2.5815,742.2381,2.2383,9.82,0.3602,3.5086,1.8492,17.6298
1241,0.3105,10.4049,6.5,13.37,3.4186,0.1042,1.8723,2.984,4.5933,2.087,741.4278,5.8213,7.91,0.2824,2.6691,1.4926,14.3055
1242,0.47,9.9153,4.74,16.07,1.8654,0.1334,1.2499,4.7398,3.4945,2.5364,742.7585,3.2025,5.65,0.1416,1.8871,1.0597,13.1807
1243,0.3695,9.9038,6.15,17,4.2868,0.1216,1.7702,3.7307,4.2911,2.6885,730.7856,7.3088,5.71,0.2796,1.565,1.0746,13.7332
1244,0.2625,9.9515,4.25,18.57,3.695,0.0875,1.3975,2.6381,2.9234,2.9529,725.8276,6.253,271.73,0.6234,125.6939,59.2203,57.0065
1245,0.4338,9.7233,7.46,22.29,3.3966,0.1227,2.4299,4.4614,5.4878,3.5438,735.288,5.7861,9.75,0.2634,3.4417,1.8344,13.7383
1246,0.25,10.0501,6.14,22.11,2.6192,0.0888,2.0982,2.4875,4.5966,3.5265,734.2907,4.3958,7.91,0.2824,2.6691,1.4926,14.3055
1247,0.1609,10.4739,14.88,18.76,2.1877,0.0513,4.5058,1.5364,11.0905,2.9861,734.4828,3.7447,445.8,1.2041,142.1606,86.7573,91.1106
1248,0.6491,9.9142,7.04,20.46,1.6086,0.1918,2.0403,6.5467,5.1131,3.2427,738.0605,2.7612,6.24,0.2848,2.1791,1.1805,12.8307
1249,0.7734,9.6661,3.41,16.1,2.2982,0.2197,1.306,8.0012,2.3954,2.5026,744.8439,3.9069,7.77,0.2588,2.7003,1.4588,12.2751
1250,0.4548,9.9374,5.02,18.6,1.5785,0.1311,1.6223,4.5765,3.6627,2.9229,745.2585,2.6704,5.65,0.1416,1.8871,1.0597,13.1807
1251,0.2891,9.9426,6.16,18.72,3.5491,0.0956,2.0663,2.9078,4.4547,2.9249,745.5531,6.0272,7.74,0.3561,2.7235,1.4546,17.0809
1252,0.5441,9.6623,9.87,20.29,3.4298,0.1587,2.8095,5.6314,7.1838,3.2495,728.5804,5.8122,11.12,0.1474,4.055,2.1201,13.5037
1253,0.7795,9.4578,6.85,17.8,1.9166,0.2194,1.9766,8.2419,4.908,2.8236,733.293,3.4285,7.74,0.3561,2.7235,1.4546,17.0809
1254,0.8259,9.4463,4.65,18.88,3.7251,0.2368,1.3549,8.7427,3.1694,3.004,722.2978,6.5895,10.65,0.3068,3.6722,2.0113,14.5194
1255,0.3003,9.9355,7.06,13.77,4.0375,0.0937,1.9841,3.0228,5.27,2.1369,756.3401,6.852,7.74,0.3561,2.7235,1.4546,17.0809
1256,0.5309,9.9364,4.92,17.46,3.3528,0.154,1.2736,5.3426,3.4415,2.7263,740.2896,5.6579,7.49,0.0956,2.3908,1.4206,9.7546
1257,0.7625,9.8516,8.06,13.16,1.6157,0.2261,2.269,7.7401,5.7308,2.0234,755.7905,2.7189,5.86,0.2919,1.9029,1.1013,14.5448
1258,0.2369,10.086,5.39,15.04,4.2818,0.0862,1.4992,2.3492,3.9675,2.3893,735.5159,7.271,7.74,0.3561,2.7235,1.4546,17.0809
1259,0.2634,10.0656,7.07,18.06,2.8739,0.0923,2.6893,2.6173,5.0895,2.8656,734.8748,4.8558,427.42,0.794,110.1081,79.2885,60.1633
1260,0.2493,10.0426,8.99,22.73,2.4754,0.0895,2.7741,2.4829,6.4479,3.6088,733.13,4.1638,445.8,1.2041,142.1606,86.7573,91.1106
1261,0.836,9.4151,9.23,18.94,1.6563,0.2412,2.7093,8.8796,6.6922,3.0322,729.5885,2.7929,10.16,0.4359,3.3109,1.9075,21.0996
1262,0.8261,9.5181,6.55,17.07,1.4759,0.2376,2.1375,8.6787,4.3902,2.6483,738.2862,2.4908,11.12,0.1474,4.055,2.1201,13.5037
1263,0.3964,9.9792,3.86,17.34,4.1868,0.1211,1.3224,3.9728,2.7088,2.7121,738.9932,7.1075,9.66,0.2474,3.2073,1.8176,12.6151
1264,0.3789,10.308,7.76,18.89,2.4794,0.1106,2.2097,3.6755,5.4922,2.9807,734.8131,4.2062,8.08,0.3375,2.9648,1.5218,17.2472
1265,0.7072,9.9392,10.98,21.55,1.7432,0.2076,3.4753,7.115,8.174,3.4402,736.416,2.9972,7.62,0.3249,2.579,1.4343,17.1775
1266,0.2533,9.9967,7.11,10.94,1.569,0.0895,2.0863,2.534,5.0376,1.6819,752.8329,2.6426,8.09,0.2678,2.645,1.523,13.1304
1267,0.2529,9.9475,9.12,17.18,4.8582,0.0843,2.2681,2.5422,6.1158,2.7486,715.0334,8.3161,10.65,0.3068,3.6722,2.0113,14.5194
1268,0.8781,9.5119,5.95,20.03,3.6105,0.252,2.0166,9.2312,4.3224,3.1828,734.056,6.1983,6.24,0.2848,2.1791,1.1805,12.8307
1269,0.4001,9.5345,13.61,21.84,2.2206,0.1199,3.6038,4.196,10.0939,3.4992,731.7016,3.7944,9.01,0.2753,2.596,1.6997,13.8979
1270,0.2283,10.1365,6.38,15.34,4.1651,0.0738,2.0657,2.2528,4.8462,2.4345,738.5616,7.0968,6.24,0.2848,2.1791,1.1805,12.8307
1271,0.2156,9.7392,4.76,18.38,3.5343,0.0692,1.787,2.2133,3.5123,2.9088,737.7141,6.0859,14.12,0.228,4.5485,2.6679,12.6429
1272,0.3308,10.0658,7.08,23.6,2.3607,0.1072,2.7235,3.2864,5.2864,3.741,743.3654,4.0505,5.71,0.2796,1.565,1.0746,13.7332
1273,0.5468,9.8134,7.37,17.83,4.5255,0.163,2.2941,5.5723,5.2908,2.8291,733.3824,7.7648,8.18,0.2392,2.8189,1.5366,11.4779
1274,0.3865,9.6667,6.28,12.29,2.9254,0.1123,2.0923,3.9985,4.2895,1.9095,739.8721,4.9672,431.71,1.2571,138.3859,83.919,67.3679
1275,0.5795,9.8427,5.75,12.32,4.2837,0.1711,2.0335,5.8873,4.2272,1.8992,759.3262,7.3202,9.02,0.2568,3.0501,1.6951,12.6333
1276,0.3962,9.738,4.6,10.94,3.3195,0.1168,1.6582,4.0684,3.2844,1.6842,755.825,5.6518,9.02,0.2568,3.0501,1.6951,12.6333
1277,0.666,9.7831,7.07,14.91,4.0516,0.1961,2.0802,6.8077,5.0784,2.3079,752.9685,6.9154,9.02,0.2568,3.0501,1.6951,12.6333
1278,0.2529,10.3182,5.05,15.25,3.7364,0.0908,1.7879,2.4509,3.5563,2.3849,739.8943,6.3762,7.87,0.211,2.9252,1.48,10.7575
1279,0.2376,10.2112,8.11,27.15,2.5716,0.0816,2.6338,2.327,5.9035,4.2936,738.585,4.4055,7.6,0.3159,2.6072,1.4323,16.0105
1280,0.5747,10.0453,7.11,14.72,4.27,0.1666,2.2996,5.7214,5.1241,2.3157,741.3278,7.2639,5.65,0.1416,1.8871,1.0597,13.1807
1281,0.4819,9.799,8.07,11.15,1.6626,0.1364,2.308,4.9177,5.8982,1.7169,756.8584,2.8147,8.09,0.2678,2.645,1.523,13.1304
1282,0.5571,9.9273,6.26,16.06,1.9951,0.1594,2.0713,5.6115,4.6518,2.5474,737.3824,3.5069,5.71,0.2796,1.565,1.0746,13.7332
1283,0.49,9.7594,7.61,23.33,1.6687,0.1413,2.514,5.0213,5.6121,3.7182,736.1251,2.8329,8.17,0.3876,2.7254,1.535,20.0671
1284,0.5427,10.0759,9.39,22.94,1.9263,0.1587,2.6635,5.3864,7.0991,3.6515,740.6303,3.2943,6.24,0.2848,2.1791,1.1805,12.8307
1285,0.3201,10.0493,4.75,15.77,2.1356,0.1019,1.6224,3.185,3.3176,2.4697,737.3465,3.626,10.07,0.275,3.3664,1.9045,13.9266
1286,0.6167,10.1402,8.51,20.81,1.6108,0.1808,2.5637,6.0816,6.0763,3.2762,740.3259,2.759,10.85,0.2938,3.609,2.0421,15.1731
1287,0.4174,9.6269,3.71,18.77,4.399,0.1235,1.0463,4.3354,2.654,2.9739,734.3664,7.5455,8.18,0.2392,2.8189,1.5366,11.4779
1288,0.2642,10.1418,7.62,18.61,3.2545,0.0952,2.2101,2.6046,5.4629,2.9617,730.5397,5.5305,8.18,0.2392,2.8189,1.5366,11.4779
1289,0.5669,10.1755,5.65,14.98,1.7184,0.1635,1.8077,5.5717,3.9622,2.2945,755.404,2.9087,5.86,0.2919,1.9029,1.1013,14.5448
1290,0.3004,10.2248,7.99,17.13,4.2031,0.1043,2.6422,2.9382,5.7584,2.7135,736.4611,7.1876,9.02,0.2568,3.0501,1.6951,12.6333
1291,0.3195,10.2047,5.12,18.21,3.6903,0.1043,1.9548,3.1308,3.5973,2.8773,735.9414,6.2973,431.71,1.2571,138.3859,83.919,67.3679
1292,0.4657,9.7734,10.39,20.31,4.4464,0.1358,3.1872,4.765,7.6126,3.2155,738.2598,7.5948,8.09,0.2678,2.645,1.523,13.1304
1293,0.495,9.7715,4.56,13.36,4.6528,0.1426,1.5173,5.0657,3.2671,2.039,764.3694,7.8991,8.09,0.2678,2.645,1.523,13.1304
1294,0.341,10.1475,9.38,20.74,4.2149,0.1098,2.8581,3.3601,6.9749,3.3095,735.9968,7.1768,9.89,0.3112,3.4623,1.8585,15.1191
1295,0.5862,9.7254,13.13,21.32,4.3516,0.1739,3.8265,6.027,9.8121,3.3923,738.6934,7.4295,7.56,0.2492,2.5286,1.4267,12.3718
1296,0.5614,9.8259,4.69,18.86,3.9329,0.1598,1.2176,5.7134,3.4642,2.9668,743.9025,6.6847,7.74,0.3561,2.7235,1.4546,17.0809
1297,0.4867,9.7403,6.56,17.25,1.631,0.1391,2.1977,4.9967,4.7877,2.7344,737.0933,2.809,9.04,0.0667,2.9281,1.7121,6.0256
1298,0.4039,9.6853,6.85,22.83,2.6778,0.118,2.1755,4.1702,4.9804,3.6284,733.0059,4.3887,8.17,0.3876,2.7254,1.535,20.0671
1299,0.2845,10.0607,11.15,23.07,1.7815,0.0964,4.3024,2.8279,8.264,3.6576,739.967,3.0217,7.56,0.2492,2.5286,1.4267,12.3718
1300,0.4917,9.9111,7.05,12.76,3.9776,0.1487,2.0052,4.9608,5.0811,2.0086,739.0091,6.7459,8.4,0.1986,2.8909,1.5828,9.363
1301,0.5232,10.0076,7.18,21.21,2.7553,0.15,1.7895,5.2284,5.4173,3.3577,745.5665,4.6055,9.01,0.2753,2.596,1.6997,13.8979
1302,0.4638,9.9217,7.4,19.26,4.2443,0.1426,1.9121,4.6748,4.9971,3.0596,723.0099,7.2477,9.92,0.2944,3.4462,1.8705,14.5257
1303,0.249,10.1278,6.18,19.45,6.4074,0.0834,2.0918,2.459,4.3926,3.1458,715.8342,11.9517,7.91,0.2824,2.6691,1.4926,14.3055
1304,0.5144,9.9855,5.81,16.59,3.5276,0.1476,1.5334,5.1518,4.2108,2.611,741.6294,6.0797,5.65,0.1416,1.8871,1.0597,13.1807
1305,0.6055,9.953,7.51,23.34,1.8995,0.176,2.5865,6.0839,5.3866,3.6704,743.2927,3.2252,6.24,0.2848,2.1791,1.1805,12.8307
1306,0.2673,9.9879,7.1,16.55,4.3819,0.095,1.9301,2.6762,4.9793,2.594,737.963,7.4664,8.28,0.1233,2.5755,1.5615,12.5176
1307,0.9047,9.4762,5.17,15.43,3.8654,0.2566,1.7928,9.5469,3.6293,2.4683,722.3005,6.7801,10.85,0.2938,3.609,2.0421,15.1731
1308,0.4223,9.6004,6.36,13.18,2.9948,0.1236,2.0793,4.3983,4.5402,2.0521,741.3689,5.1737,445.8,1.2041,142.1606,86.7573,91.1106
1309,0.2822,9.975,6.92,21.65,4.2591,0.0986,2.099,2.8292,4.7955,3.4832,717.3365,7.2451,10.65,0.3068,3.6722,2.0113,14.5194
1310,0.3833,9.6825,13.21,20.94,3.9277,0.1228,3.9259,3.9582,9.5623,3.3188,735.6728,6.5107,427.42,0.794,110.1081,79.2885,60.1633
1311,0.6286,10.1229,8.1,22.14,2.3188,0.183,3.0362,6.2095,5.8755,3.5067,737.333,3.9051,5.86,0.2919,1.9029,1.1013,14.5448
1312,0.49,9.6721,3.89,13.68,3.0287,0.1434,1.214,5.0659,2.666,2.1069,748.2197,5.3008,431.71,1.2571,138.3859,83.919,67.3679
1313,0.4479,9.6372,6.51,17.01,4.519,0.1324,2.0956,4.6477,4.7255,2.6827,741.61,7.7395,7.74,0.3561,2.7235,1.4546,17.0809
1314,0.5426,9.9104,10.19,17.59,4.2929,0.158,2.7168,5.475,7.3306,2.7719,737.8063,7.4061,10.85,0.2938,3.609,2.0421,15.1731
1315,0.3825,9.5209,3.99,18.88,4.7019,0.13,1.35,4.0178,2.9074,2.9766,742.8582,7.8175,7.83,0.2619,2.6162,1.4715,14.448
1316,0.3113,9.5597,7.78,14.32,2.1879,0.1172,2.8855,3.2562,5.4855,2.2493,737.3112,3.8031,9.01,0.2753,2.596,1.6997,13.8979
1317,0.3113,10.2424,10.29,16.74,1.5974,0.1003,2.9601,3.0391,7.639,2.6406,743.6012,2.6957,6.24,0.2848,2.1791,1.1805,12.8307
1318,0.3623,9.5272,9.19,15.31,3.4914,0.1262,2.4187,3.8031,6.458,2.4031,735.8067,5.7085,9.01,0.2753,2.596,1.6997,13.8979
1319,0.4845,9.8327,8.33,18.8,2.9639,0.1374,2.4266,4.9271,6.0305,2.9663,738.4099,5.0304,10.85,0.2938,3.609,2.0421,15.1731
1320,0.526,9.9442,5.51,14.69,2.5614,0.1501,1.7049,5.2894,3.8034,2.233,763.0011,4.4334,8.17,0.3876,2.7254,1.535,20.0671
1321,0.3201,10.2286,5.44,22.49,3.406,0.1048,1.7845,3.1293,3.8686,3.4963,753.1408,5.8579,8.94,0.3628,3.1572,1.6891,17.7634
1322,0.4482,9.8053,7.3,21.59,1.792,0.1437,2.0158,4.5711,5.1679,3.3989,736.3344,3.0706,8.28,0.1233,2.5755,1.5615,12.5176
1323,0.3927,9.743,4.54,17.33,4.0955,0.1283,1.3892,4.0305,3.3042,2.7482,732.733,7.0633,8.28,0.1233,2.5755,1.5615,12.5176
1324,0.6152,10.1587,5.46,16.64,3.9099,0.1868,1.9896,6.0563,3.8717,2.6697,721.3796,6.6354,10.63,0.2428,3.6826,2.0011,10.8309
1325,0.4671,9.9604,6.13,24.75,3.9654,0.1514,2.4697,4.6893,4.576,3.9222,743.8144,6.6993,5.71,0.2796,1.565,1.0746,13.7332
1326,0.2755,9.9738,6.08,20.76,4.1181,0.0954,1.9451,2.7626,4.2831,3.2542,742.767,7.0036,8.28,0.1233,2.5755,1.5615,12.5176
1327,0.3999,9.6309,6.23,18.98,4.3051,0.1152,1.9612,4.1523,4.7028,3.0335,736.8733,7.2899,5.71,0.2796,1.565,1.0746,13.7332
1328,0.237,9.8665,5.85,16.21,3.6414,0.0859,2.0714,2.4018,4.159,2.5509,738.5086,6.2153,432.94,0.6864,111.2887,81.0506,61.8956
1329,1.0231,9.7386,6.92,24.72,3.9611,0.2873,2.4986,10.506,5.2006,3.9324,740.6656,6.8363,5.71,0.2796,1.565,1.0746,13.7332
1330,0.5434,9.7499,7.12,19.19,4.3688,0.1652,2.1775,5.5739,5.0645,3.0429,732.6969,7.4614,10.85,0.2938,3.609,2.0421,15.1731
1331,0.5757,9.9325,7.85,19.88,3.8371,0.1673,2.6409,5.7959,5.5995,3.1376,736.4942,6.622,8.28,0.1233,2.5755,1.5615,12.5176
1332,0.5757,9.9632,5.59,12.37,4.1735,0.1708,1.396,5.778,3.9522,1.8936,759.9171,7.1076,8.09,0.2678,2.645,1.523,13.1304
1333,0.553,9.8721,9.29,9.3,1.5598,0.1632,2.9309,5.602,6.4932,1.461,734.799,2.6916,10.87,0.2034,3.7527,2.0346,14.8076
1334,0.6028,10.0036,6.87,23.49,4.7507,0.1781,2.1105,6.0262,4.7912,3.6878,740.893,8.0831,6.24,0.2848,2.1791,1.1805,12.8307
1335,0.4996,9.8497,6.41,10.55,1.5328,0.1466,1.9619,5.0726,4.3863,1.62,750.7105,2.6544,431.71,1.2571,138.3859,83.919,67.3679
1336,0.8071,9.7751,6.27,15.55,2.4768,0.2289,2.0437,8.257,4.5427,2.4713,732.5745,4.1522,9.02,0.2568,3.0501,1.6951,12.6333
1337,0.5011,9.8216,9.7,11.92,4.4257,0.1457,3.4269,5.1017,6.8303,1.8734,734.4767,7.5578,445.8,1.2041,142.1606,86.7573,91.1106
1338,0.5468,10.055,6.51,15.17,2.638,0.1649,1.8991,5.4384,4.4712,2.3434,746.0684,4.5204,431.71,1.2571,138.3859,83.919,67.3679
1339,0.3891,9.642,8.19,12.23,1.5358,0.1256,3.3341,4.0351,5.8258,1.8654,764.5294,2.6219,7.83,0.2619,2.6162,1.4715,14.448
1340,0.4805,9.6658,6.81,19.75,3.4014,0.1392,2.1088,4.9712,5.0432,3.1176,742.0476,5.7972,9.01,0.2753,2.596,1.6997,13.8979
1341,0.633,9.6481,9.63,15.78,1.7243,0.1905,3.4326,6.5603,7.1733,2.4397,758.1008,3.0616,7.93,0.3692,2.7404,1.4883,17.4117
1342,0.1883,10.0882,5.23,14.94,3.8663,0.0669,1.5172,1.8661,3.6635,2.3475,734.4513,6.6798,10.65,0.3068,3.6722,2.0113,14.5194
1343,0.6107,10.0823,7.23,14.04,1.6506,0.1782,2.5464,6.0573,5.2645,2.2151,740.4056,2.8378,9.04,0.0667,2.9281,1.7121,6.0256
1344,0.8524,9.7899,6.5,11.35,2.7488,0.239,1.8597,8.707,4.7967,1.7976,733.6202,4.51,7.83,0.2619,2.6162,1.4715,14.448
1345,0.3222,9.9994,5.05,14.67,2.095,0.1071,1.5044,3.2225,3.552,2.2917,739.4217,3.6366,8.18,0.2392,2.8189,1.5366,11.4779
1346,0.5485,9.4764,4.68,16.24,4.6276,0.161,1.6632,5.7886,3.3131,2.4975,753.8075,8.116,8.09,0.2678,2.645,1.523,13.1304
1347,0.542,9.4928,7.52,15.25,4.1995,0.1576,2.2982,5.7101,5.436,2.4031,736.6305,6.8771,427.42,0.794,110.1081,79.2885,60.1633
1348,0.5324,9.4661,8.41,15.67,2.424,0.1568,2.9718,5.6239,6.1973,2.503,730.6628,4.0218,7.83,0.2619,2.6162,1.4715,14.448
1349,0.6592,9.8291,5.5,9.85,2.7475,0.1963,1.7189,6.7063,3.8173,1.5371,739.2353,4.7162,431.71,1.2571,138.3859,83.919,67.3679
1350,0.744,9.7936,4.7,18.46,1.7186,0.2174,1.3401,7.5965,3.2764,2.9039,736.4165,3.0107,10.25,0.2424,3.4925,1.9267,11.7201
1351,0.7686,9.7628,6.3,12.03,2.5557,0.2181,1.9035,7.8732,4.4035,1.8777,739.8955,4.3647,431.71,1.2571,138.3859,83.919,67.3679
