,F152,F153,F159,F16,F185,F187,F198,F200,F201,F21,F252,F26,F273,F287,F319,F32,F321,F33,F334,F337,F34,F35,F39,F4,F407,F411,F413,F425,F426,F457,F459,F46,F470,F471,F474,F476,F524,F572,F573,F574,F576,F577
1360,0.7861,0.0163,1150,9.7882,8,9.89,0.739,19.73,10.22,-5393.5,2.6405,2.0013,19.7442,0.2296,5.1882,85.1404,2.7121,8.627,0.2328,3.2055,50.6212,64.0218,118.284,1.8467,1.2208,2.2872,9.3883,8.0311,1.6889,6.1202,1.5399,753.7474,7.042,5.5842,44.6021,9.5566,4.5495,7.93,0.3692,2.7404,1.4883,17.4117
1361,0.4558,0.0146,651,9.2498,8.27,9.6,1.318,17.4,8.45,-5422.75,2.3968,1.953,19.7442,0.1317,4.4051,85.9331,2.1777,8.8215,0.3562,2.5123,50.6088,64.054,118.5238,1.8467,1.4147,2.2872,9.3883,4.9276,1.5108,5.8676,1.4704,760.5893,12.6878,5.9403,28.9859,14.2385,4.1375,10.25,0.2424,3.4925,1.9267,11.7201
1362,0.367,0.0076,2356,9.6149,5.58,21.87,0.292,10.54,7.95,-5130.75,2.1652,1.9842,22.9282,0.1062,8.6381,83.3424,1.9877,8.7786,0.1112,2.2953,50.194,64.2226,120.5418,1.2016,1.4147,3.2793,28.6564,3.817,0.7763,4.0344,3.4636,738.7064,2.8609,6.0348,44.4064,14.2953,3.7357,431.71,1.2571,138.3859,83.919,67.3679
1363,0.485,0.013,804,9.4295,7.76,18.14,1.092,25.28,8.49,-5392.25,3.5528,1.9777,17.6993,0.1416,4.4952,84.6724,2.3851,9.0447,0.3029,2.4969,50.6192,64.0033,119.0986,1.3679,1.357,2.1734,9.7555,5.1434,1.3416,5.6326,2.8257,747.7861,10.4481,4.4931,48.7572,9.7787,6.057,7.6,0.3159,2.6072,1.4323,16.0105
1364,0.8523,0.0134,731,9.9074,5.85,21.82,0.31,23.9,9.48,-5390,2.5239,2.0025,23.832,0.2521,9.0739,86.899,2.0337,9.3181,0.1067,2.7512,50.7948,64.1792,118.7162,1.3004,1.1881,3.3101,47.8766,8.6026,1.3802,4.1219,3.4636,730.3658,2.9002,8.0142,46.3549,11.5439,4.3081,5.65,0.1416,1.8871,1.0597,13.1807
1365,0.4466,0.0106,1411,9.9888,8.49,22.37,0.763,16.41,16.72,-5274.25,4.098,1.959,21.2136,0.1368,9.605,84.3147,2.3508,9.6515,0.2069,4.6951,50.3661,64.2547,120.722,1.1853,1.1092,2.6287,13.7738,4.4714,1.0939,6.3398,3.5331,745.5478,7.6134,22.3041,62.6032,12.975,7.1594,9.01,0.2753,2.596,1.6997,13.8979
1366,0.6029,0.0057,1175,10.233,5.11,17.3,0.3,17.78,7.91,-5043.5,4.8732,1.9788,22.0636,0.1742,8.6076,84.7662,1.6918,9.1141,0.088,2.0542,50.6253,64.8052,119.187,0.9751,0.8779,2.8417,9.7942,5.8916,0.5854,3.5141,2.7151,734.8494,2.9021,7.1316,27.5268,8.2679,8.5913,8.21,0.2985,2.7655,1.5441,14.3961
1367,0.5392,0.0057,390,10.237,7.46,15.21,0.202,10.89,5.9,-5547.5,2.6041,1.9902,22.0636,0.1579,7.1103,84.7951,2.0375,8.9818,0.0598,1.9732,50.2772,63.9313,118.9448,0.9751,0.8779,2.8417,9.7942,5.2669,0.5785,5.5376,2.4345,731.1057,1.9714,8.3849,44.6581,4.0114,4.434,5.81,0.3435,2.0923,1.097,16.9045
1368,0.3126,0.0081,1300,10.0962,11.57,13.17,0.221,10.89,4.02,-5294.5,4.4904,2.0017,22.0636,0.1016,7.6387,84.3147,3.2337,9.6515,0.0769,1.1502,50.3661,64.2547,120.722,0.9751,0.8779,2.8417,9.7942,3.0963,0.8311,8.7785,2.1108,735.5886,2.1573,4.6107,19.0321,10.8491,8.5035,9.88,0.3649,3.5115,1.8435,18.4727
1369,0.5931,0.0109,432,9.9772,4.16,20.86,0.575,14.23,13.19,-5259.25,4.9187,1.9752,18.8466,0.1761,9.1805,86.9432,1.3658,8.8105,0.1697,3.6401,50.6086,64.0283,118.1238,1.4884,0.8779,2.2132,13.442,5.9443,1.1162,3.1487,3.3005,744.6366,5.7193,17.5013,43.4718,17.5542,8.4317,9.01,0.2753,2.596,1.6997,13.8979
1370,0.5041,0.0081,1239,9.3448,5.64,13.53,0.524,12.64,8.28,-5395.5,2.4414,1.999,19.7442,0.1476,4.6372,84.8754,1.8604,9.1637,0.1453,2.6236,50.555,64.7823,119.2618,1.8467,1.3882,2.2872,9.3883,5.3949,0.8337,3.9267,2.0819,751.0079,4.9625,4.9115,37.8285,9.5981,4.2447,431.71,1.2571,138.3859,83.919,67.3679
1371,0.6058,0.014,820,10.1003,5.71,18.13,0.24,17.23,5.59,-5573.75,3.2982,2.0225,22.1347,0.1776,7.1589,84.078,1.8074,8.9605,0.0734,1.5687,50.1756,64.1054,120.319,1.5512,0.8779,2.7594,9.6915,5.9981,1.442,4.183,2.8901,731.7874,2.2986,6.0582,18.879,17.3473,5.4878,10.25,0.2424,3.4925,1.9267,11.7201
1372,0.7377,0.0178,1056,9.7642,7.47,17.42,0.266,18.47,4.84,-5487,3.2716,2.0025,19.5297,0.2088,7.2035,85.4577,2.3102,8.2061,0.0816,1.4216,50.425,64.4522,117.823,1.6782,1.3882,2.3759,8.7736,7.5547,1.8398,5.4463,2.7772,730.7489,2.5433,2.5414,21.2987,7.9616,5.6501,9.42,0.4069,3.491,1.7755,20.7331
1373,0.3543,0.0115,318,10.1558,10.37,22.11,0.332,11.31,4.16,-5364.75,1.4346,2.014,18.8466,0.1173,7.6522,85.1404,3.5924,8.627,0.1248,1.4436,50.6212,64.0218,118.284,1.4884,1.3882,2.2132,13.442,3.4887,1.1776,7.7126,3.5016,736.9493,3.24,7.1437,16.8854,10.0959,2.4774,9.01,0.2753,2.596,1.6997,13.8979
1374,0.3145,0.0106,1205,10.0357,6.2,12.27,1.039,20.97,12.45,-5464.5,1.8073,1.9983,21.0173,0.1035,5.1124,84.6724,1.9257,9.0447,0.3058,3.7759,50.6192,64.0033,119.0986,0.9816,0.8779,2.5268,9.0973,3.134,1.0894,4.5281,1.8986,754.4536,10.189,6.8757,88.9196,16.6555,3.1153,8.28,0.1233,2.5755,1.5615,12.5176
1375,0.7466,0.0206,436,9.9663,6.83,19.14,0.301,13.8,4.19,-5362.5,1.3747,2.0092,18.8466,0.2138,8.7535,85.1404,2.0467,8.627,0.1071,1.1753,50.6212,64.0218,118.284,1.4884,1.3882,2.2132,13.442,7.4913,2.1399,4.9033,3.0249,737.705,2.8689,7.479,15.3018,9.7491,2.3676,10.25,0.2424,3.4925,1.9267,11.7201
1376,0.5215,0.0132,385,9.8396,7.42,17.94,0.364,13.31,6.69,-5378,2.8171,2.008,19.5297,0.1501,8.0962,84.1477,2.3476,9.7571,0.101,1.9827,50.3834,64.331,120.4224,1.6782,1.3882,2.3759,8.7736,5.2997,1.3582,5.6191,2.86,737.3954,3.6145,4.7142,28.8371,10.6213,4.7371,9.02,0.2568,3.0501,1.6951,12.6333
1377,0.3174,0.0088,887,9.5071,5.13,16.13,0.729,17.84,8.18,-5339.75,2.0689,2.0252,22.9282,0.1037,4.0856,84.7662,1.6427,9.1141,0.215,2.3232,50.6253,64.8052,119.187,1.2016,3.0047,3.2793,28.6564,3.339,0.8991,3.5905,2.5185,739.9644,7.017,8.0991,53.5895,12.3893,3.5959,9.01,0.2753,2.596,1.6997,13.8979
1378,0.4966,0.0112,523,9.7029,6.49,10.45,0.544,18.39,6.75,-5492.75,2.1057,1.984,21.2136,0.1412,4.6825,84.7391,1.9952,9.534,0.2059,2.3631,50.6315,64.0518,118.9808,1.1853,3.0047,2.6287,13.7738,5.1178,1.1558,4.7013,1.6159,751.3258,5.1913,4.7874,41.0802,7.7012,3.6354,8.09,0.2678,2.645,1.523,13.1304
1379,0.4976,0.009,1099,9.8211,6.63,21.3,0.323,21.28,12.97,-5342,3.7327,1.964,21.2136,0.141,9.4342,83.914,2.317,8.7286,0.102,3.3957,50.8145,64.4394,118.6336,1.1853,3.0047,2.6287,13.7738,5.0668,0.9274,4.7471,3.3458,744.15,3.1837,15.8973,44.9425,23.3953,6.1868,10.85,0.2938,3.609,2.0421,15.1731
1380,0.3155,0.0163,821,9.996,8.44,14.89,0.484,18.91,8.5,-5656.75,2.6906,1.9582,19.7442,0.0993,5.3388,85.07,2.8161,8.3845,0.1369,2.7161,50.3494,64.3667,117.5286,1.8467,1.3882,2.2872,9.3883,3.156,1.6801,6.308,2.3339,747.2381,4.5498,8.8445,35.4637,9.7357,4.6408,11.05,0.4564,3.8031,2.0854,23.282
1381,0.7074,0.0065,638,9.7622,8.01,19.36,0.579,16.26,6.63,-5522,2.506,1.9748,22.1347,0.1989,8.2521,84.8754,2.2212,9.1637,0.1465,1.7557,50.555,64.7823,119.2618,1.5512,3.0047,2.7594,9.6915,7.2459,0.661,5.8243,3.0517,736.8655,5.6503,6.0683,37.2522,11.8163,4.215,427.42,0.794,110.1081,79.2885,60.1633
1382,0.355,0.0197,1057,10.1775,7.91,23.3,0.323,15.87,6.7,-5302.75,1.6911,2.0078,20.4644,0.1129,8.5285,83.6845,2.3669,8.1409,0.0951,2.2868,50.5119,64.6358,118.1104,1.7047,1.3882,2.6096,10.3526,3.4881,2.0404,5.7118,3.701,735.9934,3.136,6.941,37.5549,11.9748,3.0289,10.25,0.2424,3.4925,1.9267,11.7201
1383,0.3332,0.0168,101,10.2041,6.81,16.17,1.314,19.09,13.84,-5482.75,1.8733,1.9977,19.2252,0.1093,5.1375,84.5612,2.4891,9.088,0.4818,3.926,50.6366,64.8393,119.1598,1.7074,3.0047,2.1066,14.5714,3.2657,1.7307,5.1605,2.5198,754.4013,12.8149,5.5528,50.6543,23.331,3.405,7.93,0.3692,2.7404,1.4883,17.4117
1384,0.3656,0.015,141,10.0392,7.23,15.18,0.962,12.86,9.49,-6496.75,4.2152,1.7875,21.2775,0.1175,5.2426,84.0623,2.8254,8.9607,0.2734,3.0089,50.2067,64.1176,120.2552,1.5555,1.3882,2.5735,14.0361,3.6414,1.5425,5.5322,2.3719,752.1385,9.2621,7.1074,46.5723,20.3511,7.2296,9.14,0.1776,3.1224,1.7165,8.2886
1385,0.4628,0.0087,601,9.7946,6.11,17.94,0.824,18.23,9.37,-5519.25,3.8062,2.0105,21.2136,0.1328,7.8794,84.9605,1.795,9.0744,0.2859,2.4906,50.8538,64.2376,119.4514,1.1853,3.0047,2.6287,13.7738,4.7248,0.8871,4.4181,2.8404,734.8715,8.3722,6.6452,31.1258,12.5858,6.5024,10.85,0.2938,3.609,2.0421,15.1731
1386,0.4267,0.0089,460,9.8271,6.22,12.94,0.425,14.69,10.36,-5414.25,2.5052,1.9795,22.0636,0.1229,4.4719,84.4782,2.3607,9.2064,0.1468,2.7885,50.6402,64.0409,119.1878,0.9751,1.3882,2.8417,9.7942,4.3421,0.9148,4.5671,2.0416,737.3359,3.9799,7.7845,52.1696,8.5721,4.2178,8.28,0.1233,2.5755,1.5615,12.5176
1387,0.5987,0.0137,360,10.0222,5.3,16.78,0.656,14.25,8.13,-6553.5,2.8641,0.6258,19.2238,0.1773,4.3111,83.8792,1.7519,8.6024,0.1645,2.2195,50.4179,64.5517,117.5064,1.6485,0.5734,2.118,7.6342,5.9739,1.4108,3.7631,2.6009,749.2142,6.1609,8.2791,54.5136,19.4493,4.6947,9.1299,0.2908,3.1198,1.717,12.6938
1388,0.5883,0.0174,1396,10.022,14.63,21.95,0.33,18.24,4.12,-5711.75,1.5038,1.9763,19.6525,0.1727,8.9179,85.4577,4.7629,8.2061,0.103,1.4375,50.425,64.4522,117.823,2.387,0.5734,2.8328,29.3073,5.8703,1.7977,10.6356,3.4611,738.8632,3.1638,7.6945,20.6088,6.1083,2.5999,10.25,0.2424,3.4925,1.9267,11.7201
1389,0.2666,0.0177,860,9.8415,10.92,14.21,0.73,11.64,8.24,-5477,2.788,1.9875,18.619,0.0899,5.3549,83.6845,2.8962,8.1409,0.2124,2.3172,50.5119,64.6358,118.1104,1.6604,0.8507,2.3004,12.9658,2.7089,1.8361,7.8624,2.2102,749.6514,6.952,7.2625,44.5481,24.8486,4.5831,9.14,0.1776,3.1224,1.7165,8.2886
1390,0.6026,0.0156,516,9.9983,5.39,15.56,0.921,12.13,9.08,-5694.25,1.7289,2.009,25.1995,0.176,5.03,84.8142,1.8481,9.9095,0.3375,2.9943,50.9039,64.2404,120.267,2.2449,0.5734,3.1392,40.0215,6.0266,1.6051,4.0119,2.399,758.7161,9.0166,4.5012,60.3058,21.6481,2.9782,7.24,0.2456,2.4138,1.358,12.2013
1391,0.3399,0.0148,1283,10.1612,4.43,13.72,0.395,13.9,10.4,-5946.25,1.558,1.9853,18.619,0.103,4.3881,83.8792,1.1231,8.6024,0.1218,3.0485,50.4179,64.5517,117.5064,1.6604,0.8507,2.3004,12.9658,3.3455,1.5213,3.1029,2.1296,745.6174,3.7269,4.1544,64.3664,10.3794,2.6594,10.07,0.3509,3.6046,1.902,17.4779
1392,0.2887,0.0079,1133,9.942,8.89,11.87,0.38,12.64,7.6,-5540,1.4011,1.9963,18.619,0.101,5.3783,85.07,2.7147,8.3845,0.1137,2.2454,50.3494,64.3667,117.5286,1.6604,0.8507,2.3004,12.9658,2.9041,0.8107,6.6003,1.8292,756.8863,3.5533,6.3085,36.4004,10.6974,2.4185,7.24,0.2456,2.4138,1.358,12.2013
1393,0.5823,0.0128,735,9.9698,7.5,15.94,0.28,17.84,4.39,-5418.75,1.6565,1.9893,20.4407,0.1725,7.9755,85.4577,2.2052,8.2061,0.0997,1.2684,50.425,64.4522,117.823,1.5599,0.5734,2.4361,8.9332,5.8403,1.3151,5.3133,2.514,737.1654,2.7171,5.7449,19.2955,12.1398,2.8592,7.93,0.3692,2.7404,1.4883,17.4117
1394,0.6046,0.0058,1645,9.9844,10.44,18.81,0.161,16.38,6.76,-5587.5,1.2995,2.012,19.2238,0.177,9.0367,84.5612,3.4441,9.088,0.0504,1.76,50.6366,64.8393,119.1598,1.6485,0.5734,2.118,7.6342,6.0551,0.5917,7.6686,2.9686,742.3105,1.5559,6.3442,14.6054,17.132,2.2095,10.25,0.2424,3.4925,1.9267,11.7201
1395,0.2936,0.023,812,10.1401,7.76,22.08,0.214,17.29,5.67,-5524.25,1.301,2.0107,15.6457,0.0968,8.5784,84.7662,2.3324,9.1141,0.0778,1.7109,50.6253,64.8052,119.187,2.5361,0.8507,1.9932,23.7795,2.8954,2.3927,5.5139,3.496,733.058,2.0619,4.9937,28.9359,10.3318,2.2221,427.42,0.794,110.1081,79.2885,60.1633
1396,0.5302,0.015,353,9.7751,12.31,15.06,1.395,20.45,13.12,-6370,3.3976,1.7937,18.9545,0.1538,5.1786,84.0623,3.9836,8.9607,0.461,3.8334,50.2067,64.1176,120.2552,2.3183,1.2833,2.4054,26.5572,5.4244,1.5461,9.2412,2.3532,750.1606,13.5264,5.5272,59.5983,19.3141,5.7319,7.93,0.3692,2.7404,1.4883,17.4117
1397,0.5752,0.0126,1210,9.8809,9.21,24.15,8.206,17.88,58.46,-5403.5,4.1907,1.9663,19.6525,0.1702,8.8791,86.8862,2.9411,8.9541,2.3329,17.5677,50.6555,63.9146,119.0282,2.387,0.5734,2.8328,29.3073,5.8211,1.2968,6.7024,3.8104,740.2562,80.6768,51.9649,120.0646,78.5433,7.2076,10.25,0.2424,3.4925,1.9267,11.7201
1398,0.2938,0.0219,619,9.4667,11.63,13.75,0.626,18.15,5.58,-5573.75,1.7591,2.0027,19.2252,0.0976,5.4645,85.1404,3.2132,8.627,0.1905,1.9341,50.6212,64.0218,118.284,1.7074,0.8507,2.1066,14.5714,3.1035,2.2809,8.5526,2.1379,752.0632,5.8525,7.876,28.051,16.8943,3.1453,10.25,0.2424,3.4925,1.9267,11.7201
1399,0.3093,0.0155,907,9.8471,6.69,18.27,0.238,14.12,3.52,-4958.5,3.9578,1.9892,19.6525,0.1025,7.705,85.4577,2.2164,8.2061,0.0751,1.1285,50.425,64.4522,117.823,2.387,0.8507,2.8328,29.3073,3.1406,1.6067,4.8825,2.9042,733.8102,2.2856,2.6404,18.6975,14.9274,6.7934,10.25,0.2424,3.4925,1.9267,11.7201
1400,0.1544,0.0057,890,10.5278,7.28,16.06,0.904,17.5,6.79,-5247,3.5104,1.9572,19.0276,0.0588,8.9586,84.4668,2.1728,8.8909,0.2584,1.8819,50.6768,64.1879,118.0814,1.2736,1.357,2.384,7.2979,1.4666,0.5793,5.4152,2.5328,742.8558,9.141,8.0703,33.7542,6.4231,6.0438,5.65,0.1416,1.8871,1.0597,13.1807
1401,0.2798,0.0163,1369,9.8013,7.78,13.79,0.688,13.28,8.86,-5442.25,1.6385,2.0212,19.6525,0.0931,4.7628,84.8142,2.3138,9.9095,0.2163,2.5059,50.9039,64.2404,120.267,2.387,0.8507,2.8328,29.3073,2.8544,1.6824,5.4926,2.1241,750.4751,6.6312,5.5199,45.1576,20.2275,2.7786,6.88,0.2616,2.4746,1.2913,12.4089
1402,0.306,0.0184,1451,10.1539,6.49,11.96,0.445,8.73,10.83,-5441,1.4621,1.9825,25.1995,0.0956,3.8371,84.8754,2.0712,9.1637,0.1325,2.8157,50.555,64.7823,119.2618,2.2449,0.8507,3.1392,40.0215,3.0135,1.8977,4.4329,1.8339,752.8741,4.1636,6.1461,32.6225,11.186,2.5279,9.02,0.2568,3.0501,1.6951,12.6333
1403,0.4671,0.006,669,9.7753,8.17,11.88,0.547,13.55,8.67,-5597.5,1.5385,2.0197,19.6525,0.1319,4.7264,86.7232,2.371,8.3271,0.1531,2.414,50.6765,64.0969,116.057,2.387,1.2833,2.8328,29.3073,4.7781,0.6107,5.6091,1.8314,748.9214,5.1268,6.8564,31.7108,13.4898,2.6435,9.1299,0.2908,3.1198,1.717,12.6938
1404,0.5396,0.0042,538,9.8077,7.45,12.22,0.616,13.25,10.39,-5399.5,2.6251,1.9785,19.2238,0.1579,4.5661,84.7632,2.2694,9.0402,0.1838,3.0887,50.6105,63.9938,119.6524,1.6485,1.9309,2.118,7.6342,5.502,0.4259,5.1136,1.8804,748.7474,5.884,5.103,51.3201,17.1739,4.4296,431.71,1.2571,138.3859,83.919,67.3679
1405,0.4129,0.0128,1047,10.215,5.27,14.65,0.19,18.47,3.84,-5429.25,4.3116,1.9783,15.6457,0.1248,7.1462,83.7266,1.9854,8.3808,0.0602,1.1914,50.5171,64.7177,118.6924,2.5361,1.2833,1.9932,23.7795,4.0422,1.3106,3.9018,2.3281,736.6066,1.8669,4.694,22.0713,14.6309,7.2215,9.03,0.3007,3.2278,1.6965,14.8684
1406,0.2925,0.0152,597,9.9653,7.89,20.16,0.234,14.18,4.74,-5650.5,1.1721,2.0135,18.9545,0.1038,7.4379,84.1477,2.8993,9.7571,0.0787,1.5784,50.3834,64.331,120.4224,2.3183,1.9309,2.4054,26.5572,2.9357,1.5713,6.0228,3.2313,733.941,2.2652,5.3591,20.3813,12.4905,1.9998,10.25,0.2424,3.4925,1.9267,11.7201
1407,0.3475,0.0153,1343,9.9943,6.59,16.88,0.419,14.67,9.78,-5168.25,2.6852,1.9638,19.2238,0.1148,5.4053,85.1167,2.1329,8.2963,0.118,2.7857,50.3384,64.3217,117.4422,1.6485,1.2833,2.118,7.6342,3.4765,1.5751,4.9636,2.6202,755.2433,3.9304,4.899,43.8741,7.8252,4.493,10.07,0.3509,3.6046,1.902,17.4779
1408,0.3225,0.0111,481,10.1472,7.6,22.57,0.631,14.38,6.78,-5226.25,3.854,2.0048,18.619,0.0988,8.9307,84.9605,2.3779,9.0744,0.1932,2.1514,50.8538,64.2376,119.4514,1.6604,1.2833,2.3004,12.9658,3.1786,1.1351,5.4603,3.5587,738.343,6.2758,11.0962,32.2825,13.711,6.6089,10.85,0.2938,3.609,2.0421,15.1731
1409,0.3632,0.0161,255,10.1428,12.93,13.74,1.043,11.24,14.9,-6456.75,3.302,1.7893,19.2238,0.115,4.9776,84.0623,3.2178,8.9607,0.3508,4.3356,50.2067,64.1176,120.2552,1.6485,1.2537,2.118,7.6342,3.5807,1.6572,9.9689,2.1502,752.3135,10.1268,4.4687,85.7657,15.6518,5.5233,8.74,0.3895,3.1149,1.633,19.442
1410,0.4696,0.0134,1899,9.7373,10.25,25.3,0.184,11.6,9.43,-5362.75,1.5748,1.98,18.9545,0.1328,9.821,84.1477,3.3021,9.7571,0.0558,2.5916,50.3834,64.331,120.4224,2.3183,1.2833,2.4054,26.5572,4.8231,1.3811,7.472,3.9729,747.2398,1.8002,8.2385,37.5917,15.7325,2.7111,9.42,0.4069,3.491,1.7755,20.7331
1411,0.4513,0.0066,1820,9.992,10.89,11.49,0.358,15.01,9.77,-5313.75,2.9232,1.9453,18.619,0.1274,5.2965,85.2544,3.1264,8.3675,0.1103,3.1394,50.2934,64.3032,117.487,1.6604,1.0382,2.3004,12.9658,4.5164,0.6731,8.0488,1.7676,759.1672,3.3714,3.2059,45.1668,14.5101,4.8021,7.24,0.2456,2.4138,1.358,12.2013
1412,0.4018,0.0157,1474,9.6645,8.85,11.86,0.528,15.01,6.21,-5689,1.5603,1.9942,16.6618,0.1187,4.6086,87.3041,2.6568,8.3267,0.1621,1.8373,50.6074,63.9771,117.9084,1.5605,1.1919,2.1129,18.0483,4.1575,1.6262,6.1384,1.8293,749.5811,5.0147,8.152,34.3876,12.4494,2.6848,9.1299,0.2908,3.1198,1.717,12.6938
1413,0.3882,0.0044,1612,9.6971,11.64,19,0.476,17.23,6.39,-5398.75,1.6291,2,16.6618,0.1174,8.9272,85.4772,3.6398,8.324,0.1595,2.1007,50.4285,64.4464,117.8846,1.5605,1.1919,2.1129,18.0483,4.0034,0.4488,8.5065,3.0143,734.4735,4.5803,4.8167,25.0845,7.5271,2.8227,9.42,0.4069,3.491,1.7755,20.7331
1414,0.5115,0.0152,741,9.7263,12.92,17.46,0.313,11.21,7.66,-5284.5,1.3996,1.9525,22.2313,0.1459,8.6904,83.6845,3.4523,8.1409,0.098,2.4318,50.5119,64.6358,118.1104,1.5788,1.2899,2.6413,10.0184,5.2586,1.5652,9.5636,2.7753,734.6593,3.0371,6.3676,39.2444,12.5893,2.3975,9.42,0.4069,3.491,1.7755,20.7331
1415,0.2574,0.0127,627,9.9285,6.63,20.32,0.357,18.48,12.73,-5657.5,2.691,2.0093,23.5084,0.078,9.1855,87.3732,1.9626,8.5615,0.1024,3.3331,50.649,63.9323,115.9036,1.4756,1.1919,3.0976,23.2654,2.5928,1.3287,4.7527,3.2145,736.4043,3.4916,19.1445,45.1775,20.9355,4.502,9.1299,0.2908,3.1198,1.717,12.6938
1416,0.5124,0.0141,267,9.6066,7.92,12.92,1.109,10.24,10.62,-6349.25,2.7888,1.8068,18.619,0.1549,4.3826,83.2054,2.7793,8.4891,0.3068,3.2887,50.4775,64.6669,117.4176,1.6604,1.9309,2.3004,12.9658,5.3333,1.4497,5.9566,2,757.4708,10.5765,5.6357,48.7198,20.4929,4.7226,10.07,0.3509,3.6046,1.902,17.4779
1417,0.4406,0.0174,1216,9.911,10.12,15.99,0.961,12.3,10.8,-5231.5,1.3617,1.996,23.5084,0.1248,4.6805,85.9801,3.6787,8.662,0.2501,3.3078,50.5853,63.8972,118.484,1.4756,1.1919,3.0976,23.2654,4.4452,1.7989,7.6219,2.5017,749.0525,9.2062,7.0871,52.6587,31.5553,2.335,9.14,0.1776,3.1224,1.7165,8.2886
1418,0.5041,0.015,197,9.6437,9.41,9.37,0.661,16.55,14.07,-6461,1.548,1.7912,19.2238,0.1514,4.8598,84.0623,3.1709,8.9607,0.2305,4.2363,50.2067,64.1176,120.2552,1.6485,1.9309,2.118,7.6342,5.2275,1.5415,6.8688,1.4467,756.9757,6.3303,6.3653,52.2353,16.8575,2.6801,7.93,0.3692,2.7404,1.4883,17.4117
1419,0.3139,0.0139,1052,10.4399,7.28,14.1,0.487,16.5,7.9,-6106.25,2.8509,2.0103,16.6618,0.1056,4.9256,84.1966,2.1126,9.2036,0.1531,2.4599,50.7108,64.2192,119.1458,1.5605,1.1919,2.1129,18.0483,3.0067,1.429,5.1081,2.1786,749.3209,4.6156,5.1023,35.6124,10.8008,4.6589,6.88,0.2616,2.4746,1.2913,12.4089
1420,0.3619,0.0164,587,9.3672,6.11,21.42,1.403,20.52,7.73,-6504.75,2.726,1.7913,23.1453,0.1274,8.5762,85.1237,2.0913,8.1605,0.3786,2.0442,51.2093,64.415,117.9254,1.4305,1.4213,2.9086,9.3868,3.8638,1.6942,4.3233,3.4094,730.072,13.7297,16.1884,28.6131,23.0732,4.5277,5.83,0.3368,2.077,1.0949,16.9589
1421,0.2891,0.0145,483,9.9468,8.28,10.8,0.482,14.32,10.7,-5553,2.8969,1.9937,19.2105,0.0988,4.7148,83.2054,2.71,8.4891,0.1367,2.8643,50.4775,64.6669,117.4176,2.3842,0.7473,2.5618,22.0908,2.906,1.4926,6.1578,1.6624,759.3492,4.5798,4.2983,46.58,13.2882,4.7745,6.88,0.2616,2.4746,1.2913,12.4089
1422,0.3656,0.0075,274,9.696,5.69,13.39,1.111,5.5,11.48,-5187,3.0947,1.9735,22.2313,0.1131,4.3891,84.5602,1.6671,9.193,0.3124,3.2103,50.6547,64.0158,118.9288,1.5788,1.1919,2.6413,10.0184,3.7705,0.7703,3.9693,2.0463,758.4422,10.7744,4.0938,66.7805,18.8253,5.1012,11.05,0.4564,3.8031,2.0854,23.282
1423,0.2872,0.0165,679,9.9982,6.94,13.26,0.971,16.32,9.64,-5254.25,2.746,1.9933,23.5084,0.0983,4.5247,86.7657,2.6849,8.451,0.2718,2.7444,50.6181,63.9931,115.7736,1.4756,1.4213,3.0976,23.2654,2.873,1.7105,4.8256,2.0514,745.7105,9.1894,6.7362,47.2108,16.8691,4.5378,9.1299,0.2908,3.1198,1.717,12.6938
1424,0.4722,0.0136,232,10.0797,4.22,17,0.708,11.64,7.84,-5514.75,2.6499,1.9968,22.0624,0.1368,4.2,86.4072,1.2997,9.4749,0.1947,2.608,50.7914,64.2671,118.7224,0.9085,1.4213,2.6319,14.2425,4.6842,1.4033,2.9065,2.6382,743.3135,6.718,7.1604,49.5926,18.0471,4.4081,7.05,0.1166,2.5361,1.3142,8.2645
1425,0.3066,0.0178,272,9.5978,8.26,13.54,0.807,14.35,10.16,-5594.75,2.7378,1.98,20.0663,0.1122,5.1023,84.6927,2.375,8.8973,0.2884,3.0561,50.6504,64.1619,118.1776,0.9065,1.4213,2.3766,14.636,3.1945,1.8458,5.72,2.0892,748.8325,7.8421,5.9102,58.0208,16.7912,4.6023,441.92,1.2113,132.4894,77.5303,67.4386
1426,0.4415,0.0154,1148,9.9524,6.6,12.37,0.691,13.93,8.66,-5329.75,2.6592,1.9892,22.0624,0.1306,4.2745,83.9887,2.1109,8.6968,0.2182,2.4821,50.7955,64.296,118.1974,0.9085,1.4213,2.6319,14.2425,4.4363,1.5946,4.7069,1.9185,747.0293,6.5863,5.2264,43.0346,14.9065,4.4237,7.05,0.1166,2.5361,1.3142,8.2645
1427,0.3542,0.0048,582,10.641,7.21,20.96,1.876,94.32,32.84,-5432.25,2.7446,1.986,19.2105,0.1053,9.1479,86.8862,2.5717,8.9541,0.4691,9.4543,50.6555,63.9146,119.0282,2.3842,0.7473,2.5618,22.0908,3.3289,0.4889,5.1161,3.3161,735.4371,18.0606,20.831,90.3937,35.3724,4.595,9.1299,0.2908,3.1198,1.717,12.6938
