,F153,F159,F198,F200,F201,F21,F26,F319,F32,F33,F334,F337,F34,F35,F39,F407,F426,F470,F474,F476,F572,F573
1219,0.0048,958,0.272,18.35,9.13,-5357.25,1.9857,7.4184,86.2967,8.7646,0.0744,2.6142,50.5526,64.2989,118.6604,0.5492,0.4922,2.6077,47.2818,9.9816,9.66,0.2474
1220,0.0052,334,0.552,16,3.86,-5100,1.9768,6.7496,85.04,8.8097,0.1543,1.1647,50.3142,64.1009,119.0374,1.4555,0.5319,5.2141,12.3948,10.6173,6.95,0.2234
1221,0.0119,729,0.638,13.1,8.06,-5498.75,2.0092,4.6299,85.3182,8.5298,0.1779,2.0054,50.8422,64.3121,115.8094,1.357,1.2209,5.9238,35.1199,18.6238,8.46,0.3885
1222,0.0134,608,0.499,20.05,10.35,-5597.75,1.9697,9.6298,83.7266,8.3808,0.1369,2.7874,50.5171,64.7177,118.6924,1.357,1.3807,4.9813,35.4301,25.4275,6.24,0.2848
1223,0.0137,1524,0.498,14.72,10.56,-5138.5,1.9995,9.3547,86.901,8.7782,0.1441,2.6396,50.6355,63.9707,118.056,1.357,1.4069,4.7762,67.8331,32.9271,9.92,0.2944
1224,0.0076,925,0.286,18.92,10.2,-5552,1.9828,7.175,85.4344,8.7037,0.0953,2.9398,50.6411,64.0021,118.0692,1.1293,0.7818,2.7545,43.0087,16.2164,6.24,0.2848
1225,0.0065,215,0.838,23.46,20.13,-5523.25,1.9923,8.6052,85.7546,8.7402,0.2325,5.5177,50.663,64.4204,118.4724,1.1293,0.6628,7.8902,102.2423,17.7859,7.91,0.2824
1226,0.0139,773,0.236,20.34,6.42,-5609.5,1.9567,8.6013,83.7266,8.3808,0.0725,1.7764,50.5171,64.7177,118.6924,1.1293,1.4327,2.241,40.764,13.2423,5.71,0.2796
1227,0.0105,686,0.268,23.86,9.44,-5261.25,1.9968,8.548,86.9779,8.8356,0.098,2.7887,50.6527,63.9719,118.253,1.357,1.0768,2.5298,62.1873,11.5771,5.65,0.1416
1228,0.0143,406,1.222,24.21,12.9,-5370.5,1.9868,4.8652,85.9331,8.8215,0.3801,4.0793,50.6088,64.054,118.5238,0.9075,1.4739,12.1632,54.311,23.2115,7.56,0.2492
1229,0.0068,748,0.711,14.36,11.94,-5215.5,1.9882,4.3463,84.0399,8.7646,0.2149,3.4125,50.7311,64.2307,117.8534,0.9075,0.6944,6.8681,56.002,14.2555,8.09,0.2678
1230,0.0119,727,0.826,10.82,24.76,-5743.25,2.0115,16.4069,86.4585,8.8355,0.2268,6.9737,50.6228,63.9952,116.017,0.9075,1.2249,7.9144,196.7546,22.2906,11.12,0.1474
1231,0.0152,499,0.547,16.87,13.02,-5398,1.993,4.7206,84.3569,8.322,0.1653,3.645,50.4013,64.5182,117.9034,1.1293,1.5723,5.0971,74.2859,12.5692,8.4,0.1986
1232,0.0053,1116,0.402,19.83,11.68,-4995.75,1.9987,4.6105,85.4344,8.7037,0.1354,3.5733,50.6411,64.0021,118.0692,1.357,0.5396,3.7195,59.5911,13.0636,11.12,0.1474
1233,0.0132,262,1.175,19.35,11.26,-5672,2.0037,4.6935,84.3947,8.897,0.3234,3.3981,50.142,64.5666,118.181,0.9075,1.3679,11.1659,66.6823,21.4709,11.12,0.1474
1234,0.011,770,0.563110377,17.79235029,7.827716966,-5521,2.013,9.3798,85.9801,8.662,0.167358642,2.280681235,50.5853,63.8972,118.484,1.357,1.1275,5.380353411,38.18412152,17.90851936,415.03,1.0166
1235,0.0125,752,0.517,20.74,9.14,-5627.25,1.9995,9.2424,85.038,8.2776,0.1638,2.5607,50.2509,64.3027,117.8016,1.0767,1.2897,5.0556,31.5386,13.7209,7.74,0.3561
1236,0.0136,1193,0.631,21.77,10.37,-5729.5,1.9923,5.2964,85.5439,8.6556,0.2104,3.3157,50.8214,64.2946,118.1824,0.9075,1.4018,6.0235,39.2332,13.4375,8.17,0.3876
1237,0.014,657,0.298,19.84,4.03,-5346.25,1.99,9.0666,85.4593,8.7326,0.0782,1.2302,50.6296,63.9602,118.6382,0.9075,1.4523,2.8063,12.7268,14.3683,430.37,0.7033
1238,0.0149,557,0.351,15.12,9.34,-5129.25,1.9995,4.695,86.9779,8.8356,0.0949,2.4829,50.6527,63.9719,118.253,1.1293,1.5431,3.2797,41.5568,15.9738,11.12,0.1474
1239,0.0147,883,1.142,19.32,8.27,-5341.5,1.9725,8.9536,84.7662,9.1141,0.3612,2.3832,50.6253,64.8052,119.187,0.9075,1.5174,11.3815,38.8748,15.2651,7.56,0.2492
1240,0.0061,672,0.985,24.62,7.82,-5290.5,1.9935,5.1799,84.8185,8.9979,0.2644,2.18,50.5682,64.3519,118.4998,0.9075,0.6229,9.3135,43.1256,13.8161,9.82,0.3602
1241,0.0114,363,0.369,13.92,9.17,-5475.5,2.0395,4.752,86.5682,9.3868,0.1197,2.4754,50.7583,64.4245,118.8712,1.1293,1.1654,3.4537,48.4479,12.236,7.91,0.2824
1242,0.0148,208,0.652,27.18,7.51,-5333,1.9832,8.0227,86.9432,8.8105,0.1754,2.1695,50.6086,64.0283,118.1238,1.357,1.5318,6.3482,33.2474,12.1015,5.65,0.1416
1243,0.0126,884,0.244,20.09,4.18,-5524.5,1.9748,8.4214,83.4425,8.2914,0.0813,1.1401,50.4962,64.6693,118.4178,1.3081,1.2937,2.3251,37.3195,8.2885,5.71,0.2796
1244,0.0159,1031,0.249,20.86,7.48,-5324.5,2.01,8.6447,85.4344,8.7037,0.0813,2.2459,50.6411,64.0021,118.0692,1.3081,1.6463,2.3661,58.1917,7.6392,271.73,0.6234
1245,0.0055,256,0.512,19.09,16.09,-5662,2.0205,9.6453,86.4585,8.8355,0.1511,4.0043,50.6228,63.9952,116.017,2.2605,0.5617,4.9899,78.6983,24.6592,9.75,0.2634
1246,0.0128,669,0.66,18,11.87,-5826,1.9765,9.3943,86.4585,8.8355,0.1878,3.0353,50.6228,63.9952,116.017,1.3271,1.3132,6.4042,47.5833,11.7412,7.91,0.2824
1247,0.0067,289,0.316,14.62,5.54,-5219.5,1.9733,8.3779,85.9501,9.7137,0.0999,1.9713,50.8506,64.3577,119.3812,1.1881,0.6803,3.0517,23.5182,9.4632,445.8,1.2041
1248,0.0073,1200,0.481,13.16,10.41,-5329.75,1.958,9.5726,85.3996,8.2345,0.1373,3.0373,50.4069,64.3522,118.2354,1.3081,0.7506,4.8126,46.4249,22.2099,6.24,0.2848
1249,0.005,801,0.708,27.66,18.88,-5621,1.963,4.9037,86.4585,8.8355,0.1933,4.7458,50.6228,63.9952,116.017,1.3081,0.5072,6.6705,88.2918,12.6082,7.77,0.2588
1250,0.0064,652,0.688,20.46,9.83,-5248.75,2.003,7.6805,85.549,8.7556,0.2148,2.6981,50.6729,64.0533,118.0222,1.0767,0.6513,6.8078,35.0293,7.1967,5.65,0.1416
1251,0.0082,1179,0.419,15.01,12.23,-5329,2.0025,4.5987,84.7391,9.534,0.1383,3.3372,50.6315,64.0518,118.9808,1.3081,0.8411,3.9178,52.6418,14.0054,7.74,0.3561
1252,0.0123,1054,0.728,18.05,9.29,-5759.5,1.9973,9.0129,99.771,21.5944,0.1994,2.4316,58.7862,76.4763,125.0222,1.0767,1.272,7.0068,40.5647,18.4928,11.12,0.1474
1253,0.013,2290,0.268,17.01,6.86,-5345.25,2.0075,7.2602,84.7391,9.534,0.0978,2.1247,50.6315,64.0518,118.9808,1.3271,1.3358,2.6028,39.7614,7.0416,7.74,0.3561
1254,0.0144,883,0.686,17.82,14.4,-5469.5,1.9777,9.1647,85.4344,8.7037,0.1918,3.936,50.6411,64.0021,118.0692,1.3271,1.4867,6.6141,92.6688,22.2037,10.65,0.3068
1255,0.0131,1123,0.804,19.22,12.77,-5867.5,2.0223,4.8358,84.6724,9.0447,0.2308,4.1844,50.6192,64.0033,119.0986,1.3271,1.3541,7.7459,57.1248,12.6118,7.74,0.3561
1256,0.0148,1116,0.476,19.9,7.73,-5326.5,1.9988,4.467,85.0041,8.6472,0.1293,2.7424,50.5823,64.0865,117.9742,1.3081,1.5257,4.4303,43.1104,10.8691,7.49,0.0956
1257,0.0128,599,0.59,22.61,17.08,-5224.25,1.999,5.4073,84.7391,9.534,0.1754,4.9049,50.6315,64.0518,118.9808,1.3271,1.3136,5.7264,107.6128,15.75,5.86,0.2919
1258,0.0138,248,0.239,17.57,7.53,-5719,1.9865,7.0336,83.4425,8.2914,0.0792,2.2158,50.4962,64.6693,118.4178,1.3271,1.42,2.3043,30.8582,8.205,7.74,0.3561
1259,0.008,1713,0.203,13.72,3.59,-5432,1.9895,8.4123,84.7632,9.0402,0.0649,1.0657,50.6105,63.9938,119.6524,2.823,0.8154,1.96,24.1978,10.5911,427.42,0.794
1260,0.0082,216,0.46,15.52,5.61,-5242.75,2.01,8.7378,84.7632,9.0402,0.1342,1.7789,50.6105,63.9938,119.6524,2.823,0.8395,4.4506,32.4345,7.9223,445.8,1.2041
1261,0.0058,870,0.238,17.3,15.04,-5603.75,1.9958,9.7272,85.04,8.8097,0.0727,4.4678,50.3142,64.1009,119.0374,1.3081,0.5892,2.2963,81.1264,11.284,10.16,0.4359
1262,0.0067,666,0.488,15.59,11.78,-5294.5,2.001,4.7116,85.3182,8.5298,0.1487,3.4251,50.8422,64.3121,115.8094,1.3271,0.687,4.5367,67.5898,15.1304,11.12,0.1474
1263,0.0126,603,0.675,18.49,10.9,-5575,2.003,4.9589,85.3687,13.5481,0.1849,3.073,50.1519,63.7914,118.7216,1.3081,1.2952,6.2199,57.3028,16.7202,9.66,0.2474
1264,0.0115,125,0.205,18.51,4.12,-5544,1.9865,8.0542,84.4782,9.2064,0.065,1.4644,50.6402,64.0409,119.1878,1.1881,1.1828,1.9793,25.1715,11.6004,8.08,0.3375
1265,0.0073,763,0.163,15.21,10.1,-5224.5,1.972,7.9155,85.549,8.7556,0.0615,2.9512,50.6729,64.0533,118.0222,1.1881,0.7423,1.5785,48.3613,11.2207,7.62,0.3249
1266,0.0146,571,0.963,15.33,13.64,-5307.75,1.971,5.2081,84.6927,8.8973,0.2681,4.181,50.6504,64.1619,118.1776,1.1881,1.5101,9.2041,80.6065,16.6294,8.09,0.2678
1267,0.0135,448,0.941,23.44,8.91,-5663.5,1.9698,9.3746,86.9779,8.8356,0.2473,2.19,50.6527,63.9719,118.253,1.3271,1.39,8.853,38.4402,16.6631,10.65,0.3068
1268,0.0082,870,0.342,13.18,10.86,-5542.75,1.9585,8.3559,83.7266,8.3808,0.0868,3.0312,50.5171,64.7177,118.6924,1.3271,0.8379,3.3885,43.0889,27.4017,6.24,0.2848
1269,0.0088,1100,0.276,9.01,6.14,-5709.75,2.0047,8.6545,84.7632,9.0402,0.0859,1.7876,50.6105,63.9938,119.6524,1.287,0.9001,2.6832,38.5275,11.2345,9.01,0.2753
1270,0.0149,894,0.239,13.8,8.24,-5834.75,1.9625,6.2604,83.4425,8.2914,0.0839,2.3351,50.4962,64.6693,118.4178,1.4174,1.5394,2.3126,46.6604,13.465,6.24,0.2848
1271,0.015,343,0.406,20.5,5.8,-5477,1.9777,7.8855,85.9331,8.8215,0.1112,1.7549,50.6088,64.054,118.5238,1.4174,1.5465,3.8875,17.8019,19.1496,14.12,0.228
1272,0.0057,697,0.569,14.4,9.95,-5241.5,1.9947,10.1326,84.4668,8.8909,0.156,2.9553,50.6768,64.1879,118.0814,1.2292,0.5783,5.6615,31.7846,17.9753,5.71,0.2796
1273,0.0137,774,0.413,12.15,4.11,-5095,1.9872,8.1627,86.1383,8.3383,0.1343,1.3683,50.4625,64.2525,117.9702,1.4211,1.419,4.0995,20.6796,15.602,8.18,0.2392
1274,0.0222,1221,0.744,13.72,10.44,-5356.25,1.99,3.9344,85.9501,9.7137,0.2109,2.8037,50.8506,64.3577,119.3812,1.4211,2.3062,6.9309,40.1786,8.6933,431.71,1.2571
1275,0.0073,215,0.617,20.19,12.63,-5270,1.975,4.8843,86.1383,8.3383,0.1941,3.1799,50.4625,64.2525,117.9702,1.4211,0.7506,5.9632,42.1283,9.6794,9.02,0.2568
1276,0.0143,1738,0.897,15.27,11.56,-5247.5,2.0145,4.4568,86.1383,8.3383,0.2532,2.9864,50.4625,64.2525,117.9702,1.4211,1.4726,8.663,42.967,14.356,9.02,0.2568
1277,0.0128,822,1.037,9.99,10.3,-5445.25,1.9655,4.3686,86.1383,8.3383,0.333,2.8708,50.4625,64.2525,117.9702,1.4211,1.3244,10.29,46.7825,19.415,9.02,0.2568
1278,0.0126,448,0.569,19.05,10.15,-5461,1.985,4.8931,84.2981,8.3159,0.1518,2.803,50.415,64.5884,117.8478,1.1881,1.2929,5.3364,58.0147,21.8831,7.87,0.211
1279,0.0131,523,0.318,18.4,27.52,-5422.25,2.0017,12.5514,85.549,8.7556,0.0863,7.3877,50.6729,64.0533,118.0222,1.2292,1.3497,3.1381,117.428,23.0466,7.6,0.3159
1280,0.0057,1017,0.317,21.03,9.12,-5294.5,1.9875,7.0635,85.5439,8.6556,0.0889,2.5777,50.8214,64.2946,118.1824,1.2292,0.5811,3.0938,45.6789,9.9042,5.65,0.1416
1281,0.0139,383,1.037,21.18,9.87,-5264.5,1.9507,5.1859,84.6724,9.0447,0.3063,2.7302,50.6192,64.0033,119.0986,0.4645,1.4381,10.0447,46.7831,14.394,8.09,0.2678
1282,0.0065,811,0.467,15.04,7.23,-5612.25,2.0033,6.8882,85.3996,8.2345,0.1463,2.0771,50.4069,64.3522,118.2354,1.2292,0.6672,4.5559,44.0113,12.4447,5.71,0.2796
1283,0.0117,405,0.611,15.75,9.25,-5407.25,2.0032,9.8312,85.5439,8.6556,0.1753,3.2395,50.8214,64.2946,118.1824,1.287,1.1999,6.0418,54.5262,22.8397,8.17,0.3876
1284,0.0113,717,0.47,16.8,16.36,-5517.75,1.991,9.7851,86.1541,8.9036,0.1515,4.5904,50.6667,64.0553,118.1242,1.0881,1.1593,4.5805,46.2247,24.4056,6.24,0.2848
1285,0.0137,655,0.402,19.94,12.09,-5767.75,2.0225,4.4251,86.5682,9.3868,0.131,3.3056,50.7583,64.4245,118.8712,1.287,1.416,3.7479,60.276,13.6865,10.07,0.275
1286,0.0057,1082,0.882,17.1,3.46,-5733,1.957,9.3591,84.9605,9.0744,0.2601,1.0853,50.8538,64.2376,119.4514,1.0881,0.5782,8.7517,21.3528,10.1291,10.85,0.2938
1287,0.0136,612,0.562,14.3,3.45,-5454,2.0213,8.3146,86.1383,8.3383,0.1466,0.9818,50.4625,64.2525,117.9702,0.9557,1.4053,5.5056,13.8331,18.7497,8.18,0.2392
1288,0.0104,192,0.372,17.7,5.97,-5320.5,1.983,7.5577,86.1383,8.3383,0.1204,1.7714,50.4625,64.2525,117.9702,1.2131,1.0636,3.6138,21.4895,7.3316,8.18,0.2392
1289,0.0108,2665,0.987,13.3,17.4,-5802.25,2.0195,4.9727,86.8862,8.9541,0.27,5.1972,50.6555,63.9146,119.0282,1.0881,1.1126,9.4224,92.2564,16.9414,5.86,0.2919
1290,0.0102,831,0.279,14.22,3.42,-5241,2.0267,8.2258,86.1383,8.3383,0.0886,1.1022,50.4625,64.2525,117.9702,1.2131,1.048,2.7015,14.9454,9.6018,9.02,0.2568
1291,0.0114,277,1.001,14.46,3.3,-5529.25,1.972,8.1024,85.1404,8.627,0.2822,1.0337,50.6212,64.0218,118.284,1.2131,1.1722,9.7392,12.52,18.3804,431.71,1.2571
1292,0.0061,584,1.041,17.06,11.65,-5390,2.0062,9.0341,84.6927,8.8973,0.2752,3.1451,50.6504,64.1619,118.1776,1.287,0.6247,10.3945,54.6395,16.9315,8.09,0.2678
1293,0.0061,936,1.143,23.62,9.36,-5400,2.0103,5.1243,85.9501,9.7137,0.3823,2.9928,50.8506,64.3577,119.3812,1.287,0.6209,11.2011,32.7482,17.1215,8.09,0.2678
1294,0.0046,1034,1.158,13.38,12.93,-5400.25,1.954,9.1889,83.6845,8.1409,0.3964,3.9134,50.5119,64.6358,118.1104,1.2292,0.4674,12.1466,54.8613,29.9944,9.89,0.3112
1295,0.0122,519,0.908,14.84,6.41,-5194.75,1.9507,9.4051,84.8754,9.1637,0.2962,1.8521,50.555,64.7823,119.2618,0.9557,1.2604,9.1586,16.898,33.9731,7.56,0.2492
1296,0.0114,457,0.395,20.87,8.14,-5371.5,2.021,7.9876,84.6724,9.0447,0.1247,2.2353,50.6192,64.0033,119.0986,0.4645,1.1716,3.8863,31.8898,9.1053,7.74,0.3561
1297,0.0121,569,0.165,17.03,6.06,-4992.75,1.9855,7.5972,85.549,8.7556,0.06,1.5755,50.6729,64.0533,118.0222,1.287,1.2441,1.5659,15.9221,20.5933,9.04,0.0667
1298,0.0083,969,0.806,20.77,14.79,-5526.5,2.0097,9.323,84.7391,9.534,0.2238,3.8996,50.6315,64.0518,118.9808,0.9557,0.8541,7.8649,50.0715,31.0232,8.17,0.3876
1299,0.0132,476,0.909,17.17,7.73,-5295.25,1.979,9.1257,86.8862,8.9541,0.282,2.5084,50.6555,63.9146,119.0282,1.4174,1.3588,9.167,33.6879,27.6738,7.56,0.2492
1300,0.0096,1078,0.478,16.29,11.84,-5426,1.9997,4.8457,84.0399,8.7646,0.1312,3.6888,50.7311,64.2307,117.8534,1.2292,0.9865,4.5009,78.8335,11.8424,8.4,0.1986
1301,0.0105,766,0.995,22.13,9.25,-5186.25,2.036,9.3454,85.5439,8.6556,0.2678,2.355,50.8214,64.2946,118.1824,1.2131,1.081,9.8466,24.8192,24.2508,9.01,0.2753
1302,0.0128,589,0.635,22.12,15.52,-5389.5,2.021,8.9309,86.9432,8.8105,0.1666,4.4326,50.6086,64.0283,118.1238,1.2292,1.3153,6.0464,66.8956,30.1137,9.92,0.2944
1303,0.0063,826,0.639,17.95,17.68,-5233.75,1.9998,8.8329,84.02,8.7187,0.1758,4.367,50.8514,64.3975,117.979,1.4174,0.6477,6.1455,131.9725,17.7545,7.91,0.2824
1304,0.0142,1106,0.651,18.49,10.66,-5633.5,1.9907,6.7479,85.9331,8.8215,0.2,3.2092,50.6088,64.054,118.5238,0.9557,1.4596,6.4036,53.041,11.0867,5.65,0.1416
1305,0.0121,853,0.62,15.85,7.9,-5619.5,1.9897,9.9175,85.4593,8.7326,0.1898,2.4174,50.6296,63.9602,118.6382,1.4174,1.2477,6.2153,26.8428,26.5574,6.24,0.2848
1306,0.01,526,0.288,13.05,7.12,-5357.5,2.0062,4.8563,84.4782,9.2064,0.0923,1.9152,50.6402,64.0409,119.1878,0.8886,1.0226,2.6672,33.4887,14.8646,8.28,0.1233
1307,0.0137,418,0.649,14.04,15.18,-5070.75,1.9475,8.1099,84.9605,9.0744,0.1869,4.1924,50.8538,64.2376,119.4514,1.0881,1.421,6.3992,84.3014,32.9963,10.85,0.2938
1308,0.0271,1037,0.54,13.01,9.68,-5421.75,1.9803,4.6784,86.1541,8.9036,0.1641,2.6555,50.6667,64.0553,118.1242,1.2977,2.8534,5.0839,51.1273,8.8664,445.8,1.2041
1309,0.0088,392,1.58,19.79,7.7,-5311.25,1.9865,9.065,86.3898,8.5735,0.4322,2.2514,50.6763,64.0188,115.8498,0.8886,0.9052,15.2048,38.1758,27.709,10.65,0.3068
1310,0.0126,2199,0.524,12.68,6.46,-5207.25,1.9905,8.6156,85.5439,8.6556,0.1431,2.0486,50.8214,64.2946,118.1824,1.2977,1.2968,5.091,22.3308,15.351,427.42,0.794
1311,0.005,533,0.314,17.56,10.49,-5594.5,1.9768,9.6678,84.7391,9.534,0.0932,2.9177,50.6315,64.0518,118.9808,1.0881,0.5135,3.1002,60.7701,16.0744,5.86,0.2919
1312,0.0119,901,1.084,17.81,8.46,-5349.25,2.006,4.4614,84.7632,9.0402,0.2995,2.5,50.6105,63.9938,119.6524,1.2977,1.2304,10.3176,36.3479,19.1215,431.71,1.2571
1313,0.0146,1086,0.262,27.39,15.22,-5337.75,1.9897,9.6963,86.1541,8.9036,0.0761,4.1522,50.6667,64.0553,118.1242,1.2977,1.507,2.5835,59.28,21.7227,7.74,0.3561
1314,0.0113,734,0.443,14.5,4.24,-5424.5,2.0063,8.643,84.4782,9.2064,0.1434,1.26,50.6402,64.0409,119.1878,1.2977,1.1613,4.3589,24.4589,9.1071,10.85,0.2938
1315,0.009,393,0.642,18.77,13.77,-5092.25,1.997,9.1769,84.02,8.7187,0.2315,3.8331,50.8514,64.3975,117.979,1.0179,0.9273,6.3954,48.2027,20.7184,7.83,0.2619
1316,0.0242,1056,0.483,13.29,8.17,-5440.5,2.0213,4.3003,84.0399,8.7646,0.1371,2.3517,50.7311,64.2307,117.8534,1.0179,2.5328,4.5233,56.953,13.3785,9.01,0.2753
1317,0.0128,1004,0.814,18.51,11.39,-5412.75,1.9773,10.2209,83.4425,8.2914,0.2084,3.1443,50.4962,64.6693,118.4178,0.9557,1.3182,8.0952,35.2292,28.6328,6.24,0.2848
1318,0.0083,777,0.542,12.12,7.8,-5731.25,1.9675,3.8972,84.0399,8.7646,0.1541,2.277,50.7311,64.2307,117.8534,1.0179,0.8479,5.0165,48.6497,13.13,9.01,0.2753
1319,0.0119,190,0.424,20.57,5.06,-5200.25,1.9505,9.571,84.5275,9.1526,0.1316,1.5639,50.6295,63.9818,119.2766,0.4645,1.2286,4.1518,24.9664,12.4735,10.85,0.2938
1320,0.0124,276,0.574,19.41,10.53,-5415.25,1.9943,5.564,85.9501,9.7137,0.1948,3.265,50.8506,64.3577,119.3812,0.9557,1.272,5.4737,43.9646,15.3329,8.17,0.3876
1321,0.0129,417,0.624,24.19,7.48,-5156.5,1.99,10.3331,86.8634,8.4537,0.1789,1.9496,50.6902,64.0411,117.817,0.9557,1.33,6.2481,26.6954,16.8459,8.94,0.3628
1322,0.0082,318,0.273,13.3,3.87,-5419.75,1.9645,8.8706,85.3996,8.2345,0.093,1.1377,50.4069,64.3522,118.2354,1.0179,0.8378,2.6336,29.6661,12.7186,8.28,0.1233
1323,0.0239,1243,0.628,14.78,6.37,-5470,2.0133,4.1997,84.4782,9.2064,0.1816,2.222,50.6402,64.0409,119.1878,1.0179,2.4909,5.7872,46.6144,8.7236,8.28,0.1233
1324,0.058,857,0.162,18.98,3.91,-5645,1.9933,8.3342,84.3441,8.9833,0.0616,1.3939,50.6379,64.7846,119.6042,2.823,6.0108,1.5222,25.4454,13.2715,10.63,0.2428
1325,0.0065,927,0.509,15.74,11.06,-5399.75,1.997,10.3493,84.6927,8.8973,0.1631,3.3212,50.6504,64.1619,118.1776,1.3081,0.6693,5.0638,33.914,28.5856,5.71,0.2796
1326,0.0118,1574,0.995,22.22,8.9,-5280.25,2.0005,8.8208,84.7391,9.534,0.3075,2.9785,50.6315,64.0518,118.9808,0.8408,1.2166,9.9057,61.4351,11.7986,8.28,0.1233
1327,0.0152,663,0.459,14.34,7.52,-4921,2.002,9.9051,86.1541,8.9036,0.1338,2.307,50.6667,64.0553,118.1242,1.4211,1.5696,4.4523,31.5474,10.5314,5.71,0.2796
1328,0.0052,1041,0.338,19.02,3.4,-5554.25,1.969,6.6812,84.6927,8.8973,0.1131,1.3017,50.6504,64.1619,118.1776,1.3081,0.5301,3.2219,17.3625,14.6332,432.94,0.6864
1329,0.0093,437,0.909,17.33,11.27,-5284,2.0227,9.6735,86.1541,8.9036,0.2899,3.0358,50.6667,64.0553,118.1242,1.0892,0.9586,9.0431,37.6669,33.9867,5.71,0.2796
1330,0.0078,469,0.444,19.47,3.6,-5396.75,1.9837,8.6661,84.9605,9.0744,0.1379,1.0598,50.8538,64.2376,119.4514,1.0179,0.8028,4.2552,23.0518,13.7122,10.85,0.2938
1331,0.0117,341,0.325,22.71,4.97,-5048.5,1.98,8.39,84.5275,9.1526,0.1234,1.5613,50.6295,63.9818,119.2766,1.4106,1.2019,3.1427,19.1014,10.7854,8.28,0.1233
1332,0.0093,399,0.991,23.35,9.73,-5489.75,1.97,4.6626,84.8754,9.1637,0.3569,2.6728,50.555,64.7823,119.2618,1.4106,0.9544,9.8663,40.5162,22.7666,8.09,0.2678
1333,0.0059,392,0.413,10.14,4.34,-5673.5,1.9885,3.9511,84.1477,9.7571,0.1209,1.3345,50.3834,64.331,120.4224,1.4106,0.6001,3.8904,33.4841,13.873,10.87,0.2034
1334,0.0053,837,0.361,15.85,5.03,-5652,2.001,9.629,85.8815,8.7609,0.0982,1.5209,50.6508,64.2677,116.3708,1.4106,0.5438,3.5282,29.1261,17.956,6.24,0.2848
1335,0.0076,803,0.409,10.65,6.02,-5467.75,1.99,4.5119,83.6845,8.1409,0.126,1.945,50.5119,64.6358,118.1104,1.1092,0.7816,3.8978,26.7658,12.6661,431.71,1.2571
1336,0.0072,721,0.287,16.47,5.62,-5377,1.9545,7.3351,84.5612,9.088,0.0801,1.5067,50.6366,64.8393,119.1598,0.8988,0.7382,2.8017,26.0911,13.7283,9.02,0.2568
1337,0.0085,1213,0.508,11.87,8.57,-5311,2.0057,3.6948,84.5612,9.088,0.1477,2.7465,50.6366,64.8393,119.1598,1.1092,0.87,4.6785,35.0835,10.4005,445.8,1.2041
1338,0.0065,975,0.502,11.94,7.4,-5425.5,1.992,4.3255,84.3147,9.6515,0.1737,2.5409,50.3661,64.2547,120.722,1.4106,0.6632,4.715,32.453,10.6313,431.71,1.2571
1339,0.0122,649,0.568,15.1,12.98,-5439.25,1.9935,5.0539,85.04,8.8097,0.1776,3.923,50.3142,64.1009,119.0374,1.1092,1.2528,5.5336,57.2396,17.1657,7.83,0.2619
1340,0.0141,499,0.594,18.89,15.74,-5361.75,1.9917,9.1733,84.3147,9.6515,0.1938,3.822,50.3661,64.2547,120.722,1.1092,1.4533,5.8544,41.8365,12.7414,9.01,0.2753
1341,0.0161,784,0.554,16.41,13.09,-5506.5,1.9977,5.323,85.4593,8.7326,0.1679,3.9729,50.6296,63.9602,118.6382,1.1092,1.6628,5.2881,60.2722,14.6661,7.93,0.3692
1342,0.0063,620,0.82,20.73,8.07,-5475.5,2.0115,4.2343,86.899,9.3181,0.2332,2.5492,50.7948,64.1792,118.7162,0.8886,0.6411,7.493,42.8674,17.7223,10.65,0.3068
1343,0.0057,910,0.228,17.5,9.35,-5486.5,2.0045,7.1092,85.549,8.7556,0.0702,3.1834,50.6729,64.0533,118.0222,1.2292,0.5787,2.2349,64.0675,7.6479,9.04,0.0667
1344,0.0069,309,0.408,7.33,11.05,-5546,2.0085,3.8933,84.9605,9.0744,0.1102,3.1888,50.8538,64.2376,119.4514,0.8988,0.7004,3.7925,68.5864,13.4122,7.83,0.2619
1345,0.0072,316,0.897,8.16,9.24,-5285,1.9923,4.1662,85.4577,8.2061,0.2522,2.6213,50.425,64.4522,117.823,1.1092,0.7401,8.5975,54.3288,14.9076,8.18,0.2392
1346,0.0093,702,1.164,20.89,15.52,-5312.75,1.9865,4.8696,85.9331,8.8215,0.32,4.4914,50.6088,64.054,118.5238,1.1092,0.9553,11.1545,78.1942,19.2807,8.09,0.2678
1347,0.0077,582,0.427,13.73,6.47,-5260.25,2.0088,4.3598,84.078,8.9605,0.1294,1.9549,50.1756,64.1054,120.319,1.1092,0.7915,3.9888,38.8051,6.7947,427.42,0.794
1348,0.0139,862,0.773,8,4.39,-5445.25,1.989,7.6645,85.5439,8.6556,0.2134,1.3615,50.8214,64.2946,118.1824,1.1092,1.4331,7.5281,25.5774,7.1756,7.83,0.2619
1349,0.007,655,0.505,10.84,7.29,-5431.75,1.9805,3.6871,85.4772,8.324,0.1324,2.0869,50.4285,64.4464,117.8846,1.2208,0.7163,4.6773,35.4307,17.6255,431.71,1.2571
1350,0.0189,573,0.291,14.5,5.31,-5483,1.9457,8.7124,84.5612,9.088,0.0863,1.4672,50.6366,64.8393,119.1598,1.2208,1.9612,2.8239,24.0487,9.4925,10.25,0.2424
