,Time,Pass/Fail,F1,F2,F3,F4,F6,F7,F8,F9,F10,F11,F12,F14,F15,F16,F17,F18,F19,F20,F22,F23,F24,F25,F28,F29,F30,F31,F36,F37,F38,F40,F41,F43,F44,F45,F46,F47,F48,F50,F51,F53,F54,F55,F56,F58,F59,F60,F61,F62,F63,F64,F65,F66,F68,F70,F71,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F86,F87,F88,F89,F90,F91,F96,F98,F99,F102,F107,F108,F109,F110,F111,F113,F115,F116,F117,F118,F119,F120,F121,F122,F125,F126,F127,F128,F129,F130,F132,F133,F134,F136,F137,F138,F139,F144,F145,F146,F150,F151,F152,F155,F156,F160,F161,F162,F166,F167,F168,F170,F171,F173,F175,F176,F181,F182,F183,F184,F187,F188,F195,F206,F209,F210,F211,F212,F213,F214,F215,F216,F217,F218,F222,F223,F224,F227,F228,F244,F246,F248,F249,F252,F254,F255,F268,F270,F272,F274,F277,F280,F281,F285,F286,F287,F290,F295,F296,F297,F303,F304,F305,F306,F308,F311,F316,F317,F318,F320,F321,F324,F342,F344,F346,F347,F348,F349,F350,F351,F352,F353,F354,F355,F356,F361,F382,F383,F385,F389,F390,F405,F406,F416,F418,F419,F423,F432,F433,F460,F468,F472,F473,F478,F480,F482,F483,F484,F485,F486,F487,F488,F489,F491,F496,F499,F500,F510,F511,F521,F526,F545,F546,F547,F548,F558,F559,F562,F563,F564,F570,F571,F573,F574,F575,F577,F579,F581,F586,F587,F589
50,2008-07-29 18:08,1,2446.74,2172.9778,1222.6067,1.3658,101.84,0.122,1.5717,-0.0105,0.0052,0.962,201.4822,6.5073,418.8194,10.0409,0.9678,191.4413,12.4622,1.4002,2621.75,-4299.25,-1993.5,1.2688,68.3556,1.9444,0.155,3.3783,42.3337,66.8426,86.9275,65.83,5.171,350.1718,10.1896,130.9627,721.845,1.3601,143.3936,624.5282,203.7573,4.612,4.927,2832.0,0.9342,4.6082,23.9555,349.5864,10.4667,114.9182,11.31,16.0445,21.1546,700.6904,148.7136,613.2182,128.4445,465.6804,0.0,-0.0296,-0.0317,0.0008,0.0026,0.0148,-0.0877,-0.023,0.0048,7.9217,0.1307,2.3633,0.9896,1787.9799,0.1992,9073.13,0.04,0.2045,-0.2345,-0.0233,-0.0055,0.0171,-0.0009,,,,0.9341,768.0063,0.9909,58.3318,0.5977,0.9687,6.2095,15.82,3.2,1.125,2.622,0.5261,3.142,-0.4258,0.7692,2.3248,1001.9434,38.7769,249.8,180.1,54.2,416.54,0.113,0.0423,0.0542,7.591,13.021,0.3621,0.38,0.0408,368.0,2518.0,3258.0,2.6,1.3,0.098,0.538,0.1308,0.5536,0.8605,0.2363,0.347,10.11,34.801,0.0948,21.39,54.6,0.265,0.0,0.0,0.0442,0.0489,0.026,0.0352,0.0211,0.0934,0.0711,0.0713,4.5112,0.0011,126.1464,0.0181,0.0119,0.014,,,0.0245,0.0,4.2139,0.0151,0.3374,26.212,20.3137,64.5401,118.2617,2.2847,0.0131,0.0146,2.1598,4.1523,0.1051,0.1232,157.5423,1074.1298,1373.41,0.0304,0.1249,0.2099,0.0541,0.2105,0.0928,5.5385,0.0956,2.7617,0.026,2.0483,17.6538,0.0,8.3462,2.6743,0.0,0.012,0.0224,0.0124,0.0151,0.0056,0.0493,0.0353,0.0376,1.7671,35.9167,,,0.0058,0.0003,1.3943,0.0071,9.8109,3.1151,401.9002,0.0,116.6541,58.5684,163.4312,26.7966,21.2478,195.2252,31.7242,0.0,21.0994,149.2613,154.1371,0.0,0.0,142.9297,106.4691,309.1304,0.0,3.0612,9.1015,735.1351,0.0,49.0667,0.0,0.0,1.5568,7.116,,,,0.974,0.4002,,,,533.1055,2.3497,0.5991,2.3055,0.1492,25.4953,,,0.0296,0.0165,55.8324
57,2008-07-30 12:29,1,2586.05,2164.4111,1206.6031,0.9799,100.5189,0.122,1.4786,0.0049,0.0116,0.9613,198.6318,2.2493,396.9681,9.9522,0.9685,188.6797,12.4649,1.395,653.75,-950.75,58.0,0.2253,63.4,2.5556,0.2097,3.4451,49.7151,66.6566,88.2425,14.41,5.143,350.5009,10.2392,129.4427,720.7304,1.3782,149.1045,629.0482,197.2575,4.612,4.927,2832.0,0.9342,4.6082,2.5209,346.4873,11.0273,91.9636,33.7264,37.4791,46.2635,674.467,156.8709,595.3218,109.5826,468.4558,0.0,-0.0062,-0.0209,-0.0455,-0.0652,0.0122,-0.0935,-0.0037,-0.0473,7.4219,0.1394,2.3952,0.9649,1841.8205,0.1507,8249.76,0.0204,-0.0342,0.2076,0.0056,-0.2292,-0.0241,-0.1086,,,,0.9016,704.9014,0.9909,58.6473,0.595,0.9569,6.6157,15.82,3.434,0.9933,2.598,0.5598,3.008,-0.1419,0.7304,2.3237,1004.0281,44.6843,175.8,136.7,54.7,727.5059,0.0674,0.0673,0.0563,2.303,20.335,0.704,0.46,0.0393,2615.0,3803.0,232.0,1.6,0.8,0.112,0.879,0.1015,0.6257,0.6083,0.0868,0.38,11.13,35.743,0.0972,18.78,50.936,0.265,0.0,0.0,0.0648,0.0313,0.037,0.0435,0.0502,0.0962,0.0732,0.0763,3.0636,0.0212,104.542,0.0243,0.0381,0.032,,,0.3324,0.2067,3.2904,0.02,0.3049,27.117,23.0517,49.0014,235.5668,3.6006,0.0189,0.0144,0.7662,5.3391,0.2117,0.1369,1307.5,1901.5,116.0,0.0399,0.02,0.3131,0.0388,0.235,0.0328,5.1458,0.1044,3.0004,0.0267,2.3281,14.6668,0.0,32.6838,9.4645,0.0,0.0168,0.0138,0.0164,0.0219,0.0159,0.0455,0.0375,0.0404,1.0964,33.4483,,,0.0056,0.0002,1.0293,0.0072,8.563,4.0982,0.0,485.6065,102.3887,400.0,400.0,25.8221,542.2647,78.7218,36.4737,0.0,81.9893,0.0,149.4033,81.3187,66.6837,411.6863,102.8877,0.0,161.4245,2.7982,16.1466,328.0947,0.0,101.1287,0.0,907.91,2.0919,7.116,1.1165,409.616,74.074,0.9311,0.3004,263.542,0.6478,2.28,535.2509,2.2864,0.3201,3.0902,0.1112,14.0012,0.022,109.4273,0.0201,0.022,109.4273
58,2008-07-30 21:16,1,2388.74,2223.8,1503.1248,1.1705,110.06,0.1211,1.4441,-0.0177,0.0263,0.9569,200.0352,4.2144,404.6055,11.0203,0.971,189.0149,12.5473,1.4062,2320.25,-3017.75,538.5,0.6557,63.6,2.5222,0.2153,3.5009,49.7835,66.56,88.3282,74.8,3.698,352.2036,9.9974,143.1018,736.5657,0.8404,133.4555,628.7609,129.8657,4.557,4.794,2849.0,0.929,4.5775,15.9527,353.9182,10.1635,119.0545,7.4773,24.0473,30.4154,706.1504,148.3109,621.2836,115.4989,467.3114,0.0,-0.0578,-0.0771,-0.0084,-0.0437,0.0796,0.015,-0.0003,0.0365,7.2863,0.1341,2.3691,0.9814,1902.0905,0.1601,8722.96,0.0699,0.104,0.1483,-0.0158,-0.0312,0.0962,-0.0328,,,,0.9502,753.9392,0.9671,55.9712,0.6113,0.9762,6.417,15.78,3.564,1.05,2.529,0.577,2.965,-0.615,0.7382,2.3351,1004.4368,38.7724,165.8,160.8,68.0999,297.1899,0.1263,0.0366,0.0398,2.859,7.51,4.5412,0.41,0.0389,3253.0,4349.0,744.0,2.8,0.7,0.077,0.6723,0.06,0.4614,0.6609,0.0756,0.43,10.0,17.966,0.0939,14.12,52.203,0.394,0.0,0.0,0.1326,0.0765,0.0909,0.0628,0.0859,0.054,0.0815,0.0522,3.0246,0.0271,135.0925,0.0396,0.0175,0.011,,,0.0036,0.0,2.3459,0.007,0.3778,25.365,24.7946,52.8454,106.2587,2.0638,0.0112,0.013,0.8568,2.2414,1.3642,0.1209,1560.1131,2027.8528,359.805,0.0266,0.0304,0.2397,0.0291,0.189,0.0392,6.4035,0.1483,2.8055,0.0278,1.867,14.5126,0.0,23.5595,3.5663,0.0,0.0397,0.0317,0.0406,0.0273,0.0246,0.0256,0.0451,0.0286,0.9289,52.1028,,,0.0056,0.0024,0.773,0.0091,10.6008,2.6432,206.3425,151.1153,67.8394,144.114,138.1616,40.1977,38.1126,183.6233,25.2835,0.0,74.3834,229.511,99.1575,0.0,143.5429,107.8892,360.601,0.0,143.2099,0.8947,24.7576,769.2308,0.0,31.6049,0.0,0.0,0.7154,7.116,0.6032,399.008,72.098,0.9311,0.3004,264.334,0.5838,2.75,533.7473,2.2437,0.2701,2.8877,0.085,12.0404,0.0301,145.6339,0.0207,0.0301,145.6339
62,2008-07-31 20:18,1,2483.66,2206.5112,1244.1552,1.2691,101.6667,0.1229,1.4729,0.0206,0.003,0.9755,191.225,11.4142,408.2936,9.1557,0.9799,182.0693,12.5724,1.422,2658.25,-5157.25,64.0,1.298,68.0,2.6,0.2262,3.5251,49.6198,65.9194,86.838,79.42,1.886,363.9736,9.8407,130.7109,733.3332,1.2814,142.8191,637.5036,198.5732,4.638,4.87,2892.0,0.9291,4.6615,18.3209,360.1082,10.6814,109.0318,26.1263,21.6791,29.9815,703.3516,142.2373,611.3773,111.7341,465.7451,0.0,-0.0609,-0.128,0.0055,-0.074,0.057,0.0137,0.0088,-0.0248,7.3931,0.1306,2.3988,0.9904,1775.4565,0.1629,8307.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.9527,714.136,0.9909,58.1062,0.6046,0.9666,6.1819,15.74,3.133,0.9034,2.83,0.5746,3.338,0.0473,0.8434,2.3903,1006.1589,38.6809,182.7,157.4,72.2,174.8,0.1325,0.0621,0.0372,7.58,8.432,0.4882,0.35,0.0571,265.0,11838.0,1687.0,1.4,1.1,0.154,0.8929,0.0973,0.5785,0.7153,0.3867,0.494,7.31,19.906,0.1384,15.29,56.273,0.214,0.0,0.0,0.1848,0.0576,0.1057,0.0574,0.1287,0.0748,0.0741,0.0393,5.0637,0.0006,92.9583,0.0263,0.0125,0.0072,,,0.0385,0.0,2.3288,0.018,0.3396,7.12,36.4612,56.7312,62.855,1.2074,0.0158,0.0103,2.2256,2.6859,0.1533,0.097,123.2027,5088.9574,824.032,0.0507,0.1492,0.3274,0.0384,0.2232,0.1583,5.115,0.1844,2.2264,0.0402,1.5558,17.4972,0.0,21.3161,2.3499,0.0,0.0502,0.0236,0.0465,0.0253,0.0343,0.0306,0.0317,0.0186,1.9229,28.6717,,,0.0155,0.0003,0.6924,0.0413,2.2381,2.1971,301.5478,0.0,66.4086,229.5409,0.0,28.3387,20.4684,44.4379,17.2978,0.0,55.4003,303.5106,45.0176,0.0,77.5938,225.5916,544.9909,839.6601,158.3082,8.0405,16.1683,896.861,455.336,66.5208,372.6708,0.0,1.8659,7.116,1.6177,403.422,82.242,0.9446,0.3259,246.422,0.7134,12.19,535.8027,1.9736,0.3366,2.3288,0.0857,17.0532,0.0169,87.3034,0.0194,0.0169,87.3034
64,2008-01-08 5:52,1,2628.76,2187.5222,1268.6598,1.4503,102.4622,0.1233,1.4672,-0.0088,0.0071,0.9682,195.2619,14.1603,426.2799,9.1136,0.9742,186.1483,,1.3929,2698.25,-4228.75,-1994.75,1.309,68.1222,2.3667,0.204,3.4621,49.5638,65.9449,86.7325,78.13,4.063,357.7509,9.881,130.1245,725.1731,1.2873,139.9645,627.84,203.4994,4.594,4.865,2891.0,0.9318,4.6463,9.05,353.4373,10.9359,99.1745,30.5082,30.95,39.683,685.4901,144.72,597.3318,103.4133,466.1615,0.0,-0.0264,-0.0378,-0.0067,-0.0263,0.0049,-0.1023,-0.0233,0.0267,7.0697,0.1336,2.3496,0.9711,1780.3646,0.1464,8999.1098,-0.257,-0.2964,0.6245,0.0344,0.118,-0.1932,0.3324,,,,0.9494,760.5687,0.9625,55.5313,0.5995,0.9699,6.1034,15.81,3.566,1.21,2.642,0.5619,3.034,0.0,0.7332,2.3348,1004.2077,41.9975,201.6,171.6,40.5,141.839,0.0544,0.0366,0.0385,9.301,8.417,0.4198,,0.0655,768.0,2013.0,3523.0,3.0,1.1,0.122,0.9352,0.0935,0.4883,0.9184,0.4256,0.599,8.14,17.355,0.2241,9.72,80.761,4.838,0.0,0.0,0.0672,0.0443,0.0682,0.0706,0.0614,0.0788,0.0486,0.1445,4.434,0.0042,125.5107,0.0305,0.0436,0.041,,,0.0228,0.0,2.6554,0.0157,0.3816,24.105,23.3475,62.6897,59.81,1.4624,0.0113,0.0096,2.5505,2.7575,0.1345,,353.7272,881.5881,1683.2456,0.0399,0.1074,0.3493,0.0383,0.1934,0.1666,4.4627,0.1987,2.473,0.0596,1.8775,24.6111,0.0,23.1316,2.8183,0.0,0.0193,0.0209,0.03,0.0335,0.0212,0.0405,0.0211,0.0715,1.8231,38.5539,,,0.0221,0.0041,0.8564,0.0111,8.2934,2.027,415.3191,543.2099,65.6838,47.6027,176.6136,39.6861,49.6133,22.0596,14.5073,0.0,60.9777,254.1243,117.1958,0.0,268.6965,0.0,77.0472,208.137,542.2139,3.9494,20.8047,0.0,0.0,74.7826,843.2432,0.0,1.6232,7.116,0.5981,408.39,71.906,0.9651,0.1343,264.742,0.6493,8.56,532.2164,2.3626,0.3866,3.2033,0.1142,16.3616,0.0556,187.3554,0.0297,0.0556,187.3554
82,2008-04-08 0:39,1,2502.62,2239.3,1192.7495,1.2479,100.1189,0.1187,1.5824,-0.0006,0.0064,0.9649,201.9597,4.7482,404.6931,9.6496,0.9695,192.31,12.4659,1.416,2703.75,-3914.75,1334.5,1.3057,62.8333,2.7111,0.2103,3.2932,49.7739,66.594,88.2109,73.32,2.051,351.2655,10.2185,128.3009,719.4658,1.387,146.8727,626.4391,220.7331,4.575,4.848,2859.0,0.93,4.6061,12.4309,347.1809,10.885,100.7318,22.91,27.5691,37.4995,681.9664,155.6164,603.5291,94.8504,465.2124,0.0,-0.0078,-0.0783,-0.0001,-0.0618,0.0116,-0.0741,-0.0216,-0.022,7.5321,0.1322,2.4154,0.9887,1883.8396,0.1997,9054.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.9336,771.4724,0.991,57.7826,0.5977,0.9594,6.5992,15.81,3.566,1.21,2.642,0.5619,3.034,0.0,0.7332,2.3348,1004.2077,41.9975,114.5,141.8,95.4001,369.522,0.0605,0.0605,0.0406,6.407,18.685,0.8039,0.3,0.0473,424.0,1757.0,13977.0,4.8,1.0,0.116,0.6716,0.1856,0.5349,0.6378,0.1906,0.201,8.67,32.633,0.1312,16.99,56.977,0.241,0.0,0.0,0.0546,0.0585,0.0265,0.0603,0.0242,0.0903,0.0938,0.0283,2.5736,0.0025,171.8003,0.0548,0.016,0.0118,,,0.0249,0.0,2.5844,0.0231,0.3216,24.105,30.9957,52.1789,136.6108,2.5608,0.0164,0.012,2.0035,5.1165,0.2159,0.0675,187.2011,741.3557,9883.2315,0.0407,0.0949,0.2601,0.0812,0.2208,0.0753,5.3995,0.0735,2.4015,0.0343,2.1588,16.5883,0.0,27.0557,4.1032,0.0,0.0147,0.0256,0.0123,0.026,0.0072,0.0471,0.0473,0.0124,0.9773,50.9815,,,0.0287,0.0004,0.7591,0.0111,8.2934,5.0567,0.0,636.8627,134.9359,44.8815,0.0,25.8126,60.3335,99.0397,27.2044,0.0,104.6923,703.3816,74.7126,0.0,97.4939,208.284,121.8623,433.7572,128.6364,1.5126,27.4183,0.0,0.0,68.6627,869.5652,0.0,2.4045,7.116,0.6624,400.372,80.39,0.9504,0.3155,265.058,0.7331,4.14,531.81,2.2115,0.1968,4.5061,0.0755,8.9008,0.0042,15.2909,0.0278,0.0042,15.2909
96,2008-04-08 20:58,1,2467.07,2191.6667,1107.433,1.3529,103.4233,0.1206,1.4993,-0.0091,0.0006,0.9549,199.6784,7.6212,395.5722,10.1679,0.972,189.5104,12.4659,1.4033,1505.5,-1941.5,502.0,0.438,62.7556,2.7889,0.2252,3.4822,49.821,66.6948,88.3548,14.14,5.103,354.0755,9.9342,154.8682,755.794,1.0611,136.2627,645.2064,201.2522,4.607,4.828,2875.0,0.934,4.6613,11.5591,357.5818,9.7739,126.4273,13.7328,28.4409,39.2802,716.5138,147.4645,631.4736,93.5638,469.4651,0.0,-0.0416,-0.0246,0.0089,-0.0623,0.0083,-0.0956,-0.0416,-0.0264,6.3328,0.1323,2.3382,0.9905,1805.2925,0.1536,8887.5198,-0.0104,-0.0076,0.0188,0.0381,0.0132,-0.1275,-0.1515,,,,0.9481,781.5414,0.9641,57.887,0.5988,0.9589,6.4276,15.78,3.62,0.9933,2.914,0.6314,3.361,0.0473,0.7509,2.3532,1006.4114,44.814,162.0,144.3,70.3999,774.816,0.1061,0.0666,0.0871,3.617,6.156,0.4659,0.3,0.0562,3218.0,3986.0,1104.0,3.2,1.0,0.111,0.4277,0.1036,0.4883,0.6791,0.2985,0.409,11.19,21.486,0.1668,13.04,48.896,0.08,0.0,0.0,0.1176,0.0898,0.0508,0.0802,0.0532,0.108,0.0565,0.0241,4.9126,0.001,106.5371,0.038,0.0175,0.0192,,,0.0182,0.0,2.0666,0.0242,0.3887,21.357,24.2871,55.5934,244.0673,3.1604,0.0208,0.0243,1.2138,2.1656,0.1337,0.0675,1746.5985,2243.428,585.3819,0.0323,0.0253,0.1537,0.0449,0.1867,0.1125,4.1373,0.115,3.3804,0.0577,1.9145,17.601,0.0,18.8217,4.6735,0.0,0.0259,0.0418,0.0281,0.0381,0.0173,0.0547,0.0231,0.0102,1.622,32.0989,,,0.0108,0.0013,0.6917,0.0131,5.5066,4.2298,730.3633,0.0,47.4598,205.3052,219.9203,24.2959,68.5174,114.0337,27.8472,0.0,77.0063,282.5225,364.6701,574.0113,128.7319,644.3603,112.9412,135.8173,91.2015,2.3438,24.7224,0.0,0.0,117.8744,858.5366,0.0,2.5231,7.116,1.1869,411.426,73.26,1.5024,0.3638,264.156,0.7555,10.29,533.9136,2.4527,0.4407,3.3384,0.1273,17.9666,0.0184,192.2985,0.0095,0.0184,192.2985
115,2008-05-08 7:12,1,2502.05,2232.5889,1717.275,1.67,104.1067,0.1223,1.4518,0.0066,0.0151,0.9659,198.8576,5.7237,403.9325,9.4372,0.9735,189.4203,12.4827,1.4029,2579.75,-2079.25,181.0,1.2722,60.2667,3.1667,0.2732,3.3177,49.843,66.4353,88.2207,74.19,2.634,353.6709,9.9067,156.6227,757.4377,1.0768,134.71,645.0036,194.1495,4.607,4.828,2875.0,0.934,4.6613,18.5764,354.1645,9.7949,135.1991,10.6818,21.4236,30.0601,727.3776,144.9582,634.3218,25.5711,470.4647,0.0,-0.0594,-0.0983,0.0038,-0.0698,0.0209,0.0097,0.0,-0.0323,7.6683,0.1406,2.4113,0.9896,1787.9799,0.191,8721.5101,0.0714,-0.3681,0.6209,-0.0828,-0.0278,0.04,0.0887,,,,0.953,725.5646,0.9907,59.2637,0.5969,0.9642,6.3798,15.75,3.276,0.9082,2.66,0.5489,3.136,0.0,0.771,2.3592,1001.0291,38.0893,213.7,164.1,60.5,245.0861,0.0685,0.0399,0.0606,3.443,13.191,0.9413,0.42,0.0495,171.0,4597.0,403.0,3.3,0.8,0.117,0.5928,0.1211,0.5421,0.8008,0.083,0.602,11.28,22.5681,0.1342,11.67,79.699,0.08,0.0,0.0,0.1134,0.0398,0.0383,0.057,0.0958,0.0619,0.1035,0.0489,3.6287,0.0011,126.1464,0.0501,0.0244,0.0235,,,0.0102,0.0,2.664,0.0212,0.3617,15.366,23.3035,54.3442,78.9197,1.7272,0.0123,0.0172,1.0697,3.789,0.2736,0.127,73.4909,2187.4828,183.1375,0.035,0.1305,0.241,0.043,0.2211,0.0372,4.4137,0.171,3.4849,0.0394,1.8027,22.9007,0.0,3.3325,7.3986,0.0,0.0327,0.0163,0.0187,0.0269,0.0254,0.0282,0.0514,0.0232,1.1679,35.9167,,,0.0056,0.0004,0.769,0.021,5.4086,3.0264,602.2642,401.1585,60.1531,221.0893,222.6519,41.0503,62.3911,164.954,54.0991,0.0,40.667,190.8087,40.4883,0.0,81.6619,458.5103,641.4508,0.0,151.3932,2.4885,26.214,0.0,0.0,65.2038,278.6517,0.0,2.2034,7.116,2.0659,406.308,73.16,0.9497,0.1692,,,,532.1818,2.2788,0.2934,4.1584,0.093,12.8759,0.0166,45.6835,0.0364,0.0166,45.6835
131,2008-06-08 5:40,1,2714.3,2171.9,1811.8799,1.3811,99.22,0.1276,1.424,-0.008,0.0074,0.9557,199.1319,5.5904,414.1055,9.7109,0.9732,189.421,12.469,1.4152,2620.0,-5583.25,-588.25,1.295,67.6333,2.5778,0.1731,3.3944,49.5055,66.2984,87.0383,65.55,4.682,360.4536,9.9206,127.5782,725.3678,1.3525,142.7427,630.7745,216.5385,4.581,4.809,2894.0,0.9332,4.7217,6.6636,354.6227,10.9597,94.2418,32.4018,33.3364,43.541,681.8268,149.5082,598.3727,73.701,460.2407,0.0,-0.029,-0.1142,-0.0698,0.1347,0.0234,-0.0087,0.0032,0.021,7.6008,0.1349,2.3399,0.9729,1761.9102,0.1514,8857.02,-0.029,0.1612,-0.2472,-0.0214,0.0137,-0.0703,-0.1273,,,,0.9352,699.5907,0.9907,58.8617,0.6092,0.9641,6.2347,15.75,3.276,0.9082,2.66,0.5489,3.136,0.0,0.771,2.3592,1001.0291,38.0893,189.7,164.3,44.8,169.5431,0.1102,0.0492,0.0302,5.123,13.747,0.9728,0.45,0.0423,445.0,6102.0,3536.0,1.9,0.9,0.176,0.357,0.1151,0.5534,0.8667,0.1771,0.624,7.22,18.004,0.1317,11.76,57.741,0.255,0.0,0.0,0.1645,0.1208,0.0328,0.5775,0.0819,0.0496,0.1231,0.05,4.1869,0.0028,101.0912,0.0316,0.0187,0.0224,,,0.0167,0.0,2.2887,0.0192,0.3668,15.366,31.2321,56.4517,64.1327,1.8979,0.0149,0.0091,1.8087,3.8379,0.2771,0.1432,212.4068,2950.4505,1679.6066,0.0551,0.1651,0.1433,0.0484,0.2087,0.0811,5.0305,0.1788,2.1434,0.0393,1.6364,17.8067,0.0,26.7676,7.1954,0.0,0.0446,0.0499,0.0155,0.2839,0.0248,0.0217,0.061,0.021,1.3814,35.7538,,,0.0421,0.0004,0.6831,0.021,5.4086,4.9359,617.8964,407.4199,91.6398,109.2912,601.105,26.6655,96.794,50.7689,19.3482,0.0,120.2304,566.3869,105.7562,46.9578,428.651,349.7198,573.4104,0.0,237.5297,1.6311,20.858,214.7882,204.333,44.8598,800.0,0.0,1.993,7.116,0.5832,399.94,80.588,0.9605,0.2173,263.388,0.6386,4.04,527.1709,2.3873,0.562,3.6972,0.1916,23.5428,0.0169,289.9234,0.0058,0.0169,289.9234
154,2008-07-08 11:40,1,2359.01,2196.6555,1066.1908,1.2188,101.89,0.1211,1.4544,-0.0052,-0.0003,0.9554,198.2289,9.5221,403.3885,10.7177,0.972,187.5112,12.469,1.3993,3051.25,-3718.5,1500.25,0.9955,65.8,3.1444,0.2229,4.7036,49.7013,66.0973,86.9255,14.55,4.866,358.9764,10.1073,124.9991,721.505,1.3362,147.7673,631.7427,214.7661,4.544,4.782,2910.0,0.933,4.7451,26.7745,357.16,10.3983,111.7736,10.5591,13.2255,20.1161,701.3889,152.25,621.1836,72.1031,,0.0,-0.0542,-0.0422,-0.0066,-0.0333,0.0577,0.0753,-0.0412,0.0171,7.0149,0.1418,2.4152,0.9907,1832.1146,0.2036,8549.8,-0.0928,-0.0255,0.0233,-0.0223,0.001,-0.1042,-0.0873,,,,0.9471,738.6785,0.9907,57.9642,0.5964,0.9749,6.7499,15.79,3.609,0.9176,2.761,0.6274,3.565,0.6623,0.6956,2.3403,1012.1967,36.5767,123.9,151.3,64.0999,480.957,0.0525,0.08,0.0626,12.328,6.774,0.8158,0.45,0.0359,562.0,788.0,157.0,3.1,0.6,0.056,0.9365,0.132,0.4569,0.8603,0.1965,0.404,7.08,16.977,0.1392,9.41,40.839,0.231,0.0,0.0,0.1249,0.0821,0.0713,0.0973,0.106,0.0947,0.0529,0.096,4.7209,0.0006,63.5398,0.067,0.0308,0.0193,,,0.0203,0.0,2.9093,0.0043,0.3552,8.14,34.4617,48.2584,149.675,1.4215,0.02,0.0185,3.6773,2.2494,0.2329,0.1432,247.4448,361.1809,68.4513,0.0196,0.0639,0.3615,0.0519,0.1623,0.0767,4.422,0.1205,2.1717,0.0447,1.7369,12.7978,0.0,29.4107,,0.0,0.0371,0.0337,0.0335,0.0422,0.0317,0.0501,0.0231,0.0498,1.5485,18.7764,,,0.0255,0.0004,0.8653,0.0262,2.7696,3.5498,0.0,0.0,129.4674,21.1913,10.4649,19.0156,33.6514,128.9886,68.1262,0.0,144.5999,230.2835,194.4346,0.0,292.4117,183.7686,125.7636,128.3202,559.7668,2.3187,32.8879,0.0,0.0,68.7631,0.0,0.0,0.4385,7.116,0.611,401.08,80.404,1.0068,0.3311,265.296,0.6275,5.22,535.0655,2.2935,0.1188,2.8442,0.0441,5.1798,,,0.0199,0.0117,58.5665
157,2008-08-08 8:44,1,2491.19,2208.0,1835.9832,1.5714,100.2478,0.1238,1.468,0.0033,0.0018,0.9649,196.7845,3.3456,419.7146,8.0711,0.9787,188.7133,12.3376,1.3945,2984.0,-952.75,1437.0,0.97,63.9,3.2444,0.2213,4.5924,49.8291,66.7256,88.4188,74.21,2.963,365.1745,9.7106,134.7691,740.0988,1.2782,140.8545,640.7982,204.4244,4.649,4.89,2870.0,0.9343,4.7233,26.4509,364.0036,10.1474,121.22,8.3455,13.5491,16.2355,723.8633,147.2291,632.4527,222.2734,,0.0,-0.0068,-0.0311,0.0199,-0.055,0.0275,0.0519,-0.0023,0.0192,7.0874,0.1361,2.4222,0.9636,1881.9657,0.1566,8564.08,-0.0803,-0.1238,0.3287,0.0,0.1096,0.0716,-0.0243,,,,0.9444,743.4139,0.9906,59.0892,0.5956,0.9811,6.2337,15.72,3.937,1.097,2.666,0.656,3.085,-0.0473,0.7304,2.3497,1000.0948,39.2181,184.5,95.8,51.7,846.8969,0.0971,0.0458,0.0476,5.295,16.435,1.6223,0.18,0.0253,774.0,10391.0,138.0,4.6,0.4,0.084,0.5614,0.0776,0.6004,0.6467,0.2242,0.228,7.74,22.876,0.1241,15.5,57.751,0.242,0.0,0.0,0.0853,0.0746,0.0741,0.0892,0.0542,0.0753,0.0881,0.1179,4.4947,0.0131,138.3851,0.0359,0.0177,0.0334,,,0.0281,0.0,4.5096,0.0036,0.3927,13.363,19.4722,38.9485,293.0355,2.955,0.014,0.0141,1.5064,5.2573,0.5074,0.0571,345.8902,4777.9626,57.4978,0.0254,0.051,0.2238,0.033,0.2392,0.0915,4.8377,0.0726,2.3517,0.0345,1.0947,19.443,0.0,10.2951,,0.0,0.023,0.0307,0.0312,0.0386,0.0158,0.0322,0.0445,0.0522,1.6452,49.5449,,,0.0148,0.0004,1.2621,0.0314,5.3196,4.9267,0.0,0.0,158.2659,0.0,9.6033,28.2505,13.4211,213.7686,26.201,0.0,17.0223,0.0,240.0644,371.4286,162.2556,197.0461,145.1566,0.0,612.4675,3.1587,22.9395,919.4805,0.0,98.0306,0.0,0.0,0.3707,7.116,1.5328,404.498,81.316,0.9705,0.1631,245.062,0.7547,4.59,535.4327,2.3964,0.3497,3.559,0.1117,14.5937,0.018,128.2819,0.014,0.018,128.2819
