,F153,F159,F198,F200,F201,F21,F252,F26,F319,F32,F33,F334,F34,F334.1,F35,F39,F407,F426,F470,F471,F474,F476,F524,F574
1253,0.013,2290,0.268,17.01,6.86,-5345.25,1.9166,2.0075,7.2602,84.7391,9.534,0.0978,50.6315,0.0978,64.0518,118.9808,1.3271,1.3358,2.6028,5.1407,39.7614,7.0416,3.4285,2.7235
1254,0.0144,883,0.686,17.82,14.4,-5469.5,3.7251,1.9777,9.1647,85.4344,8.7037,0.1918,50.6411,0.1918,64.0021,118.0692,1.3271,1.4867,6.6141,22.9445,92.6688,22.2037,6.5895,3.6722
1255,0.0131,1123,0.804,19.22,12.77,-5867.5,4.0375,2.0223,4.8358,84.6724,9.0447,0.2308,50.6192,0.2308,64.0033,119.0986,1.3271,1.3541,7.7459,5.5636,57.1248,12.6118,6.852,2.7235
1256,0.0148,1116,0.476,19.9,7.73,-5326.5,3.3528,1.9988,4.467,85.0041,8.6472,0.1293,50.5823,0.1293,64.0865,117.9742,1.3081,1.5257,4.4303,7.3686,43.1104,10.8691,5.6579,2.3908
1257,0.0128,599,0.59,22.61,17.08,-5224.25,1.6157,1.999,5.4073,84.7391,9.534,0.1754,50.6315,0.1754,64.0518,118.9808,1.3271,1.3136,5.7264,6.9473,107.6128,15.75,2.7189,1.9029
1258,0.0138,248,0.239,17.57,7.53,-5719,4.2818,1.9865,7.0336,83.4425,8.2914,0.0792,50.4962,0.0792,64.6693,118.4178,1.3271,1.42,2.3043,5.628,30.8582,8.205,7.271,2.7235
1259,0.008,1713,0.203,13.72,3.59,-5432,2.8739,1.9895,8.4123,84.7632,9.0402,0.0649,50.6105,0.0649,63.9938,119.6524,2.823,0.8154,1.96,7.3406,24.1978,10.5911,4.8558,110.1081
1260,0.0082,216,0.46,15.52,5.61,-5242.75,2.4754,2.01,8.7378,84.7632,9.0402,0.1342,50.6105,0.1342,63.9938,119.6524,2.823,0.8395,4.4506,7.6575,32.4345,7.9223,4.1638,142.1606
1261,0.0058,870,0.238,17.3,15.04,-5603.75,1.6563,1.9958,9.7272,85.04,8.8097,0.0727,50.3142,0.0727,64.1009,119.0374,1.3081,0.5892,2.2963,7.4918,81.1264,11.284,2.7929,3.3109
1262,0.0067,666,0.488,15.59,11.78,-5294.5,1.4759,2.001,4.7116,85.3182,8.5298,0.1487,50.8422,0.1487,64.3121,115.8094,1.3271,0.687,4.5367,3.7936,67.5898,15.1304,2.4908,4.055
1263,0.0126,603,0.675,18.49,10.9,-5575,4.1868,2.003,4.9589,85.3687,13.5481,0.1849,50.1519,0.1849,63.7914,118.7216,1.3081,1.2952,6.2199,4.0832,57.3028,16.7202,7.1075,3.2073
1264,0.0115,125,0.205,18.51,4.12,-5544,2.4794,1.9865,8.0542,84.4782,9.2064,0.065,50.6402,0.065,64.0409,119.1878,1.1881,1.1828,1.9793,7.0312,25.1715,11.6004,4.2062,2.9648
1265,0.0073,763,0.163,15.21,10.1,-5224.5,1.7432,1.972,7.9155,85.549,8.7556,0.0615,50.6729,0.0615,64.0533,118.0222,1.1881,0.7423,1.5785,7.9628,48.3613,11.2207,2.9972,2.579
1266,0.0146,571,0.963,15.33,13.64,-5307.75,1.569,1.971,5.2081,84.6927,8.8973,0.2681,50.6504,0.2681,64.1619,118.1776,1.1881,1.5101,9.2041,5.5422,80.6065,16.6294,2.6426,2.645
1267,0.0135,448,0.941,23.44,8.91,-5663.5,4.8582,1.9698,9.3746,86.9779,8.8356,0.2473,50.6527,0.2473,63.9719,118.253,1.3271,1.39,8.853,21.0979,38.4402,16.6631,8.3161,3.6722
1268,0.0082,870,0.342,13.18,10.86,-5542.75,3.6105,1.9585,8.3559,83.7266,8.3808,0.0868,50.5171,0.0868,64.7177,118.6924,1.3271,0.8379,3.3885,17.463,43.0889,27.4017,6.1983,2.1791
1269,0.0088,1100,0.276,9.01,6.14,-5709.75,2.2206,2.0047,8.6545,84.7632,9.0402,0.0859,50.6105,0.0859,63.9938,119.6524,1.287,0.9001,2.6832,8.7768,38.5275,11.2345,3.7944,2.596
1270,0.0149,894,0.239,13.8,8.24,-5834.75,4.1651,1.9625,6.2604,83.4425,8.2914,0.0839,50.4962,0.0839,64.6693,118.4178,1.4174,1.5394,2.3126,5.4282,46.6604,13.465,7.0968,2.1791
1271,0.015,343,0.406,20.5,5.8,-5477,3.5343,1.9777,7.8855,85.9331,8.8215,0.1112,50.6088,0.1112,64.054,118.5238,1.4174,1.5465,3.8875,7.4468,17.8019,19.1496,6.0859,4.5485
1272,0.0057,697,0.569,14.4,9.95,-5241.5,2.3607,1.9947,10.1326,84.4668,8.8909,0.156,50.6768,0.156,64.1879,118.0814,1.2292,0.5783,5.6615,14.443,31.7846,17.9753,4.0505,1.565
1273,0.0137,774,0.413,12.15,4.11,-5095,4.5255,1.9872,8.1627,86.1383,8.3383,0.1343,50.4625,0.1343,64.2525,117.9702,1.4211,1.419,4.0995,7.263,20.6796,15.602,7.7648,2.8189
1274,0.0222,1221,0.744,13.72,10.44,-5356.25,2.9254,1.99,3.9344,85.9501,9.7137,0.2109,50.8506,0.2109,64.3577,119.3812,1.4211,2.3062,6.9309,7.173,40.1786,8.6933,4.9672,138.3859
1275,0.0073,215,0.617,20.19,12.63,-5270,4.2837,1.975,4.8843,86.1383,8.3383,0.1941,50.4625,0.1941,64.2525,117.9702,1.4211,0.7506,5.9632,4.9003,42.1283,9.6794,7.3202,3.0501
1276,0.0143,1738,0.897,15.27,11.56,-5247.5,3.3195,2.0145,4.4568,86.1383,8.3383,0.2532,50.4625,0.2532,64.2525,117.9702,1.4211,1.4726,8.663,4.5956,42.967,14.356,5.6518,3.0501
1277,0.0128,822,1.037,9.99,10.3,-5445.25,4.0516,1.9655,4.3686,86.1383,8.3383,0.333,50.4625,0.333,64.2525,117.9702,1.4211,1.3244,10.29,5.475,46.7825,19.415,6.9154,3.0501
1278,0.0126,448,0.569,19.05,10.15,-5461,3.7364,1.985,4.8931,84.2981,8.3159,0.1518,50.415,0.1518,64.5884,117.8478,1.1881,1.2929,5.3364,5.0902,58.0147,21.8831,6.3762,2.9252
1279,0.0131,523,0.318,18.4,27.52,-5422.25,2.5716,2.0017,12.5514,85.549,8.7556,0.0863,50.6729,0.0863,64.0533,118.0222,1.2292,1.3497,3.1381,13.4483,117.428,23.0466,4.4055,2.6072
1280,0.0057,1017,0.317,21.03,9.12,-5294.5,4.27,1.9875,7.0635,85.5439,8.6556,0.0889,50.8214,0.0889,64.2946,118.1824,1.2292,0.5811,3.0938,4.8327,45.6789,9.9042,7.2639,1.8871
1281,0.0139,383,1.037,21.18,9.87,-5264.5,1.6626,1.9507,5.1859,84.6724,9.0447,0.3063,50.6192,0.3063,64.0033,119.0986,0.4645,1.4381,10.0447,5.6179,46.7831,14.394,2.8147,2.645
1282,0.0065,811,0.467,15.04,7.23,-5612.25,1.9951,2.0033,6.8882,85.3996,8.2345,0.1463,50.4069,0.1463,64.3522,118.2354,1.2292,0.6672,4.5559,5.7269,44.0113,12.4447,3.5069,1.565
1283,0.0117,405,0.611,15.75,9.25,-5407.25,1.6687,2.0032,9.8312,85.5439,8.6556,0.1753,50.8214,0.1753,64.2946,118.1824,1.287,1.1999,6.0418,13.3473,54.5262,22.8397,2.8329,2.7254
1284,0.0113,717,0.47,16.8,16.36,-5517.75,1.9263,1.991,9.7851,86.1541,8.9036,0.1515,50.6667,0.1515,64.0553,118.1242,1.0881,1.1593,4.5805,21.41,46.2247,24.4056,3.2943,2.1791
1285,0.0137,655,0.402,19.94,12.09,-5767.75,2.1356,2.0225,4.4251,86.5682,9.3868,0.131,50.7583,0.131,64.4245,118.8712,1.287,1.416,3.7479,3.506,60.276,13.6865,3.626,3.3664
1286,0.0057,1082,0.882,17.1,3.46,-5733,1.6108,1.957,9.3591,84.9605,9.0744,0.2601,50.8538,0.2601,64.2376,119.4514,1.0881,0.5782,8.7517,8.3341,21.3528,10.1291,2.759,3.609
1287,0.0136,612,0.562,14.3,3.45,-5454,4.399,2.0213,8.3146,86.1383,8.3383,0.1466,50.4625,0.1466,64.2525,117.9702,0.9557,1.4053,5.5056,4.9361,13.8331,18.7497,7.5455,2.8189
1288,0.0104,192,0.372,17.7,5.97,-5320.5,3.2545,1.983,7.5577,86.1383,8.3383,0.1204,50.4625,0.1204,64.2525,117.9702,1.2131,1.0636,3.6138,5.7928,21.4895,7.3316,5.5305,2.8189
1289,0.0108,2665,0.987,13.3,17.4,-5802.25,1.7184,2.0195,4.9727,86.8862,8.9541,0.27,50.6555,0.27,63.9146,119.0282,1.0881,1.1126,9.4224,7.0849,92.2564,16.9414,2.9087,1.9029
1290,0.0102,831,0.279,14.22,3.42,-5241,4.2031,2.0267,8.2258,86.1383,8.3383,0.0886,50.4625,0.0886,64.2525,117.9702,1.2131,1.048,2.7015,5.0815,14.9454,9.6018,7.1876,3.0501
1291,0.0114,277,1.001,14.46,3.3,-5529.25,3.6903,1.972,8.1024,85.1404,8.627,0.2822,50.6212,0.2822,64.0218,118.284,1.2131,1.1722,9.7392,5.7114,12.52,18.3804,6.2973,138.3859
1292,0.0061,584,1.041,17.06,11.65,-5390,4.4464,2.0062,9.0341,84.6927,8.8973,0.2752,50.6504,0.2752,64.1619,118.1776,1.287,0.6247,10.3945,15.8845,54.6395,16.9315,7.5948,2.645
1293,0.0061,936,1.143,23.62,9.36,-5400,4.6528,2.0103,5.1243,85.9501,9.7137,0.3823,50.8506,0.3823,64.3577,119.3812,1.287,0.6209,11.2011,3.9607,32.7482,17.1215,7.8991,2.645
1294,0.0046,1034,1.158,13.38,12.93,-5400.25,4.2149,1.954,9.1889,83.6845,8.1409,0.3964,50.5119,0.3964,64.6358,118.1104,1.2292,0.4674,12.1466,12.8334,54.8613,29.9944,7.1768,3.4623
1295,0.0122,519,0.908,14.84,6.41,-5194.75,4.3516,1.9507,9.4051,84.8754,9.1637,0.2962,50.555,0.2962,64.7823,119.2618,0.9557,1.2604,9.1586,10.5376,16.898,33.9731,7.4295,2.5286
1296,0.0114,457,0.395,20.87,8.14,-5371.5,3.9329,2.021,7.9876,84.6724,9.0447,0.1247,50.6192,0.1247,64.0033,119.0986,0.4645,1.1716,3.8863,6.3093,31.8898,9.1053,6.6847,2.7235
1297,0.0121,569,0.165,17.03,6.06,-4992.75,1.631,1.9855,7.5972,85.549,8.7556,0.06,50.6729,0.06,64.0533,118.0222,1.287,1.2441,1.5659,8.5457,15.9221,20.5933,2.809,2.9281
1298,0.0083,969,0.806,20.77,14.79,-5526.5,2.6778,2.0097,9.323,84.7391,9.534,0.2238,50.6315,0.2238,64.0518,118.9808,0.9557,0.8541,7.8649,19.999,50.0715,31.0232,4.3887,2.7254
1299,0.0132,476,0.909,17.17,7.73,-5295.25,1.7815,1.979,9.1257,86.8862,8.9541,0.282,50.6555,0.282,63.9146,119.0282,1.4174,1.3588,9.167,11.9278,33.6879,27.6738,3.0217,2.5286
1300,0.0096,1078,0.478,16.29,11.84,-5426,3.9776,1.9997,4.8457,84.0399,8.7646,0.1312,50.7311,0.1312,64.2307,117.8534,1.2292,0.9865,4.5009,4.7195,78.8335,11.8424,6.7459,2.8909
1301,0.0105,766,0.995,22.13,9.25,-5186.25,2.7553,2.036,9.3454,85.5439,8.6556,0.2678,50.8214,0.2678,64.2946,118.1824,1.2131,1.081,9.8466,13.9639,24.8192,24.2508,4.6055,2.596
1302,0.0128,589,0.635,22.12,15.52,-5389.5,4.2443,2.021,8.9309,86.9432,8.8105,0.1666,50.6086,0.1666,64.0283,118.1238,1.2292,1.3153,6.0464,28.4553,66.8956,30.1137,7.2477,3.4462
1303,0.0063,826,0.639,17.95,17.68,-5233.75,6.4074,1.9998,8.8329,84.02,8.7187,0.1758,50.8514,0.1758,64.3975,117.979,1.4174,0.6477,6.1455,27.6999,131.9725,17.7545,11.9517,2.6691
1304,0.0142,1106,0.651,18.49,10.66,-5633.5,3.5276,1.9907,6.7479,85.9331,8.8215,0.2,50.6088,0.2,64.054,118.5238,0.9557,1.4596,6.4036,4.602,53.041,11.0867,6.0797,1.8871
1305,0.0121,853,0.62,15.85,7.9,-5619.5,1.8995,1.9897,9.9175,85.4593,8.7326,0.1898,50.6296,0.1898,63.9602,118.6382,1.4174,1.2477,6.2153,14.2635,26.8428,26.5574,3.2252,2.1791
1306,0.01,526,0.288,13.05,7.12,-5357.5,4.3819,2.0062,4.8563,84.4782,9.2064,0.0923,50.6402,0.0923,64.0409,119.1878,0.8886,1.0226,2.6672,10.6318,33.4887,14.8646,7.4664,2.5755
1307,0.0137,418,0.649,14.04,15.18,-5070.75,3.8654,1.9475,8.1099,84.9605,9.0744,0.1869,50.8538,0.1869,64.2376,119.4514,1.0881,1.421,6.3992,22.531,84.3014,32.9963,6.7801,3.609
1308,0.0271,1037,0.54,13.01,9.68,-5421.75,2.9948,1.9803,4.6784,86.1541,8.9036,0.1641,50.6667,0.1641,64.0553,118.1242,1.2977,2.8534,5.0839,5.6721,51.1273,8.8664,5.1737,142.1606
1309,0.0088,392,1.58,19.79,7.7,-5311.25,4.2591,1.9865,9.065,86.3898,8.5735,0.4322,50.6763,0.4322,64.0188,115.8498,0.8886,0.9052,15.2048,19.005,38.1758,27.709,7.2451,3.6722
1310,0.0126,2199,0.524,12.68,6.46,-5207.25,3.9277,1.9905,8.6156,85.5439,8.6556,0.1431,50.8214,0.1431,64.2946,118.1824,1.2977,1.2968,5.091,5.6573,22.3308,15.351,6.5107,110.1081
1311,0.005,533,0.314,17.56,10.49,-5594.5,2.3188,1.9768,9.6678,84.7391,9.534,0.0932,50.6315,0.0932,64.0518,118.9808,1.0881,0.5135,3.1002,11.4389,60.7701,16.0744,3.9051,1.9029
1312,0.0119,901,1.084,17.81,8.46,-5349.25,3.0287,2.006,4.4614,84.7632,9.0402,0.2995,50.6105,0.2995,63.9938,119.6524,1.2977,1.2304,10.3176,4.5941,36.3479,19.1215,5.3008,138.3859
1313,0.0146,1086,0.262,27.39,15.22,-5337.75,4.519,1.9897,9.6963,86.1541,8.9036,0.0761,50.6667,0.0761,64.0553,118.1242,1.2977,1.507,2.5835,19.1223,59.28,21.7227,7.7395,2.7235
1314,0.0113,734,0.443,14.5,4.24,-5424.5,4.2929,2.0063,8.643,84.4782,9.2064,0.1434,50.6402,0.1434,64.0409,119.1878,1.2977,1.1613,4.3589,7.9448,24.4589,9.1071,7.4061,3.609
1315,0.009,393,0.642,18.77,13.77,-5092.25,4.7019,1.997,9.1769,84.02,8.7187,0.2315,50.8514,0.2315,64.3975,117.979,1.0179,0.9273,6.3954,19.5795,48.2027,20.7184,7.8175,2.6162
1316,0.0242,1056,0.483,13.29,8.17,-5440.5,2.1879,2.0213,4.3003,84.0399,8.7646,0.1371,50.7311,0.1371,64.2307,117.8534,1.0179,2.5328,4.5233,7.7659,56.953,13.3785,3.8031,2.596
1317,0.0128,1004,0.814,18.51,11.39,-5412.75,1.5974,1.9773,10.2209,83.4425,8.2914,0.2084,50.4962,0.2084,64.6693,118.4178,0.9557,1.3182,8.0952,15.5898,35.2292,28.6328,2.6957,2.1791
1318,0.0083,777,0.542,12.12,7.8,-5731.25,3.4914,1.9675,3.8972,84.0399,8.7646,0.1541,50.7311,0.1541,64.2307,117.8534,1.0179,0.8479,5.0165,9.0799,48.6497,13.13,5.7085,2.596
1319,0.0119,190,0.424,20.57,5.06,-5200.25,2.9639,1.9505,9.571,84.5275,9.1526,0.1316,50.6295,0.1316,63.9818,119.2766,0.4645,1.2286,4.1518,6.8712,24.9664,12.4735,5.0304,3.609
1320,0.0124,276,0.574,19.41,10.53,-5415.25,2.5614,1.9943,5.564,85.9501,9.7137,0.1948,50.8506,0.1948,64.3577,119.3812,0.9557,1.272,5.4737,4.9107,43.9646,15.3329,4.4334,2.7254
1321,0.0129,417,0.624,24.19,7.48,-5156.5,3.406,1.99,10.3331,86.8634,8.4537,0.1789,50.6902,0.1789,64.0411,117.817,0.9557,1.33,6.2481,12.9198,26.6954,16.8459,5.8579,3.1572
1322,0.0082,318,0.273,13.3,3.87,-5419.75,1.792,1.9645,8.8706,85.3996,8.2345,0.093,50.4069,0.093,64.3522,118.2354,1.0179,0.8378,2.6336,7.6311,29.6661,12.7186,3.0706,2.5755
1323,0.0239,1243,0.628,14.78,6.37,-5470,4.0955,2.0133,4.1997,84.4782,9.2064,0.1816,50.6402,0.1816,64.0409,119.1878,1.0179,2.4909,5.7872,8.9801,46.6144,8.7236,7.0633,2.5755
1324,0.058,857,0.162,18.98,3.91,-5645,3.9099,1.9933,8.3342,84.3441,8.9833,0.0616,50.6379,0.0616,64.7846,119.6042,2.823,6.0108,1.5222,4.6125,25.4454,13.2715,6.6354,3.6826
1325,0.0065,927,0.509,15.74,11.06,-5399.75,3.9654,1.997,10.3493,84.6927,8.8973,0.1631,50.6504,0.1631,64.1619,118.1776,1.3081,0.6693,5.0638,15.7001,33.914,28.5856,6.6993,1.565
1326,0.0118,1574,0.995,22.22,8.9,-5280.25,4.1181,2.0005,8.8208,84.7391,9.534,0.3075,50.6315,0.3075,64.0518,118.9808,0.8408,1.2166,9.9057,10.2124,61.4351,11.7986,7.0036,2.5755
1327,0.0152,663,0.459,14.34,7.52,-4921,4.3051,2.002,9.9051,86.1541,8.9036,0.1338,50.6667,0.1338,64.0553,118.1242,1.4211,1.5696,4.4523,14.0996,31.5474,10.5314,7.2899,1.565
1328,0.0052,1041,0.338,19.02,3.4,-5554.25,3.6414,1.969,6.6812,84.6927,8.8973,0.1131,50.6504,0.1131,64.1619,118.1776,1.3081,0.5301,3.2219,7.3641,17.3625,14.6332,6.2153,111.2887
1329,0.0093,437,0.909,17.33,11.27,-5284,3.9611,2.0227,9.6735,86.1541,8.9036,0.2899,50.6667,0.2899,64.0553,118.1242,1.0892,0.9586,9.0431,18.4004,37.6669,33.9867,6.8363,1.565
1330,0.0078,469,0.444,19.47,3.6,-5396.75,4.3688,1.9837,8.6661,84.9605,9.0744,0.1379,50.8538,0.1379,64.2376,119.4514,1.0179,0.8028,4.2552,9.198,23.0518,13.7122,7.4614,3.609
1331,0.0117,341,0.325,22.71,4.97,-5048.5,3.8371,1.98,8.39,84.5275,9.1526,0.1234,50.6295,0.1234,63.9818,119.2766,1.4106,1.2019,3.1427,6.7251,19.1014,10.7854,6.622,2.5755
1332,0.0093,399,0.991,23.35,9.73,-5489.75,4.1735,1.97,4.6626,84.8754,9.1637,0.3569,50.555,0.3569,64.7823,119.2618,1.4106,0.9544,9.8663,4.5548,40.5162,22.7666,7.1076,2.645
1333,0.0059,392,0.413,10.14,4.34,-5673.5,1.5598,1.9885,3.9511,84.1477,9.7571,0.1209,50.3834,0.1209,64.331,120.4224,1.4106,0.6001,3.8904,10.6741,33.4841,13.873,2.6916,3.7527
1334,0.0053,837,0.361,15.85,5.03,-5652,4.7507,2.001,9.629,85.8815,8.7609,0.0982,50.6508,0.0982,64.2677,116.3708,1.4106,0.5438,3.5282,12.8202,29.1261,17.956,8.0831,2.1791
1335,0.0076,803,0.409,10.65,6.02,-5467.75,1.5328,1.99,4.5119,83.6845,8.1409,0.126,50.5119,0.126,64.6358,118.1104,1.1092,0.7816,3.8978,8.7699,26.7658,12.6661,2.6544,138.3859
1336,0.0072,721,0.287,16.47,5.62,-5377,2.4768,1.9545,7.3351,84.5612,9.088,0.0801,50.6366,0.0801,64.8393,119.1598,0.8988,0.7382,2.8017,2.814,26.0911,13.7283,4.1522,3.0501
1337,0.0085,1213,0.508,11.87,8.57,-5311,4.4257,2.0057,3.6948,84.5612,9.088,0.1477,50.6366,0.1477,64.8393,119.1598,1.1092,0.87,4.6785,10.5799,35.0835,10.4005,7.5578,142.1606
1338,0.0065,975,0.502,11.94,7.4,-5425.5,2.638,1.992,4.3255,84.3147,9.6515,0.1737,50.3661,0.1737,64.2547,120.722,1.4106,0.6632,4.715,7.026,32.453,10.6313,4.5204,138.3859
1339,0.0122,649,0.568,15.1,12.98,-5439.25,1.5358,1.9935,5.0539,85.04,8.8097,0.1776,50.3142,0.1776,64.1009,119.0374,1.1092,1.2528,5.5336,4.121,57.2396,17.1657,2.6219,2.6162
1340,0.0141,499,0.594,18.89,15.74,-5361.75,3.4014,1.9917,9.1733,84.3147,9.6515,0.1938,50.3661,0.1938,64.2547,120.722,1.1092,1.4533,5.8544,20.1851,41.8365,12.7414,5.7972,2.596
1341,0.0161,784,0.554,16.41,13.09,-5506.5,1.7243,1.9977,5.323,85.4593,8.7326,0.1679,50.6296,0.1679,63.9602,118.6382,1.1092,1.6628,5.2881,3.7301,60.2722,14.6661,3.0616,2.7404
1342,0.0063,620,0.82,20.73,8.07,-5475.5,3.8663,2.0115,4.2343,86.899,9.3181,0.2332,50.7948,0.2332,64.1792,118.7162,0.8886,0.6411,7.493,5.4472,42.8674,17.7223,6.6798,3.6722
1343,0.0057,910,0.228,17.5,9.35,-5486.5,1.6506,2.0045,7.1092,85.549,8.7556,0.0702,50.6729,0.0702,64.0533,118.0222,1.2292,0.5787,2.2349,6.8496,64.0675,7.6479,2.8378,2.9281
1344,0.0069,309,0.408,7.33,11.05,-5546,2.7488,2.0085,3.8933,84.9605,9.0744,0.1102,50.8538,0.1102,64.2376,119.4514,0.8988,0.7004,3.7925,6.3337,68.5864,13.4122,4.51,2.6162
1345,0.0072,316,0.897,8.16,9.24,-5285,2.095,1.9923,4.1662,85.4577,8.2061,0.2522,50.425,0.2522,64.4522,117.823,1.1092,0.7401,8.5975,6.2203,54.3288,14.9076,3.6366,2.8189
1346,0.0093,702,1.164,20.89,15.52,-5312.75,4.6276,1.9865,4.8696,85.9331,8.8215,0.32,50.6088,0.32,64.054,118.5238,1.1092,0.9553,11.1545,5.1293,78.1942,19.2807,8.116,2.645
1347,0.0077,582,0.427,13.73,6.47,-5260.25,4.1995,2.0088,4.3598,84.078,8.9605,0.1294,50.1756,0.1294,64.1054,120.319,1.1092,0.7915,3.9888,9.9655,38.8051,6.7947,6.8771,110.1081
1348,0.0139,862,0.773,8,4.39,-5445.25,2.424,1.989,7.6645,85.5439,8.6556,0.2134,50.8214,0.2134,64.2946,118.1824,1.1092,1.4331,7.5281,6.2475,25.5774,7.1756,4.0218,2.6162
1349,0.007,655,0.505,10.84,7.29,-5431.75,2.7475,1.9805,3.6871,85.4772,8.324,0.1324,50.4285,0.1324,64.4464,117.8846,1.2208,0.7163,4.6773,9.6712,35.4307,17.6255,4.7162,138.3859
1350,0.0189,573,0.291,14.5,5.31,-5483,1.7186,1.9457,8.7124,84.5612,9.088,0.0863,50.6366,0.0863,64.8393,119.1598,1.2208,1.9612,2.8239,8.6401,24.0487,9.4925,3.0107,3.4925
1351,0.0097,1400,0.585,15.5,8.34,-5149,2.5557,2.0055,3.6528,85.4577,8.2061,0.161,50.425,0.161,64.4522,117.823,0.8988,0.9923,5.4196,7.9487,31.7547,14.504,4.3647,138.3859
1352,0.017,740,0.232,10.28,4.82,-5398.75,2.6967,1.9943,7.8015,84.8754,9.1637,0.0828,50.555,0.0828,64.7823,119.2618,1.2208,1.7586,2.2507,5.2207,15.8308,13.7103,4.493,3.4925
1353,0.0079,1342,0.965,20.2,6.97,-5238,2.5527,1.9805,4.4202,84.5275,9.1526,0.2692,50.6295,0.2692,63.9818,119.2766,0.8988,0.8079,9.1616,5.7929,36.0644,23.3461,4.3847,138.3859
1354,0.0151,1020,0.75,12.62,10.52,-5305.25,4.4717,1.9875,4.8461,84.5275,9.1526,0.2145,50.6295,0.2145,63.9818,119.2766,1.6998,1.5604,7.2644,5.2334,51.1493,13.3506,7.89,2.7404
1355,0.0071,723,0.781,14.8,3.81,-5516.5,2.481,1.9975,7.9463,84.7662,9.1141,0.2185,50.6253,0.2185,64.8052,119.187,1.4147,0.7292,7.6683,4.8561,19.8264,12.3133,4.2864,3.491
1356,0.0063,405,0.883,14.91,8.87,-5206,1.5499,1.9875,3.863,84.4782,9.2064,0.2378,50.6402,0.2378,64.0409,119.1878,0.8988,0.6449,8.2273,7.0599,58.8866,14.3915,2.6914,2.5755
1357,0.0137,3307,0.475,19.75,4.5,-4977.5,3.1787,2.0032,8.7352,84.3147,9.6515,0.1396,50.3661,0.1396,64.2547,120.722,1.1612,1.4141,4.5733,7.683,15.5828,12.4781,5.19,3.609
1358,0.0068,574,0.47,16.51,11.9,-5404.5,4.734,2.0042,5.0504,85.9331,8.8215,0.1517,50.6088,0.1517,64.054,118.5238,1.4147,0.6995,4.4798,4.4543,66.636,13.7067,8.3113,2.645
1359,0.0166,814,0.997,14.48,11.97,-5241,2.5213,1.9863,10.0369,84.6927,8.8973,0.3724,50.6504,0.3724,64.1619,118.1776,1.2208,1.7148,10.0166,17.1332,42.621,28.4955,4.2062,3.0501
1360,0.0163,1150,0.739,19.73,10.22,-5393.5,2.6405,2.0013,5.1882,85.1404,8.627,0.2328,50.6212,0.2328,64.0218,118.284,1.2208,1.6889,7.042,5.5842,44.6021,9.5566,4.5495,2.7404
1361,0.0146,651,1.318,17.4,8.45,-5422.75,2.3968,1.953,4.4051,85.9331,8.8215,0.3562,50.6088,0.3562,64.054,118.5238,1.4147,1.5108,12.6878,5.9403,28.9859,14.2385,4.1375,3.4925
1362,0.0076,2356,0.292,10.54,7.95,-5130.75,2.1652,1.9842,8.6381,83.3424,8.7786,0.1112,50.194,0.1112,64.2226,120.5418,1.4147,0.7763,2.8609,6.0348,44.4064,14.2953,3.7357,138.3859
1363,0.013,804,1.092,25.28,8.49,-5392.25,3.5528,1.9777,4.4952,84.6724,9.0447,0.3029,50.6192,0.3029,64.0033,119.0986,1.357,1.3416,10.4481,4.4931,48.7572,9.7787,6.057,2.6072
1364,0.0134,731,0.31,23.9,9.48,-5390,2.5239,2.0025,9.0739,86.899,9.3181,0.1067,50.7948,0.1067,64.1792,118.7162,1.1881,1.3802,2.9002,8.0142,46.3549,11.5439,4.3081,1.8871
1365,0.0106,1411,0.763,16.41,16.72,-5274.25,4.098,1.959,9.605,84.3147,9.6515,0.2069,50.3661,0.2069,64.2547,120.722,1.1092,1.0939,7.6134,22.3041,62.6032,12.975,7.1594,2.596
1366,0.0057,1175,0.3,17.78,7.91,-5043.5,4.8732,1.9788,8.6076,84.7662,9.1141,0.088,50.6253,0.088,64.8052,119.187,0.8779,0.5854,2.9021,7.1316,27.5268,8.2679,8.5913,2.7655
1367,0.0057,390,0.202,10.89,5.9,-5547.5,2.6041,1.9902,7.1103,84.7951,8.9818,0.0598,50.2772,0.0598,63.9313,118.9448,0.8779,0.5785,1.9714,8.3849,44.6581,4.0114,4.434,2.0923
1368,0.0081,1300,0.221,10.89,4.02,-5294.5,4.4904,2.0017,7.6387,84.3147,9.6515,0.0769,50.3661,0.0769,64.2547,120.722,0.8779,0.8311,2.1573,4.6107,19.0321,10.8491,8.5035,3.5115
1369,0.0109,432,0.575,14.23,13.19,-5259.25,4.9187,1.9752,9.1805,86.9432,8.8105,0.1697,50.6086,0.1697,64.0283,118.1238,0.8779,1.1162,5.7193,17.5013,43.4718,17.5542,8.4317,2.596
1370,0.0081,1239,0.524,12.64,8.28,-5395.5,2.4414,1.999,4.6372,84.8754,9.1637,0.1453,50.555,0.1453,64.7823,119.2618,1.3882,0.8337,4.9625,4.9115,37.8285,9.5981,4.2447,138.3859
1371,0.014,820,0.24,17.23,5.59,-5573.75,3.2982,2.0225,7.1589,84.078,8.9605,0.0734,50.1756,0.0734,64.1054,120.319,0.8779,1.442,2.2986,6.0582,18.879,17.3473,5.4878,3.4925
1372,0.0178,1056,0.266,18.47,4.84,-5487,3.2716,2.0025,7.2035,85.4577,8.2061,0.0816,50.425,0.0816,64.4522,117.823,1.3882,1.8398,2.5433,2.5414,21.2987,7.9616,5.6501,3.491
