,F153,F159,F198,F200,F201,F21,F26,F273,F319,F32,F33,F334,F337,F34,F35,F39,F4,F407,F411,F426,F470,F474,F476,F525,F550,F551,F553,F554,F556,F557,F569,F572,F573
1277,0.0128,822,1.037,9.99,10.3,-5445.25,1.9655,18.8868,4.3686,86.1383,8.3383,0.333,2.8708,50.4625,64.2525,117.9702,1.1464,1.4211,2.2898,1.3244,10.29,46.7825,19.415,5.9834,14.53,1.33,6.7381,0.5058,3.6251,1.8156,16.9645,9.02,0.2568
1278,0.0126,448,0.569,19.05,10.15,-5461,1.985,18.5843,4.8931,84.2981,8.3159,0.1518,2.803,50.415,64.5884,117.8478,0.8725,1.1881,2.4089,1.2929,5.3364,58.0147,21.8831,5.9771,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,7.87,0.211
1279,0.0131,523,0.318,18.4,27.52,-5422.25,2.0017,21.785,12.5514,85.549,8.7556,0.0863,7.3877,50.6729,64.0533,118.0222,2.421,1.2292,2.4853,1.3497,3.1381,117.428,23.0466,7.9958,17.55,1.36,7.7397,0.4988,4.272,1.8524,27.0281,7.6,0.3159
1280,0.0057,1017,0.317,21.03,9.12,-5294.5,1.9875,20.7519,7.0635,85.5439,8.6556,0.0889,2.5777,50.8214,64.2946,118.1824,1.2884,1.2292,2.5459,0.5811,3.0938,45.6789,9.9042,3.706,15.37,0.23,7.2503,0.1085,3.8837,0.3081,15.4662,5.65,0.1416
1281,0.0139,383,1.037,21.18,9.87,-5264.5,1.9507,19.0034,5.1859,84.6724,9.0447,0.3063,2.7302,50.6192,64.0033,119.0986,0.9448,0.4645,2.51,1.4381,10.0447,46.7831,14.394,8.2905,20.54,1.06,9.6027,0.3993,5.1315,1.4768,33.6497,8.09,0.2678
1282,0.0065,811,0.467,15.04,7.23,-5612.25,2.0033,18.2407,6.8882,85.3996,8.2345,0.1463,2.0771,50.4069,64.3522,118.2354,1.3369,1.2292,2.114,0.6672,4.5559,44.0113,12.4447,4.35,15.82,1.52,7.2296,0.5977,3.9158,2.0767,27.7162,5.71,0.2796
1283,0.0117,405,0.611,15.75,9.25,-5407.25,2.0032,16.6512,9.8312,85.5439,8.6556,0.1753,3.2395,50.8214,64.2946,118.1824,2.2328,1.287,2.1527,1.1999,6.0418,54.5262,22.8397,4.6534,14.53,1.33,6.7381,0.5058,3.6251,1.8156,46.7595,8.17,0.3876
1284,0.0113,717,0.47,16.8,16.36,-5517.75,1.991,19.6457,9.7851,86.1541,8.9036,0.1515,4.5904,50.6667,64.0553,118.1242,0.9778,1.0881,2.4696,1.1593,4.5805,46.2247,24.4056,2.747,16.32,1.7,7.7401,0.7198,3.9894,2.2632,46.6979,6.24,0.2848
1285,0.0137,655,0.402,19.94,12.09,-5767.75,2.0225,18.8444,4.4251,86.5682,9.3868,0.131,3.3056,50.7583,64.4245,118.8712,2.2079,1.287,2.5953,1.416,3.7479,60.276,13.6865,6.2629,21.05,1.07,10.4519,0.3926,5.2047,1.4365,25.1383,10.07,0.275
1286,0.0057,1082,0.882,17.1,3.46,-5733,1.957,20.1079,9.3591,84.9605,9.0744,0.2601,1.0853,50.8538,64.2376,119.4514,1.6211,1.0881,2.5095,0.5782,8.7517,21.3528,10.1291,5.8839,14.53,1.33,6.7381,0.5058,3.6251,1.8156,83.4093,10.85,0.2938
1287,0.0136,612,0.562,14.3,3.45,-5454,2.0213,18.8868,8.3146,86.1383,8.3383,0.1466,0.9818,50.4625,64.2525,117.9702,1.1464,0.9557,2.2898,1.4053,5.5056,13.8331,18.7497,6.8986,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,8.18,0.2392
1288,0.0104,192,0.372,17.7,5.97,-5320.5,1.983,16.2848,7.5577,86.1383,8.3383,0.1204,1.7714,50.4625,64.2525,117.9702,2.5874,1.2131,2.1204,1.0636,3.6138,21.4895,7.3316,5.6862,15.9,0.79,7.5915,0.2929,3.93,1.082,15.4662,8.18,0.2392
1289,0.0108,2665,0.987,13.3,17.4,-5802.25,2.0195,19.0034,4.9727,86.8862,8.9541,0.27,5.1972,50.6555,63.9146,119.0282,0.9448,1.0881,2.51,1.1126,9.4224,92.2564,16.9414,4.6858,21.3,0.31,8.6514,0.1246,5.3478,0.4107,15.2072,5.86,0.2919
1290,0.0102,831,0.279,14.22,3.42,-5241,2.0267,16.2848,8.2258,86.1383,8.3383,0.0886,1.1022,50.4625,64.2525,117.9702,2.5874,1.2131,2.1204,1.048,2.7015,14.9454,9.6018,5.0623,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,9.02,0.2568
1291,0.0114,277,1.001,14.46,3.3,-5529.25,1.972,16.2848,8.1024,85.1404,8.627,0.2822,1.0337,50.6212,64.0218,118.284,2.5874,1.2131,2.1204,1.1722,9.7392,12.52,18.3804,5.5601,14.55,0.84,6.2811,0.3813,3.5763,1.1467,25.42,431.71,1.2571
1292,0.0061,584,1.041,17.06,11.65,-5390,2.0062,19.0034,9.0341,84.6927,8.8973,0.2752,3.1451,50.6504,64.1619,118.1776,0.9448,1.287,2.51,0.6247,10.3945,54.6395,16.9315,5.6796,17.9,1.15,8.1159,0.4357,4.4218,1.6088,15.4662,8.09,0.2678
1293,0.0061,936,1.143,23.62,9.36,-5400,2.0103,19.0034,5.1243,85.9501,9.7137,0.3823,2.9928,50.8506,64.3577,119.3812,0.9448,1.287,2.51,0.6209,11.2011,32.7482,17.1215,4.6089,24.1,1.36,11.7189,0.5661,5.8719,1.8431,17.1041,8.09,0.2678
1294,0.0046,1034,1.158,13.38,12.93,-5400.25,1.954,20.7519,9.1889,83.6845,8.1409,0.3964,3.9134,50.5119,64.6358,118.1104,1.2884,1.2292,2.5459,0.4674,12.1466,54.8613,29.9944,6.8312,15.21,0.97,6.4048,0.3771,3.7599,1.3338,15.4662,9.89,0.3112
1295,0.0122,519,0.908,14.84,6.41,-5194.75,1.9507,18.8868,9.4051,84.8754,9.1637,0.2962,1.8521,50.555,64.7823,119.2618,1.1464,0.9557,2.2898,1.2604,9.1586,16.898,33.9731,6.4155,15.65,1.44,7.7869,0.6713,3.9448,1.9281,21.7009,7.56,0.2492
1296,0.0114,457,0.395,20.87,8.14,-5371.5,2.021,21.0143,7.9876,84.6724,9.0447,0.1247,2.2353,50.6192,64.0033,119.0986,1.4301,0.4645,2.8091,1.1716,3.8863,31.8898,9.1053,7.0557,19.45,0.85,9.4221,0.3749,4.842,1.1525,23.3744,7.74,0.3561
1297,0.0121,569,0.165,17.03,6.06,-4992.75,1.9855,19.6457,7.5972,85.549,8.7556,0.06,1.5755,50.6729,64.0533,118.0222,0.9778,1.287,2.4696,1.2441,1.5659,15.9221,20.5933,5.2449,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,9.04,0.0667
1298,0.0083,969,0.806,20.77,14.79,-5526.5,2.0097,24.4466,9.323,84.7391,9.534,0.2238,3.8996,50.6315,64.0518,118.9808,1.3724,0.9557,3.558,0.8541,7.8649,50.0715,31.0232,7.5441,14.53,1.33,6.7381,0.5058,3.6251,1.8156,29.5971,8.17,0.3876
1299,0.0132,476,0.909,17.17,7.73,-5295.25,1.979,20.7519,9.1257,86.8862,8.9541,0.282,2.5084,50.6555,63.9146,119.0282,1.2884,1.4174,2.5459,1.3588,9.167,33.6879,27.6738,2.8584,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,7.56,0.2492
1300,0.0096,1078,0.478,16.29,11.84,-5426,1.9997,19.0845,4.8457,84.0399,8.7646,0.1312,3.6888,50.7311,64.2307,117.8534,0.8826,1.2292,2.4605,0.9865,4.5009,78.8335,11.8424,5.5988,22.41,1.69,10.1506,0.7178,5.4804,2.2673,15.4662,8.4,0.1986
1301,0.0105,766,0.995,22.13,9.25,-5186.25,2.036,24.4466,9.3454,85.5439,8.6556,0.2678,2.355,50.8214,64.2946,118.1824,1.3724,1.2131,3.558,1.081,9.8466,24.8192,24.2508,5.8631,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,9.01,0.2753
1302,0.0128,589,0.635,22.12,15.52,-5389.5,2.021,19.0845,8.9309,86.9432,8.8105,0.1666,4.4326,50.6086,64.0283,118.1238,0.8826,1.2292,2.4605,1.3153,6.0464,66.8956,30.1137,6.9999,17.01,0.79,8.4549,0.2853,4.1721,1.0623,13.9784,9.92,0.2944
1303,0.0063,826,0.639,17.95,17.68,-5233.75,1.9998,18.6279,8.8329,84.02,8.7187,0.1758,4.367,50.8514,64.3975,117.979,1.3409,1.4174,2.1438,0.6477,6.1455,131.9725,17.7545,5.6548,16.86,0.24,7.4343,0.0991,4.1381,0.3275,15.4662,7.91,0.2824
1304,0.0142,1106,0.651,18.49,10.66,-5633.5,1.9907,43.5737,6.7479,85.9331,8.8215,0.2,3.2092,50.6088,64.054,118.5238,1112.16,0.9557,5.4447,1.4596,6.4036,53.041,11.0867,4.545,16.21,0.81,6.4516,0.3141,3.9978,1.1233,15.4662,5.65,0.1416
1305,0.0121,853,0.62,15.85,7.9,-5619.5,1.9897,23.832,9.9175,85.4593,8.7326,0.1898,2.4174,50.6296,63.9602,118.6382,1.3004,1.4174,3.3101,1.2477,6.2153,26.8428,26.5574,6.2423,20.07,0.66,9.3643,0.27,5.2354,0.8988,15.4662,6.24,0.2848
1306,0.01,526,0.288,13.05,7.12,-5357.5,2.0062,24.4466,4.8563,84.4782,9.2064,0.0923,1.9152,50.6402,64.0409,119.1878,1.3724,0.8886,3.558,1.0226,2.6672,33.4887,14.8646,6.7847,14.53,1.33,6.7381,0.5058,3.6251,1.8156,37.8885,8.28,0.1233
1307,0.0137,418,0.649,14.04,15.18,-5070.75,1.9475,19.0034,8.1099,84.9605,9.0744,0.1869,4.1924,50.8538,64.2376,119.4514,0.9448,1.0881,2.51,1.421,6.3992,84.3014,32.9963,5.9029,24.17,0.69,10.8458,0.3004,5.8963,0.9246,29.215,10.85,0.2938
1308,0.0271,1037,0.54,13.01,9.68,-5421.75,1.9803,20.5936,4.6784,86.1541,8.9036,0.1641,2.6555,50.6667,64.0553,118.1242,2.1394,1.2977,2.8908,2.8534,5.0839,51.1273,8.8664,6.6354,16.69,0.81,6.968,0.3033,4.1219,1.1197,36.4279,445.8,1.2041
1309,0.0088,392,1.58,19.79,7.7,-5311.25,1.9865,20.5936,9.065,86.3898,8.5735,0.4322,2.2514,50.6763,64.0188,115.8498,2.1394,0.8886,2.8908,0.9052,15.2048,38.1758,27.709,5.7828,23.39,0.74,10.3554,0.2859,5.7245,1.0075,31.6136,10.65,0.3068
1310,0.0126,2199,0.524,12.68,6.46,-5207.25,1.9905,20.5936,8.6156,85.5439,8.6556,0.1431,2.0486,50.8214,64.2946,118.1824,2.1394,1.2977,2.8908,1.2968,5.091,22.3308,15.351,6.4324,15.03,1.27,6.9715,0.5837,3.7957,1.7151,11.9485,427.42,0.794
1311,0.005,533,0.314,17.56,10.49,-5594.5,1.9768,19.8839,9.6678,84.7391,9.534,0.0932,2.9177,50.6315,64.0518,118.9808,1.9469,1.0881,2.4537,0.5135,3.1002,60.7701,16.0744,5.547,16.68,1,7.9257,0.3979,4.1683,1.3564,21.4524,5.86,0.2919
1312,0.0119,901,1.084,17.81,8.46,-5349.25,2.006,20.5936,4.4614,84.7632,9.0402,0.2995,2.5,50.6105,63.9938,119.6524,2.1394,1.2977,2.8908,1.2304,10.3176,36.3479,19.1215,7.5722,14.53,1.33,6.7381,0.5058,3.6251,1.8156,18.987,431.71,1.2571
1313,0.0146,1086,0.262,27.39,15.22,-5337.75,1.9897,20.5936,9.6963,86.1541,8.9036,0.0761,4.1522,50.6667,64.0553,118.1242,2.1394,1.2977,2.8908,1.507,2.5835,59.28,21.7227,6.6881,15.97,0.42,7.2991,0.1667,4.0456,0.5793,15.4662,7.74,0.3561
1314,0.0113,734,0.443,14.5,4.24,-5424.5,2.0063,20.7667,8.643,84.4782,9.2064,0.1434,1.26,50.6402,64.0409,119.1878,0.9785,1.2977,2.5213,1.1613,4.3589,24.4589,9.1071,5.0795,8.18,0.83,3.6529,0.3415,2.0365,1.1365,27.4373,10.85,0.2938
1315,0.009,393,0.642,18.77,13.77,-5092.25,1.997,19.1733,9.1769,84.02,8.7187,0.2315,3.8331,50.8514,64.3975,117.979,2.4475,1.0179,2.4696,0.9273,6.3954,48.2027,20.7184,5.6337,20.32,0.67,9.0995,0.2701,4.997,0.897,15.4662,7.83,0.2619
1316,0.0242,1056,0.483,13.29,8.17,-5440.5,2.0213,19.1733,4.3003,84.0399,8.7646,0.1371,2.3517,50.7311,64.2307,117.8534,2.4475,1.0179,2.4696,2.5328,4.5233,56.953,13.3785,7.5268,17.58,1.61,8.3638,0.6664,4.3227,2.179,31.1285,9.01,0.2753
1317,0.0128,1004,0.814,18.51,11.39,-5412.75,1.9773,20.2072,10.2209,83.4425,8.2914,0.2084,3.1443,50.4962,64.6693,118.4178,2.03,0.9557,2.5625,1.3182,8.0952,35.2292,28.6328,6.502,18.06,0.91,7.5561,0.3285,4.402,1.2385,15.4662,6.24,0.2848
1318,0.0083,777,0.542,12.12,7.8,-5731.25,1.9675,19.1733,3.8972,84.0399,8.7646,0.1541,2.277,50.7311,64.2307,117.8534,2.4475,1.0179,2.4696,0.8479,5.0165,48.6497,13.13,7.3111,14.53,1.33,6.7381,0.5058,3.6251,1.8156,56.125,9.01,0.2753
1319,0.0119,190,0.424,20.57,5.06,-5200.25,1.9505,19.0034,9.571,84.5275,9.1526,0.1316,1.5639,50.6295,63.9818,119.2766,0.9448,0.4645,2.51,1.2286,4.1518,24.9664,12.4735,7.0555,19.2,1.31,8.9369,0.5617,4.6737,1.7725,21.7489,10.85,0.2938
1320,0.0124,276,0.574,19.41,10.53,-5415.25,1.9943,34.7921,5.564,85.9501,9.7137,0.1948,3.265,50.8506,64.3577,119.3812,1112.0769,0.9557,3.9489,1.272,5.4737,43.9646,15.3329,6.8422,18.45,0.53,7.8827,0.2073,4.655,0.7271,31.3264,8.17,0.3876
1321,0.0129,417,0.624,24.19,7.48,-5156.5,1.99,19.8839,10.3331,86.8634,8.4537,0.1789,1.9496,50.6902,64.0411,117.817,1.9469,0.9557,2.4537,1.33,6.2481,26.6954,16.8459,6.1925,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,8.94,0.3628
1322,0.0082,318,0.273,13.3,3.87,-5419.75,1.9645,19.1733,8.8706,85.3996,8.2345,0.093,1.1377,50.4069,64.3522,118.2354,2.4475,1.0179,2.4696,0.8378,2.6336,29.6661,12.7186,7.6841,17.31,0.47,8.0343,0.1888,4.3198,0.6399,17.8449,8.28,0.1233
1323,0.0239,1243,0.628,14.78,6.37,-5470,2.0133,20.7667,4.1997,84.4782,9.2064,0.1816,2.222,50.6402,64.0409,119.1878,0.9785,1.0179,2.5213,2.4909,5.7872,46.6144,8.7236,6.1075,14.53,1.33,6.7381,0.5058,3.6251,1.8156,36.0394,8.28,0.1233
1324,0.058,857,0.162,18.98,3.91,-5645,1.9933,21.785,8.3342,84.3441,8.9833,0.0616,1.3939,50.6379,64.7846,119.6042,2.421,2.823,2.4853,6.0108,1.5222,25.4454,13.2715,5.2626,16.23,0.87,7.0941,0.3417,4.0671,1.1829,18.9862,10.63,0.2428
1325,0.0065,927,0.509,15.74,11.06,-5399.75,1.997,19.0845,10.3493,84.6927,8.8973,0.1631,3.3212,50.6504,64.1619,118.1776,0.8826,1.3081,2.4605,0.6693,5.0638,33.914,28.5856,2.3504,19.01,0.36,8.4397,0.132,4.6757,0.4934,15.4662,5.71,0.2796
1326,0.0118,1574,0.995,22.22,8.9,-5280.25,2.0005,19.0034,8.8208,84.7391,9.534,0.3075,2.9785,50.6315,64.0518,118.9808,0.9448,0.8408,2.51,1.2166,9.9057,61.4351,11.7986,5.3676,14.82,1.31,5.8287,0.5338,3.6763,1.7649,15.4662,8.28,0.1233
1327,0.0152,663,0.459,14.34,7.52,-4921,2.002,19.8839,9.9051,86.1541,8.9036,0.1338,2.307,50.6667,64.0553,118.1242,1.9469,1.4211,2.4537,1.5696,4.4523,31.5474,10.5314,3.7684,20.99,1.04,8.7934,0.4836,5.1944,1.4596,15.4662,5.71,0.2796
1328,0.0052,1041,0.338,19.02,3.4,-5554.25,1.969,19.0845,6.6812,84.6927,8.8973,0.1131,1.3017,50.6504,64.1619,118.1776,0.8826,1.3081,2.4605,0.5301,3.2219,17.3625,14.6332,3.5135,20.51,0.93,8.9432,0.3522,5.0411,1.294,15.4662,432.94,0.6864
1329,0.0093,437,0.909,17.33,11.27,-5284,2.0227,23.832,9.6735,86.1541,8.9036,0.2899,3.0358,50.6667,64.0553,118.1242,1.3004,1.0892,3.3101,0.9586,9.0431,37.6669,33.9867,4.8594,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,5.71,0.2796
1330,0.0078,469,0.444,19.47,3.6,-5396.75,1.9837,20.7667,8.6661,84.9605,9.0744,0.1379,1.0598,50.8538,64.2376,119.4514,0.9785,1.0179,2.5213,0.8028,4.2552,23.0518,13.7122,4.1558,15.67,1.17,7.7549,0.4886,3.9108,1.5972,15.4662,10.85,0.2938
1331,0.0117,341,0.325,22.71,4.97,-5048.5,1.98,22.9282,8.39,84.5275,9.1526,0.1234,1.5613,50.6295,63.9818,119.2766,1.2016,1.4106,3.2793,1.2019,3.1427,19.1014,10.7854,5.5029,15.57,1.64,7.0338,0.6006,3.8661,2.1874,18.5318,8.28,0.1233
1332,0.0093,399,0.991,23.35,9.73,-5489.75,1.97,22.9282,4.6626,84.8754,9.1637,0.3569,2.6728,50.555,64.7823,119.2618,1.2016,1.4106,3.2793,0.9544,9.8663,40.5162,22.7666,5.1025,14.53,1.33,6.7381,0.5058,3.6251,1.8156,37.6347,8.09,0.2678
1333,0.0059,392,0.413,10.14,4.34,-5673.5,1.9885,21.2136,3.9511,84.1477,9.7571,0.1209,1.3345,50.3834,64.331,120.4224,1.1853,1.4106,2.6287,0.6001,3.8904,33.4841,13.873,6.794,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,10.87,0.2034
1334,0.0053,837,0.361,15.85,5.03,-5652,2.001,21.0173,9.629,85.8815,8.7609,0.0982,1.5209,50.6508,64.2677,116.3708,0.9816,1.4106,2.5268,0.5438,3.5282,29.1261,17.956,7.3966,17.26,1.45,7.828,0.6191,4.2012,1.9321,7.9929,6.24,0.2848
1335,0.0076,803,0.409,10.65,6.02,-5467.75,1.99,22.9282,4.5119,83.6845,8.1409,0.126,1.945,50.5119,64.6358,118.1104,1.2016,1.1092,3.2793,0.7816,3.8978,26.7658,12.6661,8.1833,14.53,1.33,6.7381,0.5058,3.6251,1.8156,18.3442,431.71,1.2571
1336,0.0072,721,0.287,16.47,5.62,-5377,1.9545,22.9282,7.3351,84.5612,9.088,0.0801,1.5067,50.6366,64.8393,119.1598,1.2016,0.8988,3.2793,0.7382,2.8017,26.0911,13.7283,4.5827,14.53,1.33,6.7381,0.5058,3.6251,1.8156,25.7912,9.02,0.2568
1337,0.0085,1213,0.508,11.87,8.57,-5311,2.0057,19.1733,3.6948,84.5612,9.088,0.1477,2.7465,50.6366,64.8393,119.1598,2.4475,1.1092,2.4696,0.87,4.6785,35.0835,10.4005,8.7006,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,445.8,1.2041
1338,0.0065,975,0.502,11.94,7.4,-5425.5,1.992,21.2136,4.3255,84.3147,9.6515,0.1737,2.5409,50.3661,64.2547,120.722,1.1853,1.4106,2.6287,0.6632,4.715,32.453,10.6313,7.3187,18.4,0.66,8.7483,0.2365,4.5903,0.921,21.6591,431.71,1.2571
1339,0.0122,649,0.568,15.1,12.98,-5439.25,1.9935,22.9282,5.0539,85.04,8.8097,0.1776,3.923,50.3142,64.1009,119.0374,1.2016,1.1092,3.2793,1.2528,5.5336,57.2396,17.1657,7.5199,19.07,1.91,8.6435,0.7121,4.7748,2.6281,32.5592,7.83,0.2619
1340,0.0141,499,0.594,18.89,15.74,-5361.75,1.9917,21.2136,9.1733,84.3147,9.6515,0.1938,3.822,50.3661,64.2547,120.722,1.1853,1.1092,2.6287,1.4533,5.8544,41.8365,12.7414,8.8772,20.53,0.99,8.8148,0.363,5.0954,1.3178,27.2703,9.01,0.2753
1341,0.0161,784,0.554,16.41,13.09,-5506.5,1.9977,19.7442,5.323,85.4593,8.7326,0.1679,3.9729,50.6296,63.9602,118.6382,1.8467,1.1092,2.2872,1.6628,5.2881,60.2722,14.6661,4.0599,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,7.93,0.3692
1342,0.0063,620,0.82,20.73,8.07,-5475.5,2.0115,18.5881,4.2343,86.899,9.3181,0.2332,2.5492,50.7948,64.1792,118.7162,1.3963,0.8886,2.2257,0.6411,7.493,42.8674,17.7223,3.5243,22.45,1.46,9.2416,0.6052,5.5477,2.038,15.4662,10.65,0.3068
1343,0.0057,910,0.228,17.5,9.35,-5486.5,2.0045,21.0143,7.1092,85.549,8.7556,0.0702,3.1834,50.6729,64.0533,118.0222,1.4301,1.2292,2.8091,0.5787,2.2349,64.0675,7.6479,3.4108,14.53,1.33,6.7381,0.5058,3.6251,1.8156,25.491,9.04,0.0667
1344,0.0069,309,0.408,7.33,11.05,-5546,2.0085,21.0173,3.8933,84.9605,9.0744,0.1102,3.1888,50.8538,64.2376,119.4514,0.9816,0.8988,2.5268,0.7004,3.7925,68.5864,13.4122,8.7726,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,7.83,0.2619
1345,0.0072,316,0.897,8.16,9.24,-5285,1.9923,22.9282,4.1662,85.4577,8.2061,0.2522,2.6213,50.425,64.4522,117.823,1.2016,1.1092,3.2793,0.7401,8.5975,54.3288,14.9076,5.8022,16.73,0.44,7.7062,0.167,4.1613,0.6138,15.4662,8.18,0.2392
1346,0.0093,702,1.164,20.89,15.52,-5312.75,1.9865,21.0173,4.8696,85.9331,8.8215,0.32,4.4914,50.6088,64.054,118.5238,0.9816,1.1092,2.5268,0.9553,11.1545,78.1942,19.2807,5.1923,14.53,1.33,6.7381,0.5058,3.6251,1.8156,13.1858,8.09,0.2678
1347,0.0077,582,0.427,13.73,6.47,-5260.25,2.0088,22.9282,4.3598,84.078,8.9605,0.1294,1.9549,50.1756,64.1054,120.319,1.2016,1.1092,3.2793,0.7915,3.9888,38.8051,6.7947,3.8098,20.4,1,8.7735,0.4168,5.1065,1.3259,15.4662,427.42,0.794
1348,0.0139,862,0.773,8,4.39,-5445.25,1.989,22.9282,7.6645,85.5439,8.6556,0.2134,1.3615,50.8214,64.2946,118.1824,1.2016,1.1092,3.2793,1.4331,7.5281,25.5774,7.1756,2.9152,21.77,1.1,9.1999,0.4518,5.3644,1.5426,15.4662,7.83,0.2619
1349,0.007,655,0.505,10.84,7.29,-5431.75,1.9805,19.7442,3.6871,85.4772,8.324,0.1324,2.0869,50.4285,64.4464,117.8846,1.8467,1.2208,2.2872,0.7163,4.6773,35.4307,17.6255,5.2751,15.98,0.73,7.5433,0.2714,3.9433,0.9942,20.8476,431.71,1.2571
1350,0.0189,573,0.291,14.5,5.31,-5483,1.9457,19.7442,8.7124,84.5612,9.088,0.0863,1.4672,50.6366,64.8393,119.1598,1.8467,1.2208,2.2872,1.9612,2.8239,24.0487,9.4925,4.8026,21.25,1.62,9.2077,0.6813,5.2367,2.2047,15.4662,10.25,0.2424
1351,0.0097,1400,0.585,15.5,8.34,-5149,2.0055,21.0173,3.6528,85.4577,8.2061,0.161,2.1528,50.425,64.4522,117.823,0.9816,0.8988,2.5268,0.9923,5.4196,31.7547,14.504,8.4193,14.53,1.33,6.7381,0.5058,3.6251,1.8156,18.1671,431.71,1.2571
1352,0.017,740,0.232,10.28,4.82,-5398.75,1.9943,19.5297,7.8015,84.8754,9.1637,0.0828,1.4143,50.555,64.7823,119.2618,1.6782,1.2208,2.3759,1.7586,2.2507,15.8308,13.7103,3.9566,15.85,1.21,6.6792,0.4465,3.8944,1.6134,27.316,10.25,0.2424
1353,0.0079,1342,0.965,20.2,6.97,-5238,1.9805,21.2136,4.4202,84.5275,9.1526,0.2692,2.2986,50.6295,63.9818,119.2766,1.1853,0.8988,2.6287,0.8079,9.1616,36.0644,23.3461,5.9883,21.81,1.12,10.3922,0.41,5.4327,1.466,9.3125,431.71,1.2571
1354,0.0151,1020,0.75,12.62,10.52,-5305.25,1.9875,22.0636,4.8461,84.5275,9.1526,0.2145,3.5695,50.6295,63.9818,119.2766,0.9751,1.6998,2.8417,1.5604,7.2644,51.1493,13.3506,7.7118,19.47,0.89,9.0934,0.381,4.8481,1.2133,14.9011,7.93,0.3692
1355,0.0071,723,0.781,14.8,3.81,-5516.5,1.9975,19.5297,7.9463,84.7662,9.1141,0.2185,1.1839,50.6253,64.8052,119.187,1.6782,1.4147,2.3759,0.7292,7.6683,19.8264,12.3133,4.0207,,,,,,,22.7307,9.42,0.4069
1356,0.0063,405,0.883,14.91,8.87,-5206,1.9875,21.2136,3.863,84.4782,9.2064,0.2378,2.3759,50.6402,64.0409,119.1878,1.1853,0.8988,2.6287,0.6449,8.2273,58.8866,14.3915,5.4351,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,8.28,0.1233
1357,0.0137,3307,0.475,19.75,4.5,-4977.5,2.0032,21.0173,8.7352,84.3147,9.6515,0.1396,1.4827,50.3661,64.2547,120.722,0.9816,1.1612,2.5268,1.4141,4.5733,15.5828,12.4781,4.9287,18.94,0.54,8.8535,0.2457,4.7117,0.7314,15.4662,10.85,0.2938
1358,0.0068,574,0.47,16.51,11.9,-5404.5,2.0042,22.0636,5.0504,85.9331,8.8215,0.1517,3.3517,50.6088,64.054,118.5238,0.9751,1.4147,2.8417,0.6995,4.4798,66.636,13.7067,3.3112,13.78,1.66,7.0785,0.6261,3.5142,2.2414,33.3468,8.09,0.2678
1359,0.0166,814,0.997,14.48,11.97,-5241,1.9863,22.0636,10.0369,84.6927,8.8973,0.3724,3.0567,50.6504,64.1619,118.1776,0.9751,1.2208,2.8417,1.7148,10.0166,42.621,28.4955,7.2075,17.61,1.33,7.7175,0.5536,4.3008,1.8459,34.7443,9.02,0.2568
1360,0.0163,1150,0.739,19.73,10.22,-5393.5,2.0013,19.7442,5.1882,85.1404,8.627,0.2328,3.2055,50.6212,64.0218,118.284,1.8467,1.2208,2.2872,1.6889,7.042,44.6021,9.5566,5.6044,21.06,0.66,8.3579,0.2413,5.1441,0.9035,15.4662,7.93,0.3692
1361,0.0146,651,1.318,17.4,8.45,-5422.75,1.953,19.7442,4.4051,85.9331,8.8215,0.3562,2.5123,50.6088,64.054,118.5238,1.8467,1.4147,2.2872,1.5108,12.6878,28.9859,14.2385,3.4385,14.53,1.33,6.7381,0.5058,3.6251,1.8156,29.6115,10.25,0.2424
1362,0.0076,2356,0.292,10.54,7.95,-5130.75,1.9842,22.9282,8.6381,83.3424,8.7786,0.1112,2.2953,50.194,64.2226,120.5418,1.2016,1.4147,3.2793,0.7763,2.8609,44.4064,14.2953,3.3529,14.53,1.33,6.7381,0.5058,3.6251,1.8156,21.458,431.71,1.2571
1363,0.013,804,1.092,25.28,8.49,-5392.25,1.9777,17.6993,4.4952,84.6724,9.0447,0.3029,2.4969,50.6192,64.0033,119.0986,1.3679,1.357,2.1734,1.3416,10.4481,48.7572,9.7787,8.9354,14.53,1.33,6.7381,0.5058,3.6251,1.8156,28.1405,7.6,0.3159
1364,0.0134,731,0.31,23.9,9.48,-5390,2.0025,23.832,9.0739,86.899,9.3181,0.1067,2.7512,50.7948,64.1792,118.7162,1.3004,1.1881,3.3101,1.3802,2.9002,46.3549,11.5439,5.0457,14.53,1.33,6.7381,0.5058,3.6251,1.8156,33.4083,5.65,0.1416
