,F153,F157,F159,F198,F200,F201,F21,F252,F26,F273,F292,F319,F32,F33,F334,F34,F345,F35,F39,F407,F411,F426,F470,F471,F474,F476,F524,F525,F550,F551,F553,F554,F556,F557,F569,F574,F578,F72
1225,0.0065,,215.0,0.838,23.46,20.13,-5523.25,3.8642,1.9923,18.2407,,8.6052,85.7546,8.7402,0.2325,50.663,9.4772,64.4204,118.4724,1.1293,2.114,0.6628,7.8902,31.8095,102.2423,17.7859,6.6183,7.6278,14.95,0.82,6.7247,0.3373,3.723,1.1198,15.4662,2.6691,,146.1844
1226,0.0139,,773.0,0.236,20.34,6.42,-5609.5,1.9898,1.9567,18.2407,,8.6013,83.7266,8.3808,0.0725,50.5171,3.6668,64.7177,118.6924,1.1293,2.114,1.4327,2.241,7.707,40.764,13.2423,3.5341,10.9668,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,1.565,0.0102,148.7019
1227,0.0105,0.0162,686.0,0.268,23.86,9.44,-5261.25,2.1536,1.9968,19.705,0.0057,8.548,86.9779,8.8356,0.098,50.6527,5.9333,63.9719,118.253,1.357,2.5167,1.0768,2.5298,9.0874,62.1873,11.5771,3.6908,4.9565,14.53,1.33,6.7381,0.5058,3.6251,1.8156,13.9987,1.8871,,150.545
1228,0.0143,,406.0,1.222,24.21,12.9,-5370.5,3.5044,1.9868,17.7133,,4.8652,85.9331,8.8215,0.3801,50.6088,,64.054,118.5238,0.9075,2.1102,1.4739,12.1632,5.5295,54.311,23.2115,6.0055,3.8734,20.9,0.55,9.0505,0.2485,5.2032,0.7138,15.4662,2.5286,,
1229,0.0068,,748.0,0.711,14.36,11.94,-5215.5,2.48,1.9882,18.6107,,4.3463,84.0399,8.7646,0.2149,50.7311,,64.2307,117.8534,0.9075,2.2951,0.6944,6.8681,3.7276,56.002,14.2555,4.1773,3.5863,15.94,1.44,7.6275,0.5984,4.0046,1.9757,24.7177,2.645,0.0291,
1230,0.0119,,727.0,0.826,10.82,24.76,-5743.25,1.3919,2.0115,25.4503,,16.4069,86.4585,8.8355,0.2268,50.6228,6.9125,63.9952,116.017,0.9075,3.7322,1.2249,7.9144,28.14,196.7546,22.2906,2.3601,6.0744,19.08,1.02,7.6298,0.4867,4.6539,1.305,19.2404,4.055,,157.6126
1231,0.0152,,499.0,0.547,16.87,13.02,-5398.0,3.7271,1.993,17.6813,,4.7206,84.3569,8.322,0.1653,50.4013,,64.5182,117.9034,1.1293,2.1561,1.5723,5.0971,4.3797,74.2859,12.5692,6.4289,10.4374,14.53,1.33,6.7381,0.5058,3.6251,1.8156,25.4839,2.8909,,
1232,0.0053,,1116.0,0.402,19.83,11.68,-4995.75,2.7078,1.9987,18.5197,,4.6105,85.4344,8.7037,0.1354,50.6411,5.1884,64.0021,118.0692,1.357,2.2047,0.5396,3.7195,4.5868,59.5911,13.0636,4.5572,6.0092,13.71,1.32,5.3855,0.5332,3.4006,1.6465,20.8099,4.055,,157.4114
1233,0.0132,,262.0,1.175,19.35,11.26,-5672.0,3.5518,2.0037,18.2267,,4.6935,84.3947,8.897,0.3234,50.142,5.9709,64.5666,118.181,0.9075,2.2838,1.3679,11.1659,3.7154,66.6823,21.4709,6.1135,6.1412,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,4.055,,161.4212
1234,0.011,,770.0,,,,-5521.0,2.1627,2.013,27.017,,9.3798,85.9801,8.662,,50.5853,,63.8972,118.484,1.357,3.1345,1.1275,,,,,3.7073,3.2732,17.16,1.16,7.0851,0.4971,4.217,1.5477,35.5626,122.8283,0.0053,
1235,0.0125,,752.0,0.517,20.74,9.14,-5627.25,3.43,1.9995,19.705,,9.2424,85.038,8.2776,0.1638,50.2509,5.4149,64.3027,117.8016,1.0767,2.5167,1.2897,5.0556,15.8846,31.5386,13.7209,6.0809,6.5454,10.9,2.33,4.7824,0.9741,2.7282,2.8614,15.4662,2.7235,0.043,148.2817
1236,0.0136,,1193.0,0.631,21.77,10.37,-5729.5,1.6341,1.9923,19.705,,5.2964,85.5439,8.6556,0.2104,50.8214,,64.2946,118.1824,0.9075,2.5167,1.4018,6.0235,5.9112,39.2332,13.4375,2.7522,5.2928,13.93,0.68,6.0637,0.2509,3.5189,0.935,35.5192,2.7254,0.0144,
1237,0.014,,657.0,0.298,19.84,4.03,-5346.25,2.5397,1.99,19.0276,,9.0666,85.4593,8.7326,0.0782,50.6296,,63.9602,118.6382,0.9075,2.384,1.4523,2.8063,7.115,12.7268,14.3683,4.3657,3.4304,13.64,1.17,5.9904,0.5395,3.5141,1.4392,8.3588,110.6133,,
1238,0.0149,,557.0,0.351,15.12,9.34,-5129.25,1.6721,1.9995,18.2407,,4.695,86.9779,8.8356,0.0949,50.6527,5.4119,63.9719,118.253,1.1293,2.114,1.5431,3.2797,6.34,41.5568,15.9738,2.9669,3.5996,14.39,0.32,6.5498,0.138,3.534,0.4389,40.6181,4.055,0.0193,166.2615
1239,0.0147,,883.0,1.142,19.32,8.27,-5341.5,3.655,1.9725,17.7133,,8.9536,84.7662,9.1141,0.3612,50.6253,,64.8052,119.187,0.9075,2.1102,1.5174,11.3815,13.212,38.8748,15.2651,6.2034,5.7507,14.53,1.33,6.7381,0.5058,3.6251,1.8156,4.1191,2.5286,,
1240,0.0061,,672.0,0.985,24.62,7.82,-5290.5,1.3138,1.9935,27.017,,5.1799,84.8185,8.9979,0.2644,50.5682,,64.3519,118.4998,0.9075,3.1345,0.6229,9.3135,5.881,43.1256,13.8161,2.2383,2.1504,13.65,1.05,6.6747,0.4318,3.3578,1.3582,20.6014,3.5086,0.0134,
1241,0.0114,,363.0,0.369,13.92,9.17,-5475.5,3.4186,2.0395,17.6813,,4.752,86.5682,9.3868,0.1197,50.7583,,64.4245,118.8712,1.1293,2.1561,1.1654,3.4537,4.8624,48.4479,12.236,5.8213,9.0672,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,2.6691,0.0283,
1242,0.0148,,208.0,0.652,27.18,7.51,-5333.0,1.8654,1.9832,18.2267,,8.0227,86.9432,8.8105,0.1754,50.6086,,64.0283,118.1238,1.357,2.2838,1.5318,6.3482,6.2045,33.2474,12.1015,3.2025,4.4898,14.53,1.33,6.7381,0.5058,3.6251,1.8156,63.2902,1.8871,,
1243,0.0126,,884.0,0.244,20.09,4.18,-5524.5,4.2868,1.9748,20.2072,,8.4214,83.4425,8.2914,0.0813,50.4962,5.3035,64.6693,118.4178,1.3081,2.5625,1.2937,2.3251,7.2736,37.3195,8.2885,7.3088,6.6669,18.78,1.05,8.9096,0.4544,4.5675,1.4062,41.0155,1.565,,151.1668
1244,0.0159,,1031.0,0.249,20.86,7.48,-5324.5,3.695,2.01,18.6279,,8.6447,85.4344,8.7037,0.0813,50.6411,5.3175,64.0021,118.0692,1.3081,2.1438,1.6463,2.3661,8.0833,58.1917,7.6392,6.253,5.4108,19.14,1.68,8.2261,0.6867,4.6017,2.2961,21.3623,125.6939,0.0071,148.2857
1245,0.0055,,256.0,0.512,19.09,16.09,-5662.0,3.3966,2.0205,18.4874,,9.6453,86.4585,8.8355,0.1511,50.6228,7.8842,63.9952,116.017,2.2605,2.4039,0.5617,4.9899,22.0988,78.6983,24.6592,5.7861,6.1304,14.53,1.33,6.7381,0.5058,3.6251,1.8156,20.1824,3.4417,0.0352,160.781
1246,0.0128,0.0283,669.0,0.66,18.0,11.87,-5826.0,2.6192,1.9765,18.6685,0.0093,9.3943,86.4585,8.8355,0.1878,50.6228,6.5144,63.9952,116.017,1.3271,2.1212,1.3132,6.4042,20.7943,47.5833,11.7412,4.3958,4.3779,17.94,1.29,7.9146,0.4657,4.5827,1.76,15.4662,2.6691,0.0112,156.367
1247,0.0067,,289.0,0.316,14.62,5.54,-5219.5,2.1877,1.9733,22.6445,,8.3779,85.9501,9.7137,0.0999,50.8506,,64.3577,119.3812,1.1881,2.748,0.6803,3.0517,8.127,23.5182,9.4632,3.7447,6.7744,16.12,1.42,7.7498,0.5206,3.9264,1.9024,23.1718,142.1606,0.0305,
1248,0.0073,,1200.0,0.481,13.16,10.41,-5329.75,1.6086,1.958,17.6993,,9.5726,85.3996,8.2345,0.1373,50.4069,5.2207,64.3522,118.2354,1.3081,2.1734,0.7506,4.8126,16.6911,46.4249,22.2099,2.7612,5.1389,18.71,1.87,8.9193,0.7119,4.6455,2.5506,15.4662,2.1791,,156.5576
1249,0.005,0.0235,801.0,0.708,27.66,18.88,-5621.0,2.2982,1.963,18.2407,0.0072,4.9037,86.4585,8.8355,0.1933,50.6228,5.4426,63.9952,116.017,1.3081,2.114,0.5072,6.6705,6.218,88.2918,12.6082,3.9069,4.4278,18.63,0.71,9.1514,0.2896,4.5909,0.9783,15.4662,2.7003,0.023,163.7928
1250,0.0064,,652.0,0.688,20.46,9.83,-5248.75,1.5785,2.003,18.6685,,7.6805,85.549,8.7556,0.2148,50.6729,,64.0533,118.0222,1.0767,2.1212,0.6513,6.8078,6.418,35.0293,7.1967,2.6704,4.7922,20.32,0.78,8.7814,0.3553,5.0229,1.0818,15.4662,1.8871,,
1251,0.0082,,1179.0,0.419,15.01,12.23,-5329.0,3.5491,2.0025,20.2072,,4.5987,84.7391,9.534,0.1383,50.6315,2.5975,64.0518,118.9808,1.3081,2.5625,0.8411,3.9178,4.6088,52.6418,14.0054,6.0272,5.3116,14.53,1.33,6.7381,0.5058,3.6251,1.8156,30.0075,2.7235,0.0243,160.8581
1252,0.0123,,1054.0,0.728,18.05,9.29,-5759.5,3.4298,1.9973,18.5843,,9.0129,99.771,21.5944,0.1994,58.7862,7.1898,76.4763,125.0222,1.0767,2.4089,1.272,7.0068,18.0044,40.5647,18.4928,5.8122,4.7146,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,4.055,,157.0239
1253,0.013,,2290.0,0.268,17.01,6.86,-5345.25,1.9166,2.0075,18.6685,,7.2602,84.7391,9.534,0.0978,50.6315,4.2468,64.0518,118.9808,1.3271,2.1212,1.3358,2.6028,5.1407,39.7614,7.0416,3.4285,4.4722,16.83,0.55,6.9639,0.2335,4.17,0.7559,38.0449,2.7235,,156.4302
1254,0.0144,,883.0,0.686,17.82,14.4,-5469.5,3.7251,1.9777,18.6685,,9.1647,85.4344,8.7037,0.1918,50.6411,7.4767,64.0021,118.0692,1.3271,2.1212,1.4867,6.6141,22.9445,92.6688,22.2037,6.5895,4.2925,14.19,0.89,6.5735,0.3673,3.4853,1.211,25.0611,3.6722,,153.9327
1255,0.0131,,1123.0,0.804,19.22,12.77,-5867.5,4.0375,2.0223,20.2072,,4.8358,84.6724,9.0447,0.2308,50.6192,3.8452,64.0033,119.0986,1.3271,2.5625,1.3541,7.7459,5.5636,57.1248,12.6118,6.852,5.6096,19.31,0.96,8.9973,0.4318,4.8235,1.3197,40.7191,2.7235,,167.7945
1256,0.0148,,1116.0,0.476,19.9,7.73,-5326.5,3.3528,1.9988,20.5581,,4.467,85.0041,8.6472,0.1293,50.5823,4.648,64.0865,117.9742,1.3081,2.2831,1.5257,4.4303,7.3686,43.1104,10.8691,5.6579,6.0317,14.58,0.86,6.8729,0.3555,3.7225,1.174,15.4662,2.3908,0.0223,159.6075
1257,0.0128,,599.0,0.59,22.61,17.08,-5224.25,1.6157,1.999,23.832,,5.4073,84.7391,9.534,0.1754,50.6315,5.0884,64.0518,118.9808,1.3271,3.3101,1.3136,5.7264,6.9473,107.6128,15.75,2.7189,4.2796,19.92,0.77,9.5134,0.2953,4.9401,1.0452,34.5507,1.9029,,171.9557
1258,0.0138,,248.0,0.239,17.57,7.53,-5719.0,4.2818,1.9865,18.6685,,7.0336,83.4425,8.2914,0.0792,50.4962,4.1496,64.6693,118.4178,1.3271,2.1212,1.42,2.3043,5.628,30.8582,8.205,7.271,6.9842,13.24,1.25,5.6606,0.4689,3.2978,1.7428,6.8594,2.7235,,149.9224
1259,0.008,,1713.0,0.203,13.72,3.59,-5432.0,2.8739,1.9895,19.7219,,8.4123,84.7632,9.0402,0.0649,50.6105,5.1254,63.9938,119.6524,2.823,2.5511,0.8154,1.96,7.3406,24.1978,10.5911,4.8558,6.0484,14.53,1.33,6.7381,0.5058,3.6251,1.8156,31.6788,110.1081,0.0137,156.8494
1260,0.0082,,216.0,0.46,15.52,5.61,-5242.75,2.4754,2.01,19.7219,,8.7378,84.7632,9.0402,0.1342,50.6105,4.6733,63.9938,119.6524,2.823,2.5511,0.8395,4.4506,7.6575,32.4345,7.9223,4.1638,8.9503,6.21,1.12,2.786,0.4481,1.5243,1.5481,8.7297,142.1606,,158.0032
1261,0.0058,,870.0,0.238,17.3,15.04,-5603.75,1.6563,1.9958,19.0845,,9.7272,85.04,8.8097,0.0727,50.3142,,64.1009,119.0374,1.3081,2.4605,0.5892,2.2963,7.4918,81.1264,11.284,2.7929,7.3301,20.48,0.69,8.9765,0.2574,5.0224,0.9303,15.4662,3.3109,,
1262,0.0067,,666.0,0.488,15.59,11.78,-5294.5,1.4759,2.001,19.705,,4.7116,85.3182,8.5298,0.1487,50.8422,4.5063,64.3121,115.8094,1.3271,2.5167,0.687,4.5367,3.7936,67.5898,15.1304,2.4908,5.5882,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,4.055,,166.9711
1263,0.0126,,603.0,0.675,18.49,10.9,-5575.0,4.1868,2.003,19.0845,,4.9589,85.3687,13.5481,0.1849,50.1519,,63.7914,118.7216,1.3081,2.4605,1.2952,6.2199,4.0832,57.3028,16.7202,7.1075,7.4183,18.91,0.69,8.5266,0.2888,4.6645,0.9378,19.096,3.2073,0.0152,
1264,0.0115,,125.0,0.205,18.51,4.12,-5544.0,2.4794,1.9865,21.785,,8.0542,84.4782,9.2064,0.065,50.6402,5.5226,64.0409,119.1878,1.1881,2.4853,1.1828,1.9793,7.0312,25.1715,11.6004,4.2062,5.1745,19.36,0.64,8.6308,0.2601,4.7521,0.8675,15.4662,2.9648,-0.0047,157.2515
1265,0.0073,,763.0,0.163,15.21,10.1,-5224.5,1.7432,1.972,19.705,,7.9155,85.549,8.7556,0.0615,50.6729,,64.0533,118.0222,1.1881,2.5167,0.7423,1.5785,7.9628,48.3613,11.2207,2.9972,5.0061,14.53,1.33,6.7381,0.5058,3.6251,1.8156,10.1182,2.579,,
1266,0.0146,,571.0,0.963,15.33,13.64,-5307.75,1.569,1.971,18.6685,,5.2081,84.6927,8.8973,0.2681,50.6504,,64.1619,118.1776,1.1881,2.1212,1.5101,9.2041,5.5422,80.6065,16.6294,2.6426,4.1725,17.59,0.92,8.6565,0.4113,4.322,1.2629,13.9989,2.645,,
1267,0.0135,0.0256,448.0,0.941,23.44,8.91,-5663.5,4.8582,1.9698,23.832,0.0086,9.3746,86.9779,8.8356,0.2473,50.6527,4.6773,63.9719,118.253,1.3271,3.3101,1.39,8.853,21.0979,38.4402,16.6631,8.3161,8.2881,17.52,1.02,7.688,0.3803,4.5636,1.3861,15.4662,3.6722,,146.6344
1268,0.0082,,870.0,0.342,13.18,10.86,-5542.75,3.6105,1.9585,18.6107,,8.3559,83.7266,8.3808,0.0868,50.5171,4.3468,64.7177,118.6924,1.3271,2.2951,0.8379,3.3885,17.463,43.0889,27.4017,6.1983,6.7237,18.86,0.54,8.769,0.2098,4.7102,0.7419,30.7449,2.1791,0.0184,151.4361
1269,0.0088,,1100.0,0.276,9.01,6.14,-5709.75,2.2206,2.0047,21.785,,8.6545,84.7632,9.0402,0.0859,50.6105,6.3617,63.9938,119.6524,1.287,2.4853,0.9001,2.6832,8.7768,38.5275,11.2345,3.7944,5.507,11.72,1.3,4.9812,0.4656,2.8628,1.7954,15.4662,2.596,,155.3366
1270,0.0149,,894.0,0.239,13.8,8.24,-5834.75,4.1651,1.9625,18.6685,,6.2604,83.4425,8.2914,0.0839,50.4962,4.0926,64.6693,118.4178,1.4174,2.1212,1.5394,2.3126,5.4282,46.6604,13.465,7.0968,5.0526,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.544,2.1791,,157.8608
1271,0.015,,343.0,0.406,20.5,5.8,-5477.0,3.5343,1.9777,27.017,,7.8855,85.9331,8.8215,0.1112,50.6088,,64.054,118.5238,1.4174,3.1345,1.5465,3.8875,7.4468,17.8019,19.1496,6.0859,7.4752,15.79,0.65,6.9931,0.2622,3.8591,0.8667,15.4662,4.5485,,
1272,0.0057,,697.0,0.569,14.4,9.95,-5241.5,2.3607,1.9947,18.8444,,10.1326,84.4668,8.8909,0.156,50.6768,,64.1879,118.0814,1.2292,2.5953,0.5783,5.6615,14.443,31.7846,17.9753,4.0505,4.4929,19.78,0.91,8.4411,0.4078,5.0193,1.2634,15.4662,1.565,,
1273,0.0137,,774.0,0.413,12.15,4.11,-5095.0,4.5255,1.9872,18.8868,,8.1627,86.1383,8.3383,0.1343,50.4625,5.383,64.2525,117.9702,1.4211,2.2898,1.419,4.0995,7.263,20.6796,15.602,7.7648,7.4018,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,2.8189,,157.6115
1274,0.0222,,1221.0,0.744,13.72,10.44,-5356.25,2.9254,1.99,24.4466,,3.9344,85.9501,9.7137,0.2109,50.8506,,64.3577,119.3812,1.4211,3.558,2.3062,6.9309,7.173,40.1786,8.6933,4.9672,6.9197,19.56,0.23,8.387,0.1011,4.9245,0.3162,15.4662,138.3859,,
1275,0.0073,,215.0,0.617,20.19,12.63,-5270.0,4.2837,1.975,18.8868,,4.8843,86.1383,8.3383,0.1941,50.4625,4.0657,64.2525,117.9702,1.4211,2.2898,0.7506,5.9632,4.9003,42.1283,9.6794,7.3202,5.3076,14.53,1.33,6.7381,0.5058,3.6251,1.8156,24.4835,3.0501,,168.2776
1276,0.0143,,1738.0,0.897,15.27,11.56,-5247.5,3.3195,2.0145,24.4466,,4.4568,86.1383,8.3383,0.2532,50.4625,4.4267,64.2525,117.9702,1.4211,3.558,1.4726,8.663,4.5956,42.967,14.356,5.6518,7.0705,14.53,1.33,6.7381,0.5058,3.6251,1.8156,32.8518,3.0501,,167.6077
1277,0.0128,,822.0,1.037,9.99,10.3,-5445.25,4.0516,1.9655,18.8868,,4.3686,86.1383,8.3383,0.333,50.4625,3.2298,64.2525,117.9702,1.4211,2.2898,1.3244,10.29,5.475,46.7825,19.415,6.9154,5.9834,14.53,1.33,6.7381,0.5058,3.6251,1.8156,16.9645,3.0501,,172.1431
1278,0.0126,,448.0,0.569,19.05,10.15,-5461.0,3.7364,1.985,18.5843,,4.8931,84.2981,8.3159,0.1518,50.415,4.3086,64.5884,117.8478,1.1881,2.4089,1.2929,5.3364,5.0902,58.0147,21.8831,6.3762,5.9771,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,2.9252,,161.4429
1279,0.0131,,523.0,0.318,18.4,27.52,-5422.25,2.5716,2.0017,21.785,,12.5514,85.549,8.7556,0.0863,50.6729,,64.0533,118.0222,1.2292,2.4853,1.3497,3.1381,13.4483,117.428,23.0466,4.4055,7.9958,17.55,1.36,7.7397,0.4988,4.272,1.8524,27.0281,2.6072,,
1280,0.0057,,1017.0,0.317,21.03,9.12,-5294.5,4.27,1.9875,20.7519,,7.0635,85.5439,8.6556,0.0889,50.8214,,64.2946,118.1824,1.2292,2.5459,0.5811,3.0938,4.8327,45.6789,9.9042,7.2639,3.706,15.37,0.23,7.2503,0.1085,3.8837,0.3081,15.4662,1.8871,,
1281,0.0139,,383.0,1.037,21.18,9.87,-5264.5,1.6626,1.9507,19.0034,,5.1859,84.6724,9.0447,0.3063,50.6192,5.9013,64.0033,119.0986,0.4645,2.51,1.4381,10.0447,5.6179,46.7831,14.394,2.8147,8.2905,20.54,1.06,9.6027,0.3993,5.1315,1.4768,33.6497,2.645,,167.9803
1282,0.0065,,811.0,0.467,15.04,7.23,-5612.25,1.9951,2.0033,18.2407,,6.8882,85.3996,8.2345,0.1463,50.4069,4.5498,64.3522,118.2354,1.2292,2.114,0.6672,4.5559,5.7269,44.0113,12.4447,3.5069,4.35,15.82,1.52,7.2296,0.5977,3.9158,2.0767,27.7162,1.565,,156.2913
1283,0.0117,,405.0,0.611,15.75,9.25,-5407.25,1.6687,2.0032,16.6512,,9.8312,85.5439,8.6556,0.1753,50.8214,,64.2946,118.1824,1.287,2.1527,1.1999,6.0418,13.3473,54.5262,22.8397,2.8329,4.6534,14.53,1.33,6.7381,0.5058,3.6251,1.8156,46.7595,2.7254,,
1284,0.0113,,717.0,0.47,16.8,16.36,-5517.75,1.9263,1.991,19.6457,,9.7851,86.1541,8.9036,0.1515,50.6667,,64.0553,118.1242,1.0881,2.4696,1.1593,4.5805,21.41,46.2247,24.4056,3.2943,2.747,16.32,1.7,7.7401,0.7198,3.9894,2.2632,46.6979,2.1791,,
1285,0.0137,,655.0,0.402,19.94,12.09,-5767.75,2.1356,2.0225,18.8444,,4.4251,86.5682,9.3868,0.131,50.7583,,64.4245,118.8712,1.287,2.5953,1.416,3.7479,3.506,60.276,13.6865,3.626,6.2629,21.05,1.07,10.4519,0.3926,5.2047,1.4365,25.1383,3.3664,,
1286,0.0057,,1082.0,0.882,17.1,3.46,-5733.0,1.6108,1.957,20.1079,,9.3591,84.9605,9.0744,0.2601,50.8538,4.6427,64.2376,119.4514,1.0881,2.5095,0.5782,8.7517,8.3341,21.3528,10.1291,2.759,5.8839,14.53,1.33,6.7381,0.5058,3.6251,1.8156,83.4093,3.609,,157.2931
1287,0.0136,,612.0,0.562,14.3,3.45,-5454.0,4.399,2.0213,18.8868,,8.3146,86.1383,8.3383,0.1466,50.4625,3.4261,64.2525,117.9702,0.9557,2.2898,1.4053,5.5056,4.9361,13.8331,18.7497,7.5455,6.8986,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,2.8189,,155.678
1288,0.0104,,192.0,0.372,17.7,5.97,-5320.5,3.2545,1.983,16.2848,,7.5577,86.1383,8.3383,0.1204,50.4625,4.7748,64.2525,117.9702,1.2131,2.1204,1.0636,3.6138,5.7928,21.4895,7.3316,5.5305,5.6862,15.9,0.79,7.5915,0.2929,3.93,1.082,15.4662,2.8189,,148.4865
1289,0.0108,,2665.0,0.987,13.3,17.4,-5802.25,1.7184,2.0195,19.0034,,4.9727,86.8862,8.9541,0.27,50.6555,,63.9146,119.0282,1.0881,2.51,1.1126,9.4224,7.0849,92.2564,16.9414,2.9087,4.6858,21.3,0.31,8.6514,0.1246,5.3478,0.4107,15.2072,1.9029,0.0196,
1290,0.0102,,831.0,0.279,14.22,3.42,-5241.0,4.2031,2.0267,16.2848,,8.2258,86.1383,8.3383,0.0886,50.4625,3.2573,64.2525,117.9702,1.2131,2.1204,1.048,2.7015,5.0815,14.9454,9.6018,7.1876,5.0623,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,3.0501,,152.6368
1291,0.0114,,277.0,1.001,14.46,3.3,-5529.25,3.6903,1.972,16.2848,,8.1024,85.1404,8.627,0.2822,50.6212,,64.0218,118.284,1.2131,2.1204,1.1722,9.7392,5.7114,12.52,18.3804,6.2973,5.5601,14.55,0.84,6.2811,0.3813,3.5763,1.1467,25.42,138.3859,,
1292,0.0061,,584.0,1.041,17.06,11.65,-5390.0,4.4464,2.0062,19.0034,,9.0341,84.6927,8.8973,0.2752,50.6504,,64.1619,118.1776,1.287,2.51,0.6247,10.3945,15.8845,54.6395,16.9315,7.5948,5.6796,17.9,1.15,8.1159,0.4357,4.4218,1.6088,15.4662,2.645,0.0332,
1293,0.0061,,936.0,1.143,23.62,9.36,-5400.0,4.6528,2.0103,19.0034,,5.1243,85.9501,9.7137,0.3823,50.8506,,64.3577,119.3812,1.287,2.51,0.6209,11.2011,3.9607,32.7482,17.1215,7.8991,4.6089,24.1,1.36,11.7189,0.5661,5.8719,1.8431,17.1041,2.645,,
1294,0.0046,,1034.0,1.158,13.38,12.93,-5400.25,4.2149,1.954,20.7519,,9.1889,83.6845,8.1409,0.3964,50.5119,,64.6358,118.1104,1.2292,2.5459,0.4674,12.1466,12.8334,54.8613,29.9944,7.1768,6.8312,15.21,0.97,6.4048,0.3771,3.7599,1.3338,15.4662,3.4623,0.0239,
1295,0.0122,,519.0,0.908,14.84,6.41,-5194.75,4.3516,1.9507,18.8868,,9.4051,84.8754,9.1637,0.2962,50.555,,64.7823,119.2618,0.9557,2.2898,1.2604,9.1586,10.5376,16.898,33.9731,7.4295,6.4155,15.65,1.44,7.7869,0.6713,3.9448,1.9281,21.7009,2.5286,0.0308,
1296,0.0114,,457.0,0.395,20.87,8.14,-5371.5,3.9329,2.021,21.0143,,7.9876,84.6724,9.0447,0.1247,50.6192,5.1355,64.0033,119.0986,0.4645,2.8091,1.1716,3.8863,6.3093,31.8898,9.1053,6.6847,7.0557,19.45,0.85,9.4221,0.3749,4.842,1.1525,23.3744,2.7235,,159.5239
1297,0.0121,,569.0,0.165,17.03,6.06,-4992.75,1.631,1.9855,19.6457,,7.5972,85.549,8.7556,0.06,50.6729,,64.0533,118.0222,1.287,2.4696,1.2441,1.5659,8.5457,15.9221,20.5933,2.809,5.2449,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,2.9281,0.0305,
1298,0.0083,,969.0,0.806,20.77,14.79,-5526.5,2.6778,2.0097,24.4466,,9.323,84.7391,9.534,0.2238,50.6315,7.1714,64.0518,118.9808,0.9557,3.558,0.8541,7.8649,19.999,50.0715,31.0232,4.3887,7.5441,14.53,1.33,6.7381,0.5058,3.6251,1.8156,29.5971,2.7254,,154.1841
1299,0.0132,,476.0,0.909,17.17,7.73,-5295.25,1.7815,1.979,20.7519,,9.1257,86.8862,8.9541,0.282,50.6555,,63.9146,119.0282,1.4174,2.5459,1.3588,9.167,11.9278,33.6879,27.6738,3.0217,2.8584,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,2.5286,0.0197,
1300,0.0096,,1078.0,0.478,16.29,11.84,-5426.0,3.9776,1.9997,19.0845,,4.8457,84.0399,8.7646,0.1312,50.7311,,64.2307,117.8534,1.2292,2.4605,0.9865,4.5009,4.7195,78.8335,11.8424,6.7459,5.5988,22.41,1.69,10.1506,0.7178,5.4804,2.2673,15.4662,2.8909,,
1301,0.0105,,766.0,0.995,22.13,9.25,-5186.25,2.7553,2.036,24.4466,,9.3454,85.5439,8.6556,0.2678,50.8214,,64.2946,118.1824,1.2131,3.558,1.081,9.8466,13.9639,24.8192,24.2508,4.6055,5.8631,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,2.596,,
1302,0.0128,,589.0,0.635,22.12,15.52,-5389.5,4.2443,2.021,19.0845,,8.9309,86.9432,8.8105,0.1666,50.6086,,64.0283,118.1238,1.2292,2.4605,1.3153,6.0464,28.4553,66.8956,30.1137,7.2477,6.9999,17.01,0.79,8.4549,0.2853,4.1721,1.0623,13.9784,3.4462,0.0246,
1303,0.0063,,826.0,0.639,17.95,17.68,-5233.75,6.4074,1.9998,18.6279,,8.8329,84.02,8.7187,0.1758,50.8514,,64.3975,117.979,1.4174,2.1438,0.6477,6.1455,27.6999,131.9725,17.7545,11.9517,5.6548,16.86,0.24,7.4343,0.0991,4.1381,0.3275,15.4662,2.6691,0.0204,
1304,0.0142,,1106.0,0.651,18.49,10.66,-5633.5,3.5276,1.9907,43.5737,,6.7479,85.9331,8.8215,0.2,50.6088,,64.054,118.5238,0.9557,5.4447,1.4596,6.4036,4.602,53.041,11.0867,6.0797,4.545,16.21,0.81,6.4516,0.3141,3.9978,1.1233,15.4662,1.8871,0.0144,
1305,0.0121,,853.0,0.62,15.85,7.9,-5619.5,1.8995,1.9897,23.832,,9.9175,85.4593,8.7326,0.1898,50.6296,,63.9602,118.6382,1.4174,3.3101,1.2477,6.2153,14.2635,26.8428,26.5574,3.2252,6.2423,20.07,0.66,9.3643,0.27,5.2354,0.8988,15.4662,2.1791,,
